,ACC.PL,ACC.SG,DAT.PL,DAT.SG,GEN.PL,GEN.SG,INS.PL,NOM.PL,INS.SG,NOM.SG,VOC.PL,VOC.SG,STEM
cevanica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['cevanic']
cevka,['ke'],['ku'],['kama'],['ci'],"['k', 'a']",['ke'],['kama'],['ke'],['kom'],['ka'],['ke'],['ko'],['cev']
cevovod,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['cevovod']
cevčica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['cevčic']
cezura,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cezur']
ciL,['eve'],[''],['evima'],['u'],"['ev', 'a']",['a'],['evima'],['evi'],['em'],[''],['evi'],['u'],['ciL']
cicija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cicij']
cifra,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['cif', 'r']"
cigara,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cigar']
cigareta,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cigaret']
cigla,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['cig', 'l']"
ciglar,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['ciglar']
cijeđ,['i'],[''],['ima'],['i'],['i'],['i'],['ima'],['i'],['u'],[''],['i'],['i'],['cijeđ']
cikla,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['cik', 'l']"
ciklama,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['ciklam']
ciklon,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['ciklon']
ciklona,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['ciklon']
ciklus,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['ciklus']
cilindAr,['e'],['A'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],['A'],['i'],['e'],"['cilind', 'r']"
cimer,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['cimer']
cimerica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['cimeric']
cimet,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['cimet']
cinik,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['cini']
cinizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['ciniz', 'm']"
cipela,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cipel']
cirkulacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cirkulacij']
cirkus,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['cirkus']
cirkusant,['e'],['a'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],[''],['i'],['e'],"['cirkusan', 't']"
cirkusantica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['cirkusantic']
cisterna,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cistern']
citoplazma,['e'],['u'],"['ma', 'a']",['i'],"['a', 'a']",['e'],"['ma', 'a']",['e'],['mo'],['a'],['e'],['o'],"['citoplaz', 'm']"
citra,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['cit', 'r']"
civil,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['civil']
civilizacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['civilizacij']
civiliziranost,['i'],[''],['ima'],['i'],['i'],['i'],['ima'],['i'],['i'],[''],['i'],['i'],['civiliziranost']
ciča,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cič']
col,['ove'],[''],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['e'],['col']
crep,['ove'],[''],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['e'],['crep']
crevo,['a'],['o'],['ama'],['u'],['a'],['a'],['ama'],['a'],['om'],['o'],['a'],['o'],['crev']
crkva,['ve'],['vu'],['vama'],['vi'],['ava'],['ve'],['vama'],['ve'],['vom'],['va'],['ve'],['vo'],['crk']
crkveNak,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['crkveNa']
crnAc,['ce'],"['c', 'a']",['cima'],['cu'],"['ac', 'a']",['ca'],['cima'],['ci'],['cem'],['Ac'],['ci'],['če'],['crn']
crnogorica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['crnogoric']
crnokošuLaš,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['crnokošuLaš']
crnorizAc,"['s', 'ce']","['s', 'c', 'a']","['s', 'cima']","['s', 'cu']","['zac', 'a']","['s', 'ca']","['s', 'cima']",['sci'],"['s', 'cem']",['zAc'],['sci'],['šče'],['crnori']
crnčuga,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['crnčug']
crta,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['crt']
crtež,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['crtež']
crtica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['crtic']
crv,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['crv']
crvendać,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['crvendać']
crvenperka,['ke'],['ku'],['kama'],['ci'],"['ak', 'a']",['ke'],['kama'],['ke'],['kom'],['ka'],['ke'],['ko'],['crvenper']
crvojedina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['crvojedin']
crvotočina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['crvotočin']
cunami,['je'],[''],['jima'],['ju'],"['j', 'a']",['ja'],['jima'],['ji'],['jem'],[''],['ji'],['ju'],['cunami']
cura,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cur']
curetAk,['tke'],"['t', 'k', 'a']",['cima'],"['t', 'ku']","['tak', 'a']","['t', 'ka']",['cima'],['ci'],['tkom'],['tAk'],['ci'],['če'],['cure']
curica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['curic']
cvat,['ove'],[''],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['e'],['cvat']
cvek,['kove'],['k'],['kovima'],['ku'],"['kov', 'a']",['ka'],['kovima'],['kovi'],['kom'],['k'],['kovi'],['če'],['cve']
cvekla,['e'],['u'],['ama'],['i'],['i'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cvekl']
cvet,['ove'],[''],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['e'],['cvet']
cvetAk,['tke'],['tAk'],['cima'],"['t', 'ku']","['tak', 'a']","['t', 'ka']",['cima'],['ci'],['tkom'],['tAk'],['ci'],"['t', 'ku']",['cve']
cvetača,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['cvetač']
cvećar,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['cvećar']
cvećarstvo,['a'],['o'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['a'],['om'],['o'],['a'],['o'],"['cvećarst', 'v']"
cviker,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['cviker']
cvilež,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['cvilež']
cvrčAk,['ke'],"['k', 'a']",['cima'],['ku'],"['ak', 'a']",['ka'],['cima'],['ci'],['kom'],['Ak'],['ci'],['ku'],['cvrč']
daLina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['daLin']
dabAr,['ove'],['a'],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],['A'],['ovi'],['u'],"['dab', 'r']"
dadaist,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dadaist']
dadaizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['dadaiz', 'm']"
dadiLa,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dadiL']
dagNa,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['dag', 'N']"
dah,['hove'],['h'],['hovima'],['hu'],"['hov', 'a']",['ha'],['hovima'],['hovi'],['hom'],['h'],['hovi'],['še'],['da']
dahtaj,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['dahtaj']
daiDa,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['daiD']
daiDinica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['daiDinic']
daire,['e'],,['ama'],,['a'],,['ama'],['e'],,,['e'],,['dair']
daktil,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['daktil']
daktilograf,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['daktilograf']
daktilografkiNa,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['daktilografkiN']
dalekovod,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dalekovod']
dalekozor,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['dalekozor']
daltonist,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['daltonist']
dama,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dam']
dan,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dan']
današNica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['današNic']
daoizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['daoiz', 'm']"
dar,['ove'],[''],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['u'],['dar']
darivalAc,['oce'],"['oc', 'a']",['ocima'],['ocu'],"['lac', 'a']","['oc', 'a']",['ocima'],['oci'],['ocem'],['lAc'],['oci'],['oče'],['dariva']
darodavAc,['ce'],"['c', 'a']",['cima'],['cu'],"['ac', 'a']",['ca'],['cima'],['ci'],['cem'],['Ac'],['ci'],['če'],['darodav']
darovitost,['i'],[''],['ima'],['i'],['i'],['i'],['ima'],['i'],['i'],[''],['i'],['i'],['darovitost']
darvinist,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['darvinist']
daska,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['das', 'k']"
dativ,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dativ']
datoteka,['ke'],['ku'],['kama'],['ci'],"['k', 'a']",['ke'],['kama'],['ke'],['kom'],['ka'],['ke'],['ko'],['datote']
datuLa,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['datuL']
datum,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['datum']
davalAc,['oce'],"['oc', 'a']",['ocima'],['ocu'],"['lac', 'a']","['oc', 'a']",['ocima'],['oci'],['ocem'],['lAc'],['oci'],['oče'],['dava']
davnina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['davnin']
daščica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['daščic']
dažbina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dažbin']
dažd,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dažd']
daždevNak,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['daždevNa']
debLina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['debLin']
debata,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['debat']
debeLko,['ke'],"['k', 'a']",['cima'],['ku'],"['ak', 'a']",['ka'],['cima'],['ci'],['kom'],['ko'],['ci'],['ko'],['debeL']
debelokožAc,"['š', 'ce']","['š', 'c', 'a']","['š', 'cima']","['š', 'cu']","['žac', 'a']","['š', 'ca']","['š', 'cima']",['šci'],"['š', 'cem']",['žAc'],['šci'],['šče'],['debeloko']
debi,['je'],[''],['jima'],['ju'],"['j', 'a']",['ja'],['jima'],['ji'],['jem'],[''],['ji'],[''],['debi']
deblo,['a'],['o'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['a'],['om'],['o'],['a'],['o'],"['deb', 'l']"
deceleracija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['deceleracij']
decembAr,['e'],['A'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],['A'],['i'],['e'],"['decemb', 'r']"
decenija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['decenij']
decigram,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['decigram']
decimetAr,['e'],['A'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],['A'],['i'],['e'],"['decimet', 'r']"
ded,['ove'],['a'],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['e'],['ded']
deda,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['ded']
dedukcija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dedukcij']
def,['ove'],[''],['ovima'],['u'],"['ov', 'a']",['a'],['ovima'],['ovi'],['om'],[''],['ovi'],['e'],['def']
defekt,['e'],[''],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],[''],['i'],['e'],"['defek', 't']"
defetist,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['defetist']
defetistkiNa,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['defetistkiN']
defetizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['defetiz', 'm']"
deficit,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['deficit']
defile,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['defile']
definicija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['definicij']
deflacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['deflacij']
degenek,['ke'],['k'],['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['degene']
degenerik,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['degeneri']
deizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['deiz', 'm']"
dekada,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dekad']
dekagram,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dekagram']
dekan,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dekan']
deklaracija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['deklaracij']
deklinacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['deklinacij']
dekontaminacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dekontaminacij']
dekret,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dekret']
delatnica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['delatnic']
delatnik,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['delatni']
delatnost,['i'],[''],['ima'],['i'],['i'],['i'],['ima'],['i'],['i'],[''],['i'],['i'],['delatnost']
delegacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['delegacij']
delfin,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['delfin']
delikatesa,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['delikates']
delikatnost,['i'],[''],['ima'],['i'],['i'],['i'],['ima'],['i'],['i'],[''],['i'],['i'],['delikatnost']
delikt,['e'],[''],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],[''],['i'],['e'],"['delik', 't']"
delinkvent,['e'],['a'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],[''],['i'],['e'],"['delinkven', 't']"
delić,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['delić']
delo,['a'],['o'],['ima'],['u'],['a'],['a'],['ima'],['a'],['om'],['o'],['a'],['o'],['del']
delta,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['delt']
demagog,['ge'],"['g', 'a']","['zi', 'ma']",['gu'],['ga'],['ga'],"['zi', 'ma']",['zi'],['gom'],['g'],['zi'],['že'],['demago']
demagogija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['demagogij']
demanti,['je'],[''],['jima'],['ju'],"['j', 'a']",['ja'],['jima'],['ji'],['jem'],[''],['ji'],[''],['demanti']
demilitarizacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['demilitarizacij']
deminutiv,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['deminutiv']
demižon,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['demižon']
demokracija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['demokracij']
demokrat,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['demokrat']
demokratija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['demokratij']
demon,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['demon']
demonizacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['demonizacij']
demonstrant,['e'],['a'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],[''],['i'],['e'],"['demonstran', 't']"
dendi,['je'],"['j', 'a']",['jima'],['ju'],"['j', 'a']",['ja'],['jima'],['ji'],['jem'],[''],['ji'],[''],['dendi']
dendrokronologija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['dendrokronologij']
denotacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['denotacij']
dental,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['dental']
denuncijacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['denuncijacij']
denuncijant,['e'],['a'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['i'],['om'],[''],['i'],['e'],"['denuncijan', 't']"
deo,['love'],['o'],['lovima'],['lu'],"['lov', 'a']",['la'],['lovima'],['lovi'],['lom'],['o'],['lovi'],['o'],['de']
deoba,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['deob']
deontologija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['deontologij']
depo,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['depo']
deponij,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['deponij']
depopulacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['depopulacij']
depresija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['depresij']
deran,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['deran']
derbi,['je'],[''],['jima'],['ju'],"['j', 'a']",['ja'],['jima'],['ji'],['jem'],[''],['ji'],[''],['derbi']
derivacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['derivacij']
derište,['a'],['e'],['ima'],['u'],['a'],['a'],['ima'],['a'],['em'],['e'],['a'],['e'],['derišt']
dernek,['ke'],['k'],['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['derne']
derviš,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['derviš']
desert,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['desert']
desetar,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['desetar']
desetina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['desetin']
desetka,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['e'],['o'],"['deset', 'k']"
desetleće,['a'],['e'],['ima'],['u'],['a'],['a'],['ima'],['a'],['em'],['e'],['a'],['e'],['desetleć']
desetnik,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['desetni']
desetogodišNak,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['desetogodišNa']
desetogodišNica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['desetogodišNic']
desnica,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['desnic']
desnik,['ke'],"['k', 'a']",['cima'],['ku'],"['k', 'a']",['ka'],['cima'],['ci'],['kom'],['k'],['ci'],['če'],['desni']
desničar,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['u'],['desničar']
despot,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['despot']
despotizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['despotiz', 'm']"
despotstvo,['a'],['o'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['a'],['om'],['o'],['a'],['o'],"['despotst', 'v']"
destinacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['destinacij']
destrukcija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['destrukcij']
detAo,['love'],"['l', 'a']",['lovima'],['lu'],"['lov', 'a']",['la'],['lovima'],['lovi'],['lom'],['Ao'],['lovi'],['le'],['det']
detaL,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['detaL']
detektiv,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['detektiv']
detektor,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['detektor']
detelina,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['detelin']
determinizAm,['e'],['A'],"['mi', 'a']",['u'],"['a', 'a']",['a'],"['mi', 'a']",['i'],['mo'],['A'],['i'],['e'],"['determiniz', 'm']"
detešce,['a'],['e'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['a'],['em'],['e'],['a'],['e'],"['deteš', 'c']"
detiNstvo,['a'],['o'],['ima'],['u'],"['a', 'a']",['a'],['ima'],['a'],['om'],['o'],['a'],['o'],"['detiNst', 'v']"
detlić,['e'],['a'],['ima'],['u'],['a'],['a'],['ima'],['i'],['em'],[''],['i'],['u'],['detlić']
detonacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['detonacij']
devAc,['ce'],"['c', 'a']",['cima'],['cu'],"['ac', 'a']",['ca'],['cima'],['ci'],['cem'],['Ac'],['ci'],['če'],['dev']
devalvacija,['e'],['u'],['ama'],['i'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['o'],['devalvacij']
