,ACC.PL,ACC.SG,DAT.PL,DAT.SG,GEN.PL,GEN.SG,INS.PL,NOM.PL,INS.SG,NOM.SG,VOC.PL,VOC.SG,STEM
blog,['e'],['u'],['ovima'],['ci'],"['a', 'a']",['a'],,,['om'],['a'],['a'],['če'],['avijatičar']
blogosfera,['tke'],[''],['ama'],['u'],['sti'],['a'],['cima'],,['mo'],['a'],['evi'],['o'],['ćelav']
blok,['e'],['u'],['ama'],['u'],['a'],['a'],['ima'],['a'],['om'],[''],['i'],['e'],['velikaš']
blokada,['e'],[''],['ima'],['u'],"['k', 'a']",['a'],['ama'],['e'],['om'],['k'],['i'],['še'],['bubNar']
blud,['e'],['a'],"['zi', 'ma']",['sti'],"['k', 'a']",['a'],['ima'],['e'],['om'],['a'],['ci'],['e'],['zavisnost']
bludnica,['i'],['A'],['cima'],['i'],['a'],['i'],['ama'],['e'],['om'],['a'],['i'],['e'],"['klat', 'n']"
bludnik,['e'],[''],,['u'],['a'],['e'],['ima'],['e'],['kom'],[''],['e'],['u'],['kosinus']
bludničeNe,,[''],['ama'],['u'],['a'],['e'],['ama'],['e'],['kom'],['a'],,['u'],['odlučnost']
boLitAk,,['ku'],['ima'],['i'],['a'],['ke'],['ama'],['i'],['om'],[''],['i'],['e'],['dijahronij']
boca,['ke'],['u'],['ama'],['i'],['a'],['i'],['ama'],['e'],['om'],[''],['a'],['oče'],['aktovk']
bocun,['e'],[''],['cima'],['u'],,['e'],"['zi', 'ma']",['ci'],['i'],[''],['ci'],['če'],['rezbarij']
bodLa,['e'],"['c', 'a']",['ovima'],['i'],['a'],['e'],['ima'],['si'],['com'],[''],['i'],['e'],['litanij']
bodLika,['e'],['a'],['ama'],['u'],['ga'],['ka'],['jima'],['i'],['em'],['a'],,['o'],['smrdLiv']
bodež,,['u'],['ama'],['i'],['a'],['e'],['ima'],['a'],['om'],[''],['i'],['u'],['duNalu']
bodul,['e'],['u'],['ima'],['i'],['a'],['a'],['ima'],['e'],['om'],[''],['i'],['e'],['krizm']
boem,['e'],['u'],['ama'],['i'],,['a'],['cima'],['i'],['om'],[''],['zi'],['i'],['krijumčar']
boemka,['e'],"['h', 'a']",['ama'],['i'],['a'],['ge'],['ama'],['i'],['em'],[''],['a'],['če'],['upliv']
bofl,['e'],[''],['ima'],['i'],['a'],['i'],,['i'],['om'],['a'],['ci'],['če'],"['fascik', 'l']"
bog,['ove'],[''],['ima'],['sti'],,['a'],['ama'],['e'],['om'],[''],['ci'],['e'],['važnost']
bogAc,['a'],['ku'],['ama'],['u'],"['k', 'a']",['a'],['ama'],['i'],['om'],['a'],['si'],['e'],['blokad']
bogaL,['e'],[''],['ima'],['u'],['a'],['a'],['ovima'],['e'],['om'],['a'],['e'],['o'],['tez']
bogataš,['ove'],['u'],['ima'],['u'],['a'],['a'],['ima'],['i'],['i'],[''],['e'],['e'],['Ludeskar']
bogatstvo,['e'],['u'],['ama'],['u'],['a'],['e'],['ima'],['e'],['i'],['a'],['i'],['e'],['besposličark']
bogiNa,['e'],[''],['ama'],['u'],['a'],['ka'],['ima'],['e'],,['k'],['e'],['ko'],['poglavL']
bogohulnik,,['u'],['cima'],['i'],['a'],['i'],['vima'],['i'],['om'],['d'],['e'],['o'],"['zub', 'L']"
bogomoLka,['e'],[''],['ama'],['u'],['a'],['e'],['cima'],['i'],['om'],['a'],['e'],,['granit']
bogoslov,['e'],['u'],['ama'],['ku'],['a'],['e'],['ama'],['i'],['om'],['a'],['e'],['e'],['improvizator']
bogoslovAc,['e'],['u'],['ima'],['inu'],['i'],['ca'],['ama'],['e'],['om'],['a'],['e'],['o'],['elektran']
bogumil,['e'],['u'],['ama'],['u'],"['a', 'a']",['a'],['ovima'],['e'],['om'],['a'],['ci'],['o'],['spokoj']
boj,['e'],[''],['ama'],['u'],,['a'],['ovima'],['e'],['om'],['a'],,['o'],['čudovišt']
boja,['ove'],['u'],['ima'],['u'],"['ov', 'a']",['e'],['ama'],['i'],['om'],['a'],['ovi'],['e'],['potencijal']
bojazAn,['a'],['a'],['ama'],['i'],"['ak', 'a']",['e'],['ama'],,['cem'],[''],['ci'],['o'],['okupacij']
bojkot,['e'],['a'],['ama'],['u'],['a'],['a'],['ama'],['e'],['kom'],,['i'],['e'],['larm']
bojna,['e'],['a'],,['gu'],"['h', 'a']",['a'],['ima'],['e'],['om'],['dAc'],['e'],['e'],['akronim']
bojnik,['e'],['Ak'],"['mi', 'a']",['u'],['a'],['e'],['ima'],['i'],['om'],['a'],['e'],['i'],['pravovremenost']
bojovnik,['e'],['A'],['ama'],['i'],['a'],['e'],['ima'],['i'],['om'],['A'],['sci'],['e'],['morbil']
bokal,['e'],['k'],['ama'],['i'],"['k', 'a']",['i'],,['i'],['om'],['a'],['i'],['e'],['simpatizerk']
bokserice,['e'],[''],['cima'],['ci'],['a'],['a'],['cima'],['ovi'],['om'],['sAk'],['i'],['i'],['taš']
boksit,['e'],[''],['ima'],['i'],,['a'],,['i'],['om'],['a'],,['u'],['sujevjernost']
bokun,['e'],['u'],['ama'],['u'],['a'],['ka'],['ama'],['i'],['i'],['a'],['evi'],['o'],['smerno']
bokvica,['a'],"['k', 'a']",['ima'],['cu'],['sti'],['a'],['ima'],['a'],['om'],[''],['ci'],['e'],['luteran']
bolesnica,['love'],['u'],['cima'],['i'],['a'],['a'],['ima'],['i'],['šću'],['tAk'],['i'],['i'],['povra']
bolesnik,['e'],[''],['ima'],['u'],['a'],['e'],['ima'],['e'],['i'],[''],['ci'],['e'],['čakavštin']
bolest,['ke'],[''],['ima'],['u'],['a'],['i'],,,['om'],['Ac'],['e'],['e'],['pojedin']
bolešLivost,['a'],[''],['ima'],['i'],['a'],"['t', 'ka']",['cima'],['i'],['om'],['Ac'],['e'],['e'],['hurij']
bolnica,['e'],['g'],,['u'],['a'],['a'],['ima'],['i'],['om'],['o'],['i'],['e'],['špahtl']
bolničar,['e'],['u'],['ama'],['i'],['a'],['ca'],['ovima'],['e'],['om'],[''],['e'],['a'],['pośet']
bolničarka,,['u'],['cima'],['u'],['a'],['a'],['ima'],,['om'],[''],['ci'],['o'],['čestic']
bolovaNe,['e'],['u'],['ima'],['u'],['a'],['a'],,['e'],['i'],['k'],['e'],['i'],['polen']
bomba,['ce'],['d'],['ima'],['i'],['a'],['e'],,['ci'],['om'],[''],['e'],['e'],['čes']
bombarder,['e'],[''],,['i'],['a'],['a'],,,['om'],[''],['e'],['e'],['kontribucij']
bomboNera,['e'],['a'],['ima'],['u'],['a'],['e'],['ama'],['e'],['i'],[''],['i'],['i'],['imputacij']
borAc,['e'],['a'],['cima'],['u'],"['bac', 'a']",['e'],['cima'],['e'],['om'],['a'],['e'],['o'],['dijagnosti']
bora,['e'],['u'],['ima'],['i'],['a'],"['oc', 'a']",['cima'],['e'],['om'],[''],['e'],['če'],['glupač']
boranija,['e'],['a'],['ima'],['ci'],['a'],['a'],['ovima'],['ge'],['om'],[''],['i'],['e'],['heft']
boravAk,['ove'],"['L', 'a']",['ima'],['u'],,['e'],['ovima'],,['om'],['a'],['i'],['če'],['katakan']
boravište,['ke'],['u'],['ama'],['ku'],"['k', 'a']",['e'],,['e'],['om'],['ma'],,['e'],['vodovod']
borba,['e'],[''],,['i'],['a'],['a'],['ama'],,['om'],['e'],['ci'],['sti'],['inicijativ']
bordel,['e'],['u'],['ama'],['i'],['a'],['ke'],['ima'],['i'],['om'],[''],['i'],['če'],['astrofizi']
borer,['e'],[''],['ima'],['i'],,['e'],['ima'],['i'],['om'],['a'],['e'],['če'],['igrališt']
borovina,,['u'],['ima'],['u'],['a'],['a'],['ima'],,['om'],['lAc'],['i'],['o'],['volan']
borovnica,['e'],[''],['ama'],['u'],"['ac', 'a']",['a'],['ima'],['i'],['om'],[''],['ci'],['u'],['anamnez']
bosanAc,['e'],['a'],['ama'],['i'],,['i'],['ama'],['a'],['em'],[''],['i'],['če'],['Leva']
bosanka,['a'],[''],"['mi', 'a']",['u'],"['a', 'a']",['e'],,['i'],['om'],['tAk'],['ci'],['če'],['dizajn']
bosiLAk,['e'],[''],['ovima'],['i'],['a'],['e'],['ima'],['i'],['om'],['a'],['e'],['i'],['koLač']
bostan,,['u'],['ima'],['u'],['a'],['a'],,['ci'],['om'],[''],,['i'],['konverzacij']
botaničar,['e'],['u'],['cima'],['ku'],['a'],['i'],['ama'],['e'],['tkom'],['Ac'],['e'],['e'],['privilegij']
botun,['e'],[''],['ima'],['u'],['a'],['i'],['ima'],['e'],['om'],['A'],['e'],['o'],['šeširić']
bova,,[''],['ima'],['i'],"['k', 'a']",['e'],['cima'],['i'],['om'],[''],['i'],['i'],['mužja']
bozon,['e'],['e'],['cima'],['ku'],['a'],['a'],['ama'],,['om'],['st'],,['e'],['ženstveno']
bočica,['e'],[''],['ama'],['i'],['a'],['a'],['ama'],['e'],['om'],[''],['i'],['o'],['gospod']
bošča,['e'],['e'],['ama'],['u'],"['a', 'a']",['a'],,['i'],['om'],[''],,['o'],['pijanist']
božanstvo,['e'],['vu'],['ama'],['u'],"['ev', 'a']",['ke'],,['e'],['em'],['a'],['ke'],['če'],['popun']
božica,['eve'],[''],['ima'],['i'],['a'],['e'],['ima'],['e'],['kom'],['a'],['e'],['u'],['maL']
božur,['e'],[''],['kama'],['u'],['a'],['a'],['ovima'],,['om'],['h'],['ci'],['o'],['hispanisti']
brNica,['e'],[''],['cima'],['u'],"['a', 'a']",['e'],,['ci'],['gom'],['va'],['e'],['e'],['sastajališt']
braboNAk,['ce'],['u'],['ama'],['ku'],['a'],['e'],['ima'],['i'],['om'],['a'],['i'],['e'],['ponud']
brada,,['o'],['cima'],['u'],['a'],['ka'],['ama'],['i'],['kom'],[''],['e'],['e'],['jednodušnost']
bradavica,['e'],[''],['ovima'],['i'],"['ev', 'a']",['e'],['ama'],['e'],['om'],[''],['i'],['o'],['bankroter']
bradetina,,['u'],['ama'],['cu'],['a'],['a'],['ovima'],['e'],['om'],['st'],['e'],['u'],['narodnost']
bradva,,['u'],['ama'],['i'],['a'],['e'],['ima'],['e'],['om'],['o'],,['e'],['ruL']
brak,['e'],[''],['ama'],['i'],"['a', 'a']",['ja'],['adi'],['e'],['om'],[''],['ve'],['e'],['śekir']
brakolomstvo,['e'],['a'],['ama'],['u'],['a'],['a'],['cima'],['i'],['om'],['a'],,['ko'],['zastupni']
branilAc,['e'],['u'],['ama'],['i'],"['tak', 'a']",['ke'],['ima'],['i'],['kom'],[''],['i'],['e'],"['ig', 'l']"
braniteL,['e'],['u'],,['i'],['a'],['e'],['ima'],,['om'],['a'],['i'],['e'],['jogurt']
branič,['ke'],['u'],['ama'],['i'],['a'],['a'],['ama'],['a'],['om'],['ga'],,['o'],['razumno']
bratAc,['e'],['u'],['cima'],['u'],,['a'],['ama'],['e'],['om'],['lAc'],['e'],['e'],['gradiv']
bratić,['e'],['u'],['ima'],['i'],,['a'],['cima'],,['em'],['a'],['ci'],['o'],['skladišt']
bratoubojica,['e'],['e'],['cima'],['i'],"['n', 'a']",['i'],['ama'],['e'],['om'],['a'],['e'],['e'],"['akcen', 't']"
bratoubojstvo,['e'],"['k', 'a']",['cima'],['i'],['a'],['e'],['ima'],['ci'],['om'],['o'],['i'],['u'],['historičar']
bratstvo,['e'],['u'],,['u'],['a'],['a'],,['ci'],['om'],[''],['i'],['o'],['opas']
brauzer,['e'],[''],['ima'],['u'],['a'],['e'],['ama'],['e'],['om'],['a'],['ke'],['e'],['umNa']
brav,['e'],['u'],['ima'],['di'],['a'],['a'],['ama'],['ci'],['em'],[''],['i'],['o'],['levičar']
brava,['e'],['u'],['ima'],['i'],['a'],['a'],['cima'],['i'],['om'],['e'],['e'],['e'],['lider']
bravar,['e'],['Ac'],"['zi', 'ma']",['i'],,['e'],,['i'],['om'],[''],['i'],['u'],['čini']
brazda,['e'],['u'],['ama'],['ku'],['a'],['a'],['ama'],['i'],['om'],['o'],['i'],['o'],['skuš']
brač,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['šću'],['ka'],['a'],['i'],['viz']
brbLivost,['a'],[''],['ama'],['i'],"['a', 'a']",['a'],['ima'],['ci'],['gom'],['d'],['i'],['u'],['carin']
brdo,['ove'],[''],['ama'],['u'],['a'],['a'],['cima'],['ci'],['om'],['a'],['e'],['u'],['sladoled']
breg,,['g'],['ima'],['u'],['a'],['e'],['ama'],['i'],['mom'],[''],['i'],['o'],['tatic']
breme,['e'],['u'],['ima'],['u'],,['e'],['ama'],['i'],['om'],['e'],['i'],['e'],['mržN']
breskva,['e'],[''],['cima'],['u'],"['a', 'a']",['e'],['cima'],['e'],['om'],[''],['ci'],,['pobočni']
brest,['e'],['u'],['ima'],['i'],['a'],['a'],['ovima'],['i'],['om'],['A'],,['e'],['škorpion']
brevijar,['e'],['u'],['ama'],['u'],['a'],['a'],['ama'],['i'],['om'],['a'],['i'],['e'],['bostan']
breza,['e'],[''],['kama'],['i'],['a'],['a'],['ima'],['i'],['om'],[''],['ci'],['e'],['čaj']
brezovAc,['e'],[''],['ama'],['u'],['a'],['a'],['ama'],['ci'],['mo'],[''],['i'],['sti'],['nevest']
brezovica,['ge'],['ku'],['ama'],['i'],['a'],['i'],['ađu'],['ovi'],['om'],['e'],['i'],['če'],['siren']
brežuLAk,['ge'],['u'],['ima'],['i'],"['a', 'a']",['a'],['ima'],,['om'],[''],['ci'],['e'],['raket']
briD,['zove'],['u'],,['i'],"['a', 'a']",['e'],['ama'],['e'],['om'],['a'],['a'],['i'],['službeni']
briga,['e'],[''],['ama'],['i'],"['ak', 'a']",['e'],['ama'],['e'],['om'],['A'],['evi'],['i'],['opasač']
brigadirka,['e'],[''],['kovima'],['i'],['a'],['e'],['ama'],['a'],['om'],[''],['i'],['o'],"['nejedinst', 'v']"
brineta,['ge'],['u'],['cima'],['ku'],['a'],['e'],['cima'],['i'],['om'],[''],,['e'],['suvlasnic']
briologija,['e'],[''],['ama'],['u'],"['a', 'a']",['a'],['ama'],['i'],['om'],['a'],['e'],['o'],['egiptolo']
bris,['e'],['u'],['ama'],['u'],['a'],['ke'],,['e'],['om'],['a'],['a'],['ko'],['financij']
brisač,['e'],['u'],['ima'],['u'],"['L', 'a']","['L', 'a']",['ima'],['i'],['lom'],['k'],['e'],['e'],['verno']
britva,['me'],['a'],['ama'],['u'],"['v', 'a']",['a'],['cima'],,['om'],['k'],['e'],['če'],['pek']
britvica,['e'],[''],,['gu'],"['k', 'a']",['e'],,['e'],['om'],['Ac'],['e'],['če'],['bankin']
brk,,['e'],['ima'],['i'],['a'],['e'],['ima'],['i'],['om'],[''],['ci'],['o'],['opic']
brkajlija,['ke'],[''],['ima'],['i'],"['k', 'a']",['a'],"['zi', 'ma']",['e'],['šću'],['a'],['a'],['o'],['krater']
brkoNa,['ke'],[''],['ama'],['cu'],"['a', 'a']",['i'],['ama'],['e'],['om'],['Ac'],['e'],['u'],['sanskrt']
brlog,['a'],['u'],"['mi', 'a']",['u'],['a'],['a'],['ima'],['ovi'],['kom'],['a'],['i'],['o'],['analiz']
brodar,['ove'],['u'],['cima'],['i'],['a'],['a'],,['i'],['om'],['e'],['i'],['o'],['krčmar']
brodarnica,,['ku'],,['i'],,['e'],['cima'],['e'],['om'],[''],['e'],['če'],['snim']
brodica,['ge'],['o'],['ovima'],['i'],['a'],['ja'],['ama'],,['em'],['a'],['e'],['e'],['majonez']
brodić,['e'],[''],['ama'],['i'],,['a'],['ama'],['i'],['om'],[''],['ci'],['e'],['studij']
brodogradilište,['ke'],[''],['ima'],['i'],"['ov', 'a']",['a'],['kovima'],['govi'],['om'],[''],['e'],['o'],['lukijernar']
brodograditeL,['e'],['u'],['ima'],['i'],"['k', 'a']",['a'],['ama'],['e'],['em'],[''],['i'],['o'],['lek']
brodolom,['e'],['u'],['ama'],['i'],['a'],['i'],['ama'],['e'],['om'],[''],,['o'],['kremLolo']
broj,['e'],['u'],['ima'],['cu'],['a'],['a'],['ama'],['e'],['em'],['a'],['e'],['u'],['noktić']
brojaNe,['e'],['u'],['ima'],['i'],['a'],['ka'],['ama'],['i'],['em'],['a'],['ci'],['če'],['šip']
brojač,['e'],['u'],,['u'],['a'],['a'],['ama'],['ci'],['om'],[''],,['ko'],['šos']
brojilo,['a'],['a'],,['ku'],"['žak', 'a']",['ka'],['ima'],['zi'],['om'],[''],['i'],['e'],['agitacij']
brojka,['ke'],['ku'],['ama'],['u'],['a'],['ke'],['ima'],['e'],['om'],['e'],['i'],['e'],['muslimank']
brojnik,['e'],['u'],"['mi', 'a']",['u'],"['ak', 'a']",['e'],['ima'],['e'],['om'],[''],['i'],['če'],['odvjetnic']
brojčanik,['oce'],"['k', 'a']",['ama'],['ku'],"['ev', 'a']",['e'],['ima'],['e'],['kom'],[''],,['če'],['nevernic']
brokat,['ke'],['u'],['ima'],['u'],"['ac', 'a']",['ge'],['ama'],['i'],['om'],[''],['e'],['o'],['nastavni']
brokula,['he'],"['k', 'a']",['cima'],['i'],"['a', 'a']",['e'],['čevima'],['e'],['kom'],['a'],,['o'],['redukcij']
broš,['e'],['u'],['ima'],['i'],['a'],['e'],['ima'],['e'],['om'],['a'],['a'],['o'],['ispove']
bruka,['e'],['o'],['cima'],['u'],['a'],['a'],['ovima'],['i'],['om'],['a'],,['o'],['složenic']
brus,['sti'],['u'],['ima'],['i'],"['ak', 'a']",['a'],['ama'],['ci'],['mo'],[''],['e'],['i'],['śever']
brusnica,['e'],['e'],['ama'],['i'],['a'],['ha'],['stima'],['e'],['om'],[''],['e'],['o'],['stati']
brvno,['a'],['u'],,['i'],"['k', 'a']",['a'],['ama'],['i'],['om'],['a'],['a'],['e'],['štokavštin']
brzina,['e'],[''],['ima'],['i'],['ga'],['e'],['ima'],['i'],['om'],[''],['i'],['če'],['ratifikacij']
brzoglas,['i'],['u'],['ima'],['u'],"['a', 'a']",['e'],['kama'],['ci'],['om'],['Ac'],['i'],['o'],['kulminacij']
brđanin,['e'],['u'],,['hu'],['a'],['a'],['ima'],['e'],['om'],['e'],['e'],['e'],"['vojvodst', 'v']"
brđanka,['e'],['u'],['ama'],['u'],,['a'],['Lama'],,['om'],['a'],['i'],['o'],['bojkot']
bršLan,['e'],['a'],['cima'],['i'],['a'],['a'],['ama'],,['em'],['a'],['e'],['e'],['bankrot']
buDa,['tke'],['a'],['tima'],['u'],['a'],['e'],['ama'],,['om'],['a'],['a'],['sti'],['doče']
buDak,['eve'],['ku'],['ama'],['u'],,['ka'],['ima'],['ovi'],['om'],[''],['ci'],['e'],['sum']
buDet,['a'],"['oc', 'a']",['ima'],['sti'],"['ov', 'a']",['a'],['sima'],['di'],['om'],[''],['i'],['e'],['bušel']
buLina,['ove'],"['oc', 'a']",['dima'],['u'],,['a'],['ama'],['ge'],['kom'],[''],['i'],['i'],"['cik', 'l']"
bubAN,['e'],['u'],['ima'],['i'],"['ov', 'a']",['ga'],,['ci'],['em'],['ka'],,['o'],['prevoz']
bubNar,['e'],"['k', 'a']",['kama'],['i'],,['e'],"['mi', 'a']",['e'],['om'],['a'],['i'],['če'],['batin']
bubNava,['sti'],['e'],['ima'],['i'],['a'],['a'],"['mi', 'a']",['sti'],['om'],['ka'],['i'],['če'],['navijač']
bubNić,['e'],['A'],,['i'],"['ak', 'a']",['e'],['ima'],,['kom'],['e'],,['o'],['trenin']
bubNište,['i'],[''],['cima'],['i'],['sti'],['a'],['ima'],['e'],['kom'],['a'],,['o'],['ganD']
buba,['ke'],"['k', 'a']",['ama'],['i'],['a'],['ke'],['cima'],,['hom'],['a'],['i'],['o'],['svekrv']
bubamara,['e'],['st'],"['mi', 'a']",['u'],"['ak', 'a']",['a'],['ama'],['ovi'],['om'],[''],,['če'],"['konfucijaniz', 'm']"
bubreg,['e'],['a'],['ima'],['u'],['a'],['e'],,['i'],['em'],['A'],['evi'],['e'],['Dud']
bubrežNak,['ke'],['u'],['ima'],['ku'],['a'],['a'],,['i'],['om'],[''],['e'],['o'],['koordinacij']
bubuLica,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['e'],['om'],['Ac'],['ci'],['o'],['peškir']
budak,['ce'],['a'],['ima'],['u'],['a'],['i'],['ama'],['e'],['kom'],['a'],['e'],['e'],['elektrifikacij']
budala,['e'],,['ima'],['ci'],,['e'],['ima'],['i'],['om'],[''],['e'],['e'],['zakon']
budalaština,['ke'],['u'],['ama'],['ku'],"['j', 'a']",['ka'],['ima'],['e'],['om'],['k'],['ci'],['o'],['aparatči']
budaletina,['e'],['Ac'],['stima'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['ci'],['o'],['mitologij']
budalica,['a'],[''],['ima'],['ku'],['a'],['e'],['ama'],['ci'],['om'],[''],['a'],['o'],['fiškal']
budalina,,[''],['ovima'],['zi'],['a'],['a'],['ama'],['i'],['om'],[''],['i'],['če'],['škr']
budilAc,,['st'],['ima'],['i'],['a'],,['ima'],['e'],['om'],['a'],,['u'],['kontejner']
budilica,['e'],['u'],['ima'],['i'],,['e'],['sima'],['e'],['kom'],[''],['ovi'],['e'],['logoraš']
budilnik,['e'],['u'],['ima'],['u'],"['ev', 'a']",['e'],['ima'],['ovi'],['om'],['k'],['e'],['e'],['štetočin']
budist,['e'],['u'],,['i'],"['l', 'a']",['a'],['ima'],['i'],['mo'],['e'],['i'],['šče'],['bezbožništv']
budistkiNa,['kove'],['e'],['cima'],['u'],['a'],['i'],['ama'],['e'],['om'],['g'],,['o'],['statističar']
buditeL,['e'],[''],['ama'],['u'],['a'],['i'],['ima'],,['i'],['a'],['i'],['i'],['fibul']
budnica,['e'],['u'],['stima'],['i'],,['ka'],['ima'],['i'],['om'],[''],,['e'],['kooperacij']
budnost,['e'],[''],['ama'],['i'],['a'],['a'],['ima'],['e'],['šću'],['a'],['i'],['e'],['autarkij']
budoar,['e'],['a'],['cima'],['i'],['a'],['e'],['ima'],,['ocem'],['a'],['a'],['go'],['vratar']
budućnost,['e'],[''],"['dci', 'ma']",['u'],['a'],['e'],['ima'],['e'],['om'],[''],['i'],['i'],['građan']
bugarštica,['e'],[''],['ama'],['u'],['i'],['e'],['ama'],['zi'],['om'],['zAc'],['i'],['e'],['čarolij']
buha,['sti'],['a'],['sima'],['i'],['a'],['e'],['cima'],['i'],['om'],[''],['e'],['e'],['kriptomerij']
buhica,['e'],['k'],['ima'],['u'],,['a'],['kama'],['ci'],['om'],[''],['ci'],['e'],['oproštaj']
bujica,['e'],['Ac'],['ama'],['u'],['a'],['e'],['ima'],['e'],,['h'],['e'],['e'],['aristokracij']
buk,['e'],['a'],['ima'],['i'],,['ka'],['ovima'],,['cem'],[''],,['o'],['kičm']
buka,['e'],['u'],['evima'],['u'],['a'],['a'],['cima'],['e'],['i'],[''],['zi'],['o'],['nožic']
bukagije,['ove'],['u'],['ama'],['ci'],['i'],['e'],['ima'],['ci'],['om'],[''],['e'],['o'],['bezboštv']
bukara,['e'],[''],['ima'],['i'],['a'],['e'],['ima'],['ci'],['om'],['e'],['i'],['u'],['porotnic']
bukavAc,['e'],['Ac'],['ama'],['u'],['adi'],['e'],['ima'],,['om'],['e'],['e'],['u'],['samovoz']
bukač,['ce'],['u'],,['i'],"['a', 'a']",['a'],['ama'],,['tkom'],[''],['i'],['e'],['koagulacij']
buket,['a'],['u'],['ima'],['ci'],['ki'],['ka'],,['ci'],['om'],[''],['e'],['u'],['neobjektivnost']
bukovača,['e'],['u'],['ima'],['u'],['a'],['e'],,['e'],['om'],[''],['e'],['če'],['kemikalij']
bukovina,['he'],['u'],['ma'],['u'],"['ov', 'a']",['i'],['ama'],['ke'],['kom'],[''],['e'],['o'],['perverzij']
buktiNa,['sti'],['u'],['ima'],['u'],['a'],['e'],['ama'],['i'],['om'],['a'],['e'],['že'],['orkan']
bukva,['e'],['ku'],['ama'],['u'],['a'],['e'],['ima'],['e'],['cem'],['Ak'],['i'],['e'],['zub']
bukvan,['ke'],['u'],['ama'],['i'],,['a'],['kama'],['i'],['em'],[''],['e'],['o'],"['cirkusan', 't']"
bukvar,['a'],['k'],,['cu'],['a'],['ka'],['ima'],['e'],['i'],['a'],['e'],['e'],['finoć']
bukvik,,[''],['cima'],['i'],['a'],['a'],['ima'],['e'],['cem'],[''],['i'],['u'],['teritorij']
bumbar,['e'],[''],"['sci', 'ma']",['u'],"['ov', 'a']",['e'],['ima'],['ci'],['om'],['k'],['e'],['e'],['svetin']
buna,['ad'],[''],['ima'],['u'],['a'],['a'],['ovima'],['ke'],['om'],"['s', 'k']",['i'],"['t', 'ku']",['provalni']
bunar,['e'],[''],,['i'],['a'],['e'],['kama'],['zi'],['em'],[''],['a'],['o'],['konstant']
bunda,['ke'],['gu'],['ama'],['ku'],['a'],['i'],['ima'],['ovi'],['kom'],['k'],['ci'],['o'],['stočić']
bundeva,['e'],[''],['ama'],['u'],['i'],['a'],['cima'],['e'],['em'],['a'],['i'],['e'],['onanij']
bunker,['he'],['zAk'],['ama'],['i'],"['tak', 'a']",['a'],['ima'],['i'],['om'],['a'],['i'],['e'],['ušć']
buntovnica,['e'],[''],['ama'],['i'],['a'],['a'],['ama'],['i'],['om'],['a'],"['t', 'a']",['e'],['seLank']
buntovnik,['e'],['k'],,['u'],"['ov', 'a']",['ke'],['ima'],,['om'],['a'],['e'],['o'],"['lig', 'N']"
bura,['e'],"['k', 'a']",['ama'],['i'],,['a'],['ocima'],['e'],['om'],[''],['e'],['o'],['koštic']
buranija,['e'],['Ak'],,['u'],,['a'],['ama'],['ci'],['om'],['a'],['i'],['o'],['puškar']
bure,['čeve'],['ku'],['ama'],['u'],['a'],['ka'],['cima'],,['em'],['a'],,['ku'],['šimpanz']
burek,['e'],['a'],['ima'],['ku'],['a'],['e'],['ocima'],['e'],['om'],['a'],['i'],['u'],['četverokut']
burgija,['e'],['o'],,['u'],['a'],['e'],['ama'],['i'],['kom'],[''],['i'],['o'],['orangutan']
burka,['e'],['a'],['ama'],['u'],"['k', 'a']",['ka'],['nima'],,['kom'],[''],['i'],['u'],['kit']
burleska,['ke'],['u'],['ama'],['ku'],['a'],['a'],['ama'],['i'],['i'],['a'],['e'],['e'],['paučić']
burma,['e'],[''],['ima'],['i'],['a'],['e'],['ima'],['e'],['om'],['k'],['ke'],['o'],['je']
burza,['e'],[''],,['ku'],['a'],['i'],['ima'],['e'],['om'],['a'],,['o'],"['aforiz', 'm']"
busola,,['a'],['evima'],['i'],,['a'],,['e'],['mo'],['a'],['e'],['e'],['nedeL']
but,['e'],['a'],['ama'],['u'],['a'],['ka'],['ima'],['a'],['om'],[''],['i'],['u'],['elit']
buteLa,,['u'],['cima'],['u'],['a'],['e'],['ama'],['i'],['om'],['a'],,['u'],['klas']
butiga,['ove'],[''],['ima'],['u'],"['k', 'a']",['ma'],['ama'],['e'],['om'],['a'],['a'],['e'],['kuloar']
butik,['e'],['A'],,['i'],['a'],['ha'],['ama'],,['tom'],[''],['i'],['ko'],['trahej']
buva,,['a'],['ima'],['u'],"['L', 'a']",['i'],['ama'],['e'],['em'],['a'],['e'],"['a', 'u']",['štathalterij']
buzdovan,['e'],[''],['cima'],['u'],,['e'],['ima'],['e'],['om'],['a'],['e'],['e'],['islamizacij']
buća,['e'],[''],,['u'],"['k', 'a']",['ka'],['ima'],['a'],['em'],['a'],['ovi'],['o'],['provalij']
bučica,['e'],['u'],['ima'],['i'],['a'],['i'],['ocima'],['a'],['om'],['a'],['i'],['o'],['daktilografkiN']
buđeNe,['e'],['Ac'],"['mi', 'a']",['i'],['a'],['e'],['ama'],['i'],['om'],['a'],['i'],['i'],['bahatost']
buđelar,['ce'],['u'],['ama'],['gu'],['a'],['e'],['stima'],['ci'],['om'],[''],,['e'],['intervencij']
