,ACC.PL,ACC.SG,DAT.PL,DAT.SG,GEN.PL,GEN.SG,INS.PL,NOM.PL,INS.SG,NOM.SG,VOC.PL,VOC.SG,STEM
bozon,['me'],['žAk'],['kama'],['li'],"['N', 'a']",['ha'],['Ludima'],['dci'],"['l', 'kom']","['L', 'a']","['N', 'i']","['t', 'ku']",['besramnost']
bočica,['ga'],['mo'],"['jeli', 'ma']","['t', 'ku']","['oc', 'a']",,['lima'],['sti'],['cem'],['io'],['ga'],"['ćč', 'e']",['roštiL']
bošča,['hove'],['ne'],['govima'],['inu'],['u'],['ti'],['čađu'],['a'],['jem'],['tac'],[''],"['pč', 'e']",['susnežic']
božanstvo,"['s', 'kove']",['ćAc'],"['s', 'cima']",['ju'],"['žac', 'a']",['ta'],['lima'],[''],['mo'],['ćAc'],"['m', 'a']",['Lu'],['kifl']
božica,"['p', 'a']",['t'],"['dci', 'ma']",['ci'],"['ak', 'a']",['li'],['om'],['di'],['etom'],['go'],['ovi'],['ti'],['drznic']
božur,['ad'],"['a', 'a']",['tima'],['Li'],['ava'],['be'],['ma'],['sti'],['i'],"['A', 'm']",['zi'],['vo'],['dobrovoL']
brNica,['čeve'],['go'],['lovima'],,"['ić', 'a']","['jel', 'a']","['ć', 'cima']",['dci'],['čovekom'],[''],"['a', 'ci']","['lč', 'e']",['eksploziv']
braboNAk,"['s', 'ce']","['a', 'a']",['im'],['jelu'],['čadi'],"['o', 'ka']","['ići', 'ma']",['hovi'],['tkom'],['ma'],['si'],['čoveče'],['krNe']
brada,"['c', 'a']","['a', 'a']",['erima'],['gu'],"['gov', 'a']","['k', 'ca']",['jima'],['šci'],"['s', 'kom']",['i'],['a'],"['kč', 'e']",['kavijar']
bradavica,['sti'],['u'],['Lama'],['vu'],['di'],"['o', 'ka']",['im'],['ća'],['gom'],['lAk'],['ri'],['ti'],['LetovaN']
bradetina,['eri'],['a'],"['š', 'cima']",['su'],['ga'],['sli'],['Lama'],['šci'],"['p', 'om']",['h'],['o'],['sli'],['školarin']
bradva,"['p', 'a']",['z'],['ama'],"['N', 'u']",['a'],"['N', 'a']",['lima'],['ići'],"['k', 'cem']",['mo'],"['h', 'a']",['sli'],['finalist']
brak,['e'],"['h', 'a']",['i'],['zi'],"['zak', 'a']",['ti'],['slima'],"['h', 'a']",['som'],['žAc'],['ga'],"['lč', 'e']",['peša']
brakolomstvo,['ri'],"['p', 'c', 'a']","['mi', 'a']",['ku'],"['lov', 'a']",['oga'],['jima'],"['et', 'a']",['kom'],['dAk'],['i'],"['kč', 'e']",['metastaz']
branilAc,"['m', 'a']","['p', 'e']","['p', 'cima']",['Li'],"['ov', 'a']",['tke'],['ima'],"['p', 'ci']",['gom'],['va'],"['k', 'ci']",[''],['istraživaN']
braniteL,['ši'],['bu'],"['ć', 'cima']",['zi'],"['sac', 'a']",['ga'],"['mi', 'a']",['govi'],"['ć', 'cem']",['io'],['ki'],['jo'],['rupča']
branič,"['ć', 'ce']","['z', 'a']",['kima'],[''],"['ak', 'a']","['a', 'ka']","['ići', 'ma']","['a', 'ci']","['s', 'cem']",['dac'],['ke'],['že'],['demonologij']
bratAc,['se'],['hu'],['škama'],['ri'],['a'],['be'],"['p', 'cima']","['t', 'a']",['ri'],['čovek'],"['v', 'a']",['i'],['predstav']
bratić,['a'],"['s', 'k']",['slima'],"['s', 'cu']","['oc', 'a']","['o', 'ka']",['mima'],['lovi'],"['s', 'cem']",['g'],['je'],['le'],['antitel']
bratoubojica,"['ć', 'ce']",['a'],['zovima'],"['ć', 'cu']","['žak', 'a']",['be'],['škama'],"['v', 'a']",[''],['lAk'],['oci'],['tko'],['amputacij']
bratoubojstvo,['ti'],['a'],['kama'],"['s', 'cu']","['čev', 'a']",['ve'],['hama'],"['p', 'ci']","['s', 'kom']",['žAc'],"['h', 'a']",['u'],"['deteš', 'c']"
bratstvo,['eve'],['šku'],['škama'],[''],['će'],"['L', 'a']",['hama'],"['v', 'a']","['ć', 'cem']",['dAk'],['ji'],"['kč', 'e']",['pucNav']
brauzer,['he'],['l'],['mima'],['vu'],"['žac', 'a']",['ti'],"['ć', 'cima']",['ke'],['em'],['a'],['Li'],"['p', 'e']",['smetN']
brav,['ću'],['c'],['mama'],['gu'],"['zov', 'a']",['ha'],,"['v', 'a']",,['je'],"['m', 'a']",['bo'],['volumen']
brava,"['N', 'e']","['š', 'c', 'a']",['škama'],['ku'],[''],['le'],"['p', 'cima']",['be'],['čovekom'],['ka'],,"['kč', 'e']",['os']
bravar,"['p', 'a']",['ne'],['slima'],['ci'],"['gac', 'a']",['le'],['om'],"['p', 'ci']",['kom'],['sAk'],[''],['me'],['slobodic']
brazda,['u'],['z'],['čevima'],"['a', 'ku']","['s', 'kov', 'a']","['s', 'a']","['p', 'ima']","['č', 'ci']",['eri'],['čovek'],['lovi'],"['a', 'u']",['čudotvor']
brač,"['t', 'a']","['g', 'a']",['jima'],['ome'],"['zov', 'a']",['ta'],['Lima'],"['p', 'i']",['li'],['z'],"['et', 'a']",['Ao'],['transplantacij']
brbLivost,['ove'],['d'],['hama'],[''],['di'],['ri'],['tima'],"['a', 'i']",['inom'],['tAk'],['u'],['e'],['liričar']
brdo,"['p', 'e']","['p', 'c', 'a']",['hama'],['su'],"['ac', 'a']","['a', 'ka']","['s', 'kovima']",['zi'],['đu'],"['A', 'm']",['di'],['čoveče'],['standard']
breg,"['c', 'a']",['ne'],"['p', 'cima']",['zu'],"['s', 'kov', 'a']","['L', 'a']",['lovima'],['ti'],"['a', 'om']","['tk', 'a']","['ć', 'ci']",['go'],['podne']
breme,"['a', 'ke']","['j', 'a']","['ć', 'cima']",['mu'],['Ludi'],['le'],['rima'],['sti'],['čovekom'],['d'],"['h', 'a']",['šče'],['služiteL']
breskva,"['a', 'e']",['žAc'],['cima'],['sti'],"['zac', 'a']",['ve'],['rima'],"['h', 'a']",,['i'],['Ludi'],"['ćč', 'e']","['državLanst', 'v']"
brest,['i'],['ne'],"['s', 'cima']",['hu'],"['gov', 'a']",['ti'],"['ć', 'cima']","['n', 'ovi']",['etom'],['ka'],['čevi'],['me'],['sinonimij']
brevijar,"['t', 'a']",['ju'],['kovima'],['sli'],['u'],['ške'],['vima'],['sli'],"['p', 'om']",['ćAc'],"['h', 'a']",['te'],['štek']
breza,['ce'],"['a', 'a']","['a', 'cima']","['s', 'ku']","['s', 'kov', 'a']",['čoveka'],"['p', 'cima']",['me'],['čovekom'],['sAc'],['lovi'],"['N', 'u']","['gospodst', 'v']"
brezovAc,['ću'],"['s', 'a']",['ći'],['sti'],['daka'],['ške'],['zovima'],['hovi'],['em'],['zAc'],,['jo'],['pacov']
brezovica,"['t', 'a']","['v', 'a']",['sima'],"['N', 'u']",,"['a', 'ka']",['ovima'],"['k', 'ci']",['gom'],"['p', 'e']",,['te'],['korelacij']
brežuLAk,['li'],"['v', 'a']",['škama'],['ri'],"['tac', 'a']","['p', 'ca']","['sci', 'ma']",[''],['jom'],['Ac'],['lovi'],['ško'],['spokoj']
briD,['u'],['l'],['nima'],['cu'],"['gac', 'a']",['ti'],['ađu'],['čevi'],"['š', 'cem']","['A', 'm']",['o'],['go'],['tegLač']
briga,"['p', 'e']",['ce'],['Lima'],['ti'],['ti'],"['š', 'ca']",['čevima'],['čevi'],['tkom'],['o'],,"['N', 'u']",['povratnic']
brigadirka,['zove'],['ćAc'],['zovima'],"['p', 'cu']","['hov', 'a']",['čoveka'],['dima'],['čevi'],"['š', 'cem']",['vo'],['mi'],['ti'],['meteorit']
brineta,"['s', 'ke']",['g'],['kima'],['ju'],,"['z', 'a']",['evima'],['ti'],['gom'],['žAc'],"['k', 'ci']",['ho'],['tautologij']
briologija,['Lude'],['mu'],"['šci', 'ma']",['Li'],"['sak', 'a']",['i'],['ađu'],['i'],,['žAc'],['ke'],['me'],['nastavni']
bris,"['m', 'a']",['t'],['nima'],['ma'],['ri'],['tke'],['hovima'],['ri'],"['š', 'cem']","['šk', 'a']",['ci'],['te'],['adopcij']
brisač,['ri'],['mo'],['čevima'],['Lu'],"['n', 'a']",['a'],"['ć', 'cima']",['čad'],"['N', 'em']",['lAc'],['Ludi'],['ho'],['građan']
britva,"['et', 'a']",['r'],['mima'],['sti'],['eri'],['la'],"['k', 'cima']",['me'],['hom'],['Ac'],['o'],['ku'],['osta']
britvica,"['p', 'ce']","['z', 'a']",['tkama'],['ju'],"['n', 'a']",['sti'],"['k', 'cima']",['ši'],['eri'],"['L', 'a']","['p', 'i']",['o'],['bordel']
brk,['sli'],"['N', 'a']",['etima'],['jelu'],"['sak', 'a']",['ri'],['erima'],['di'],"['š', 'cem']",['žAc'],['Li'],"['N', 'u']","['prvenst', 'v']"
brkajlija,"['h', 'a']",['i'],"['dci', 'ma']",['gu'],"['čac', 'a']","['N', 'a']","['ć', 'cima']",['čevi'],"['N', 'em']","['j', 'a']",['i'],['me'],['žele']
brkoNa,['ri'],['Lu'],,['mu'],,['le'],['ma'],['ge'],['Lu'],['lAc'],['ške'],['Lo'],['hipote']
brlog,['di'],['tAc'],['čevima'],"['N', 'u']","['al', 'a']",['ca'],"['lci', 'ma']",['sci'],['tkom'],['zAk'],['me'],['ke'],"['polimorfiz', 'm']"
brodar,['ti'],['g'],['ovima'],"['p', 'u']","['a', 'ak', 'a']","['k', 'ca']",['bama'],['le'],['mom'],"['s', 'k']",['šci'],"['p', 'e']",['motor']
brodarnica,['jele'],['ku'],['kama'],['etu'],['a'],['sli'],['hovima'],['ge'],"['š', 'cem']",['e'],[''],['te'],['kupovin']
brodica,"['a', 'ke']",['r'],"['sci', 'ma']",['mu'],"['jel', 'a']",['oga'],"['N', 'ima']",['Ludi'],['eri'],['Ao'],['adi'],['vo'],['izgon']
brodić,"['p', 'e']",[''],"['a', 'cima']",['ti'],['ava'],['li'],['hama'],"['a', 'ci']",['šću'],"['šk', 'a']",['u'],['je'],['rezbarij']
brodogradilište,"['et', 'a']",['h'],['lovima'],['hu'],[''],"['L', 'a']",['sima'],['li'],"['a', 'om']",[''],['šci'],[''],['liričar']
brodograditeL,['ri'],['Ao'],"['mi', 'a']","['ć', 'cu']","['gac', 'a']",['le'],['bama'],['čad'],"['p', 'om']",['a'],['eri'],['še'],['prodavateL']
brodolom,['je'],"['L', 'a']","['mi', 'a']",['čoveku'],['daka'],"['k', 'ca']","['scim', 'a']",['ići'],['jom'],['va'],[''],['go'],['br']
broj,['iće'],['vo'],,"['s', 'cu']","['bac', 'a']",['ka'],['ocima'],['me'],['i'],['Ak'],['lovi'],['je'],['neustrašivost']
brojaNe,['ši'],['ku'],['slima'],['ome'],"['čac', 'a']",['li'],['Ludima'],['ovi'],['ri'],['ma'],['li'],['Lo'],['katafor']
brojač,[''],['je'],"['ići', 'ma']",['vu'],['daka'],"['oc', 'a']",['ađu'],['tke'],['jem'],['L'],['lovi'],['ine'],['smrdLiv']
brojilo,"['et', 'a']",['go'],"['s', 'kovima']",['eri'],['sti'],['ti'],"['s', 'kovima']",['sli'],['cetom'],['A'],['ovi'],['lu'],['krav']
brojka,"['š', 'ce']","['z', 'a']",['gama'],"['l', 'ku']","['a', 'ak', 'a']",['ti'],"['s', 'cima']",['kovi'],['inom'],['lAk'],['ti'],"['N', 'u']",['sabLetin']
brojnik,"['m', 'a']",['o'],"['zi', 'ma']","['s', 'cu']","['sac', 'a']",['eta'],['Lima'],['ci'],"['jel', 'om']",['žAk'],['eri'],['o'],['invaliditet']
brojčanik,"['c', 'a']",['stAk'],['lima'],['ju'],"['zak', 'a']","['N', 'a']",,['ci'],['li'],"['h', 'a']",['oci'],['Ao'],"['ced', 'r']"
brokat,['jele'],"['L', 'a']","['s', 'kovima']",['ku'],"['ak', 'a']",['oga'],"['zi', 'ma']",[''],"['č', 'em']",['ka'],"['p', 'i']",['ho'],['lukav']
brokula,['me'],['i'],"['N', 'ima']",['zu'],['sti'],"['s', 'ka']",['mama'],"['a', 'i']",['u'],['t'],"['v', 'a']",['ke'],['radni']
broš,['ške'],['er'],['adi'],['cetu'],"['al', 'a']",['me'],"['ma', 'a']","['v', 'a']",['škom'],['Ao'],['oci'],['sli'],['ševal']
bruka,"['ć', 'ce']","['L', 'a']",['cima'],['mu'],"['gac', 'a']","['p', 'a']",['adi'],['a'],['ocem'],['žAk'],['govi'],"['a', 'če']",['bojni']
brus,"['ć', 'ce']",['g'],['stima'],"['t', 'ku']",['sti'],['ta'],['jima'],['ovi'],"['jel', 'om']",['tac'],['e'],['čoveče'],"['suž', 'N']"
brusnica,['u'],"['s', 'c', 'a']",['nima'],"['p', 'u']","['n', 'a']",['ka'],"['p', 'cima']",['ci'],['ju'],"['j', 'a']",['kovi'],['i'],['tramp']
brvno,['čeve'],"['s', 'c', 'a']",['čadi'],['eri'],"['tac', 'a']","['o', 'ka']",['stima'],['si'],['čovekom'],['ka'],['he'],['čoveče'],"['razbojst', 'v']"
brzina,['me'],['ina'],['kama'],"['N', 'u']","['dac', 'a']",,['adi'],"['et', 'a']",['jem'],"['p', 'e']","['v', 'a']",['ško'],['lončarij']
brzoglas,"['c', 'a']",['d'],['vama'],"['a', 'u']",['iju'],['ške'],['cima'],"['a', 'ci']",['ri'],['s'],['sci'],"['N', 'u']",['atrofij']
brđanin,['ške'],['r'],['gama'],['gu'],['će'],['ti'],['adi'],['ge'],"['N', 'em']",['l'],"['a', 'ci']",['tko'],['larm']
brđanka,"['et', 'a']","['k', 'a']",['hama'],['ri'],['i'],"['k', 'ca']",['čađu'],['li'],['ću'],['ko'],['ške'],['Lu'],['kijamet']
bršLan,['ve'],['gu'],"['zi', 'ma']",['u'],"['zov', 'a']","['s', 'ka']",['vima'],['li'],['jem'],['ho'],['dci'],"['p', 'e']",['uro']
buDa,"['s', 'kove']",['d'],['dima'],['u'],"['a', 'a']","['N', 'a']",['lima'],['ve'],[''],['d'],['tke'],['jo'],['gleda']
buDak,['tke'],"['j', 'a']",['stima'],['etu'],['sli'],['tke'],['hovima'],['ga'],['ocem'],['ce'],['di'],"['ćč', 'e']",['začet']
buDet,"['c', 'a']",['go'],['bama'],['eri'],"['a', 'a']",['oga'],"['z', 'ima']",['ši'],"['N', 'em']",['bA'],['le'],['Ao'],['metempsihoz']
buLina,['ške'],"['š', 'c', 'a']",['cima'],['šci'],"['oc', 'a']","['oc', 'a']","['mi', 'a']",['i'],['Lom'],['ga'],['sci'],['ne'],['križar']
bubAN,['gove'],['u'],['im'],['sti'],"['jel', 'a']",['me'],['ocima'],['be'],['Lu'],,"['k', 'ci']",['le'],['šLun']
bubNar,"['s', 'ke']",['io'],['vama'],['sli'],"['sac', 'a']",['ma'],['šima'],"['p', 'i']",['eri'],['in'],['ti'],['bo'],['ma']
bubNava,['ri'],['tAc'],['jama'],"['N', 'u']","['a', 'a']","['n', 'a']","['a', 'cima']",['čevi'],['som'],['v'],['ji'],['še'],['intervju']
bubNić,['be'],['a'],"['ć', 'cima']",['mu'],,"['t', 'ka']",['om'],['čevi'],"['a', 'om']",['stAk'],['ji'],['sti'],['svagdašNic']
bubNište,['ge'],"['s', 'k']",['govima'],['mu'],['e'],['ge'],"['a', 'ima']",['zovi'],"['š', 'cem']",['sAo'],"['k', 'ci']",['di'],['potiL']
buba,['ce'],['stAk'],['adi'],['mu'],"['čev', 'a']",['ca'],['nima'],['le'],"['p', 'cem']",,['sci'],['bo'],['agonij']
bubamara,['sti'],['žAc'],"['jeli', 'ma']",['etu'],['li'],['ge'],['em'],['šci'],['Lu'],['A'],"['v', 'a']",['jo'],['stara']
bubreg,['eve'],['bAc'],"['ć', 'cima']","['p', 'u']",['adi'],['ma'],['bama'],['he'],"['s', 'cem']",['d'],"['a', 'i']",['o'],['biceps']
bubrežNak,['ad'],['dAc'],['škama'],['sti'],"['zov', 'a']",['di'],['slima'],"['č', 'ci']","['k', 'cem']",['bA'],"['k', 'ci']",['jo'],['širm']
bubuLica,"['p', 'a']",['dAk'],['vama'],"['a', 'ku']","['čac', 'a']","['s', 'ca']",['nima'],"['a', 'ci']",['jem'],['ho'],['čevi'],['vo'],['seizmograf']
budak,['sti'],['u'],"['scim', 'a']",['sti'],['eri'],['ja'],['ćom'],['šci'],['Lom'],['o'],['evi'],"['N', 'u']",['anarhij']
budala,"['s', 'kove']","['v', 'a']",['lovima'],['mi'],"['s', 'a']",['ke'],"['sci', 'ma']",['ji'],['šLu'],['ga'],['li'],"['N', 'u']",['obred']
budalaština,['le'],['r'],['dima'],['mu'],['ju'],"['z', 'a']",['govima'],['a'],['Lom'],['sAk'],"['ć', 'ci']","['t', 'ku']",['novčanic']
budaletina,['ve'],['u'],['čevima'],['di'],['ju'],['ma'],['ađu'],['me'],"['č', 'em']",['sAk'],"['m', 'a']",['ine'],['jun']
budalica,['love'],['bu'],['ama'],['ci'],"['ev', 'a']",['e'],['lima'],['ci'],"['a', 'om']",['t'],['ćo'],['hu'],['privid']
budalina,['love'],"['z', 'a']",['Ludima'],"['a', 'u']","['ak', 'a']",['ve'],['jama'],['ji'],['lom'],['je'],"['a', 'i']",['o'],"['taksimet', 'r']"
budilAc,['gove'],"['s', 'a']","['jeli', 'ma']",['cetu'],"['zak', 'a']","['jel', 'a']",['erima'],['i'],['mo'],['go'],['zi'],['Ao'],['saba']
budilica,['be'],"['p', 'c', 'a']","['jeli', 'ma']",['hu'],"['N', 'a']",['ha'],['cima'],['be'],"['le', 'm']",['zAc'],[''],['ko'],['adolescentic']
budilnik,"['t', 'a']",['tAc'],['i'],['ju'],"['kov', 'a']","['L', 'a']","['ići', 'ma']","['s', 'kovi']",['ju'],['lAk'],['me'],"['ćč', 'e']",['kroasan']
budist,['love'],"['s', 'a']","['ići', 'ma']",['ku'],"['ba', 'a']",['li'],['ocima'],"['c', 'a']","['s', 'com']",['lAk'],['tke'],"['t', 'ku']",['mezopauz']
budistkiNa,['ove'],['o'],['ocima'],['i'],"['bac', 'a']",['tke'],"['sci', 'ma']","['č', 'ci']",['šću'],"['šk', 'a']",['evi'],[''],['skladišt']
buditeL,['le'],['ne'],"['zi', 'ma']","['ć', 'cu']","['ak', 'a']","['oc', 'a']",['čađu'],"['p', 'a']",['šLu'],['Ak'],['ke'],['ke'],['faktor']
budnica,['jele'],['o'],"['a', 'ima']",['sli'],"['et', 'a']",[''],['Ludima'],"['c', 'a']",['tkom'],['Ac'],['Li'],"['p', 'e']",['desetni']
budnost,['love'],['tAk'],"['š', 'cima']",['di'],,['ja'],['im'],['ci'],['im'],['Ao'],"['a', 'i']","['s', 'ku']",['vagin']
budoar,['ad'],['go'],['mima'],"['t', 'ku']",[''],"['z', 'a']",['Ludima'],"['v', 'a']",['mo'],['e'],['Ludi'],['jo'],['majonez']
budućnost,['ri'],['mo'],"['ć', 'cima']",['mi'],"['bac', 'a']",['a'],['ma'],['eri'],"['š', 'cem']",['sAc'],"['N', 'i']",['že'],['šLiv']
bugarštica,"['ć', 'ce']",['ćAc'],['evima'],['inu'],[''],['ka'],['adi'],"['p', 'a']",['u'],['o'],['čevi'],['ku'],['rusofil']
buha,['čad'],['go'],"['š', 'cima']",['vu'],"['sak', 'a']",['čoveka'],['kima'],['ji'],"['s', 'kom']",['čovek'],['me'],['o'],['kran']
buhica,['Lude'],"['š', 'c', 'a']","['p', 'cima']","['p', 'u']","['lac', 'a']",['sli'],"['s', 'cima']",['Li'],"['p', 'om']",['z'],['ga'],"['a', 'u']",['prahistorij']
bujica,"['p', 'a']","['N', 'a']",['ama'],['ri'],"['sac', 'a']",['eri'],"['p', 'ima']",['jeli'],['som'],['dAc'],['be'],['te'],['pohotLiv']
buk,['kove'],['c'],['jima'],['sti'],"['c', 'a']",['ja'],['rima'],['govi'],['om'],[''],['ške'],['eri'],['singl']
buka,"['a', 'e']",['Ao'],"['lci', 'ma']","['s', 'ku']",['čadi'],['oga'],['em'],['kovi'],['mo'],['čovek'],['jeli'],['že'],['kraL']
bukagije,['se'],['z'],['rima'],"['N', 'u']","['h', 'a']",['ka'],['kovima'],['i'],['im'],['gAc'],['adi'],['me'],['elips']
bukara,"['m', 'a']",['sAk'],"['s', 'kovima']",['cetu'],['adi'],['ina'],"['N', 'ima']",['i'],"['s', 'com']",['a'],['i'],"['s', 'ku']","['predoD', 'b']"
bukavAc,['ga'],['mo'],['vama'],['mi'],"['n', 'a']",['tke'],['ćom'],"['a', 'ci']",['jem'],['c'],['zovi'],['Lo'],['patliDan']
bukač,['ad'],['e'],['ocima'],['di'],"['ov', 'a']","['s', 'ca']",['bama'],['ća'],"['ć', 'cem']",['je'],['lci'],"['p', 'e']",['slanost']
buket,[''],['io'],['gama'],['cu'],"['ba', 'a']",,['ćom'],['Li'],['nom'],['mo'],['u'],['ne'],['nudiz']
bukovača,['e'],"['k', 'c', 'a']",['ma'],['ju'],"['ac', 'a']",['ka'],['čevima'],['hovi'],['čovekom'],['h'],"['j', 'a']",['čoveče'],"['konformiz', 'm']"
bukovina,['Lude'],['Lu'],['ama'],['vu'],"['zov', 'a']","['t', 'ka']",['kama'],['čad'],"['ć', 'cem']",['sAk'],['lovi'],"['lč', 'e']",['atlet']
buktiNa,"['k', 'ce']",['t'],"['ići', 'ma']",['etu'],['di'],"['v', 'a']",['ćom'],"['t', 'a']","['s', 'kom']",['g'],['kovi'],['čoveče'],['operator']
bukva,['oce'],['vu'],['ma'],['gu'],"['h', 'a']",['ina'],['nima'],['ši'],['mo'],['tAc'],['ri'],['i'],['dimničar']
bukvan,"['m', 'a']",['c'],['gama'],"['k', 'cu']",['gu'],['ti'],['jama'],"['a', 'i']",['ću'],['Ac'],['ci'],['sli'],['zamen']
bukvar,['ad'],"['s', 'a']",['nima'],['inu'],"['zac', 'a']","['L', 'a']",['tkama'],['sci'],"['jel', 'om']","['šk', 'a']",['lci'],['te'],"['razbojst', 'v']"
bukvik,"['a', 'e']",['sAc'],['adi'],['lu'],"['bac', 'a']","['š', 'ka']",['mima'],['oci'],['ocem'],"['tk', 'a']",['lovi'],['če'],['dvanaesni']
bumbar,['ri'],,['adi'],"['a', 'u']",['ki'],['li'],['hovima'],['govi'],['ma'],['ma'],['oci'],['sli'],['aureol']
buna,"['N', 'e']","['A', 'm']",['jama'],"['N', 'u']","['h', 'a']",['le'],['šima'],"['h', 'a']","['a', 'om']",['va'],['lci'],['Lu'],['trohej']
bunar,['jele'],"['c', 'a']",['tima'],['i'],"['k', 'a']",['he'],['čađu'],"['p', 'ci']","['p', 'em']",['ćAc'],['li'],['e'],['zapad']
bunda,['love'],['vo'],['jima'],['inu'],['gu'],['e'],"['ići', 'ma']",['sli'],"['ć', 'cem']",['dAc'],"['p', 'ci']",['hu'],['radikal']
bundeva,['be'],['o'],['evima'],['jelu'],"['oc', 'a']",['e'],['im'],"['n', 'a']",['etom'],,['dci'],['ju'],['tam']
bunker,['iće'],['r'],['Lima'],['Lu'],['iju'],['ga'],"['z', 'ima']",['sti'],"['ć', 'cem']",['e'],['ćo'],['ško'],['klevet']
buntovnica,['iće'],['go'],['mama'],"['N', 'u']",['čadi'],['he'],['šima'],"['p', 'i']",['tom'],['žAk'],['oci'],['ho'],['vi']
buntovnik,['be'],['dAk'],"['sci', 'ma']","['ć', 'cu']","['hov', 'a']",['ja'],"['zi', 'ma']",['le'],['ću'],['tAc'],"['m', 'a']",['je'],['cevanic']
bura,['ću'],['gu'],['adi'],['ku'],['daka'],"['š', 'ca']","['scim', 'a']","['p', 'a']",['inom'],['dac'],"['v', 'a']","['ćč', 'e']",['odgoj']
buranija,['zove'],['žAc'],"['p', 'cima']","['a', 'u']","['al', 'a']",['la'],['kima'],['ga'],['gom'],['ćAc'],['ići'],['bo'],['zrakoplovstv']
bure,['ri'],['sAo'],['mima'],['ju'],['daka'],['ga'],"['a', 'cima']",['ci'],['đu'],['sAo'],['lci'],['že'],['pogađač']
burek,['eve'],"['v', 'a']",['hovima'],['mu'],['li'],['čoveka'],['etima'],['ve'],['i'],['t'],"['a', 'i']",['ju'],['bosan']
burgija,['čeve'],['stAk'],['šima'],['zu'],"['bac', 'a']",,['om'],,['ju'],['o'],['sli'],['di'],['neverni']
burka,['eve'],['tAk'],['stima'],['ti'],"['kov', 'a']",['ca'],"['šci', 'ma']",['ad'],"['a', 'om']",['i'],"['h', 'a']",['sti'],['šport']
burleska,['ške'],"['L', 'a']",['šima'],['ku'],"['c', 'a']","['N', 'a']",['tkama'],['ške'],['đu'],['tac'],['ovi'],['sli'],['lepil']
burma,['ti'],['e'],['kovima'],"['N', 'u']","['k', 'a']","['k', 'ca']",['Lima'],['ri'],"['jel', 'om']",['n'],['čadi'],['gu'],['sumaglic']
burza,['čeve'],['c'],"['ma', 'a']","['s', 'cu']","['et', 'a']",['a'],['kima'],['ća'],"['k', 'cem']",['A'],['ji'],['ti'],['dekontaminacij']
busola,['kove'],['ćAc'],"['sci', 'ma']",['i'],"['ac', 'a']","['s', 'ka']",['jima'],['ci'],['som'],['tAc'],['evi'],['ho'],"['delik', 't']"
but,['ad'],['c'],['hovima'],"['k', 'cu']",['u'],['i'],"['a', 'cima']",['ve'],"['š', 'cem']",['o'],"['v', 'a']",['go'],['individuum']
buteLa,['gove'],['z'],['stima'],['mi'],"['zak', 'a']",,['ima'],"['t', 'a']",['jem'],['h'],['ši'],['ku'],['izobiL']
butiga,['li'],"['a', 'a']",['ocima'],['ku'],"['oc', 'a']","['v', 'a']","['p', 'ima']",['je'],"['p', 'cem']",['dac'],['evi'],['ke'],['balerin']
butik,"['d', 'ke']",['bu'],"['mi', 'a']",['lu'],"['žak', 'a']",['di'],"['šci', 'ma']","['a', 'ci']",['cem'],['žAc'],['ri'],['ju'],['punomoćj']
buva,['ću'],['sAk'],['hama'],['čoveku'],"['žak', 'a']",,['Lima'],['je'],['šću'],['ćAc'],"['c', 'a']",['ko'],['lopatar']
buzdovan,"['s', 'ce']",['dAc'],['lima'],['ome'],"['zak', 'a']",[''],"['p', 'ima']",[''],['cetom'],['ćAc'],['le'],['ho'],['građevinar']
buća,"['h', 'a']",['sAc'],['lovima'],['lu'],"['L', 'a']","['jel', 'a']",['cima'],['ji'],"['p', 'em']",['sAc'],['ići'],"['t', 'ku']",['mul']
bučica,['je'],"['t', 'k', 'a']",['ći'],"['s', 'ku']","['žac', 'a']","['s', 'ka']",['evima'],['si'],['etom'],['z'],['govi'],['lu'],['uviđavnost']
buđeNe,['jele'],"['A', 'm']",['etima'],['u'],['ju'],"['jel', 'a']",['om'],['kovi'],"['k', 'cem']",['ko'],['zovi'],['le'],['svrbež']
buđelar,"['t', 'a']",['bAc'],,['Li'],['u'],"['N', 'a']",['hovima'],['sci'],"['a', 'om']","['tk', 'a']",['zovi'],['hu'],['žuč']
bušač,"['a', 'ke']","['s', 'k']",['Lima'],['čoveku'],"['s', 'a']",['sti'],['mama'],['zovi'],,['o'],"['n', 'a']",['le'],['daščic']
bušel,['ce'],['ju'],['evima'],['etu'],['će'],['di'],['evima'],"['n', 'a']",['ću'],['h'],"['c', 'a']",['ško'],['padež']
bušilica,,['tku'],['šima'],,['ava'],"['š', 'ka']","['lci', 'ma']",['ši'],"['s', 'kom']",['Ak'],['ci'],['gu'],['lezbijk']
bušotina,"['p', 'ce']",['u'],['Ludima'],['bi'],['adi'],"['L', 'a']",['vima'],['zovi'],['tkom'],"['tk', 'a']",['ge'],['še'],['demonologij']
caka,['be'],['je'],"['p', 'cima']","['s', 'ku']","['gov', 'a']",['le'],['tima'],"['et', 'a']",['Lu'],['bA'],['Li'],['le'],['monsun']
capin,['kove'],['ta'],['hama'],['tu'],"['lov', 'a']",['ga'],['bama'],['lovi'],['tkom'],['ho'],['zovi'],['e'],['imel']
car,"['a', 'ke']",['tku'],['kima'],"['N', 'u']","['N', 'a']",['ma'],['Lama'],['me'],['mom'],['žAk'],"['p', 'a']",['a'],['podat']
