,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
cauchemarder,"['iv', 'ɔ̃']","['v', 'ɔ̃']","['ɔ', 'ʁ']",['izjɔ̃'],"['od', 'ʁE']",['jɛʁ'],['at'],"['o', 'a']",['tisje'],['oaʁje'],"['y', 'ʁE']","['d', 'is']","['ɑ̃dʁ', 'ɔ̃']",['nan'],"['O', 'as']",['ɛɲ'],['zizi'],['y'],"['d', 'jɔ̃']",['jE'],"['m', 'E']",['wE'],"['e', 'Eʁ']",['z'],['ʁ'],"['Eɲ', 'E']","['j', 'a']","['Odʁ', 'ɔ̃']",['jiʁE'],"['Etiʁ', 'e']","['wj', 'wjEa', 'Eaʁa']","['uvj', 'e']",['y'],['tE'],['ʁiʁ'],['k'],['aly'],['ʁiʁjɔ̃'],['nan'],['EʁE'],"['wEa', 'Ea', 'je']","['Eɲ', 'im']","['v', 'e']","['ɥisj', 'e']",['oz'],['Ejɑ̃'],['ɛ̃t'],['tis'],"['Eʁ', 'ʁE']",['œ'],['E'],['vɑ̃p']
causer,"['z', 'ɔ̃']","['m', 'ɔ̃']",['ɛ̃'],['Ezjɔ̃'],['əʁE'],['ɔlv'],"['t', 'it']","['ø', 'a']","['jas', 'je']",['səʁje'],"['i', 'ʁE']",['vis'],"['wj', 'wjEa', 'Eaʁ', 'ɔ̃']","['Øv', 'ʁa']",['uas'],['wav'],"['Eɲ', 'i']",['ɑ̃'],"['jɔ̃', 'v']","['u', 'y']","['w', 'E']","['O', 'E']",['Olyʁ'],['iz'],"['E', 'ɛ']","['z', 'E']",['ɥa'],"['aʁ', 'ɔ̃']","['ɛ̃d', 'ʁE']","['ivʁ', 'e']",['uvʁa'],"['u', 'je']",['ɛ'],"['Eʁ', 'E']",['ʁiʁ'],"['e', 'E', 'e']","['al', 'e']","['wj', 'wjEa', 'Eaʁjɔ̃']","['O', 'asjɔ̃']",['watʁE'],"['ə', 'e']",['ulym'],['je'],"['E', 'e']",['ɛt'],['alɑ̃'],['t'],['alys'],"['uv', 'ʁE']",['i'],['iv'],"['fas', 'n']"
cautionner,"['ø', 'ɔ̃']","['wa', 'jɔ̃']","['E', 'ɛ']","['ul', 'jɔ̃']","['Eʁ', 'E']",['œ'],"['u', 'yt']","['u', 'y']","['ys', 'je']",['Odʁije'],"['u', 'ʁE']",['nan'],"['Øv', 'ʁɔ̃']",['jɛ̃dʁa'],"['u', 'ys']",['d'],"['O', 'ʁi']",['E'],"['E', 'ɔ̃']","['Ø', 'i']",['lE'],"['Eʁ', 'E']","['Eky', 'ʁ']",['was'],"['E', 'ɛ']","['ɥ', 'E']","['i', 'v']","['tʁ', 'ɔ̃']",['səʁE'],['Odʁe'],"['ud', 'ʁa']",['aɲe'],['a'],"['j', 'E']","['wa', 'je']","['w', 'e']","['w', 'e']","['y', 'ʁjɔ̃']","['ə', 'asjɔ̃']",['oaʁE'],"['iz', 'e']","['E', 'am']","['ən', 'e']",['Eɲe'],['i'],['Ezɑ̃'],['y'],['jas'],['OʁE'],"['E', 'ɛ']",['i'],"['s', 's']"
cautériser,['nan'],"['l', 'ɔ̃']",[''],['yvjɔ̃'],"['y', 'ʁE']",['wav'],['mit'],['wa'],['nan'],['viʁje'],"['Eʁ', 'E']","['Eɲ', 'is']","['O', 'ʁiʁ', 'ɔ̃']",['pʁa'],"['e', 'E', 'as']",['p'],"['k', 'i']",['y'],"['Øv', 'jɔ̃']",['Eti'],"['O', 'sE']","['wEa', 'Ea', 'jE']","['e', 'Eʁ']",['v'],['nan'],['ənE'],"['e', 'E', 'a']","['ɑ̃dʁ', 'ɔ̃']",['miʁE'],"['waʁ', 'e']",['viʁa'],"['Øvj', 'e']",['wa'],"['O', 'ʁE']",['Eziʁ'],['ɛ'],['y'],['Eʁjɔ̃'],['alysjɔ̃'],['OʁE'],"['e', 'E', 'e']",['ym'],['me'],"['ə', 'n', 'je']",['Eky'],"['O', 'ɑ̃']",['iz'],"['is', 'v']","['əi', 'əiʁE']",['u'],"['waE', 'j']",['yt']
cavalcader,"['ɔ̃', 'v']","['Øv', 'ɔ̃']",['wa'],"['ʁi', 'jɔ̃']",['udʁE'],['ɔ'],['Ekyt'],['uly'],"['d', 'isje']","['ɛ̃dʁi', 'je']",['waʁE'],"['u', 'ys']","['Eʁʁ', 'ɔ̃']",['Eʁʁa'],['s'],"['œ', 'j']","['O', 'a']",['E'],['Ezjɔ̃'],"['e', 'E', 'E']","['m', 'E']","['O', 'E']",['ulyʁ'],['i'],['E'],['alE'],['vi'],"['ɛ̃dʁ', 'ɔ̃']",['ʁiʁE'],"['oʁ', 'e']","['ud', 'ʁa']",['Eɲe'],['wa'],"['Eʁ', 'E']",['iʁ'],['d'],['mi'],['miʁjɔ̃'],"['p', 'isjɔ̃']","['udʁ', 'E']","['ɔlv', 'e']",['ulym'],"['əv', 'e']","['uv', 'je']","['al', 'e']",['dɑ̃'],['ji'],['alys'],"['ʁ', 'E']",['y'],['k'],['lɛ̃ʃ']
cavaler,"['k', 'ɔ̃']","['av', 'ɔ̃']",['o'],"['əv', 'jɔ̃']",['tiʁE'],['sis'],"['u', 'yt']",['ly'],"['aɲ', 'isje']",['uvʁije'],"['uv', 'ʁE']",['ʁis'],"['jwa', 'jwaEʁ', 'ɔ̃']","['Oʁ', 'a']",['alas'],"['waE', 'j']","['t', 'i']",[''],"['ø', 'jɔ̃']",['vi'],"['e', 'E', 'E']",['ɔlvE'],['ziʁ'],['ɛz'],[''],"['Ø', 'E']",['ja'],['nan'],"['uv', 'ʁE']","['watʁ', 'e']",['kʁa'],"['y', 'je']","['ɔ', 'ʁ']","['d', 'E']","['O', 'ʁiʁ']",['ji'],['ʁ'],['Etʁijɔ̃'],"['akis', 'jɔ̃']","['Eʁ', 'ʁE']","['d', 'e']",['am'],"['av', 'e']","['uv', 'je']",['ut'],['Etɑ̃'],['ɛ̃t'],['ʁis'],"['e', 'E', 'əʁE']",['was'],['i'],['vwatyʁ']
caver,"['j', 'ɔ̃']","['uv', 'ɔ̃']",['ø'],['sjɔ̃'],['watʁE'],"['E', 'ɛ']",['uat'],[''],['asje'],['Etʁije'],['uvʁE'],['fys'],"['waE', 'waEʁ', 'ɔ̃']",['ɑ̃dʁa'],['tis'],['j'],"['t', 'i']",['jɛ̃'],"['waE', 'jɔ̃']",['ʁi'],"['d', 'E']",['EsE'],['tiʁ'],['wav'],['o'],"['v', 'E']",['vi'],"['u', 'ʁ', 'ɔ̃']","['ɔ', 'əʁE']","['watʁ', 'e']",['ɑ̃dʁa'],"['uv', 'je']",['ø'],['E'],"['O', 'e']","['O', 'ʁ']","['j', 'e']",['jɛ̃dʁijɔ̃'],"['isjɔ̃', 'v']",['iʁE'],"['w', 'e']","['Eɲ', 'im']","['ø', 'e']","['d', 'je']",['z'],['alɑ̃'],"['w', 'e']",['ys'],['tiʁE'],['sis'],['u'],['alkaliniz']
ceindre,"['wa', 'jɔ̃']","['wEa', 'Ea', 'jɔ̃']",['je'],"['k', 'jɔ̃']",['oaʁE'],['iv'],"['Ø', 'at']",['ja'],"['e', 'asje']",['tiʁje'],"['əv', 'ʁE']","['E', 'as']","['Oʁ', 'ɔ̃']",['ʁiʁa'],['was'],['d'],"['Ø', 'i']",['ɥis'],"['al', 'jɔ̃']","['O', 'ʁi']","['E', 'v']",['ənE'],['Eɲiʁ'],"['s', 'ɔ̃']",['jɛ̃'],['ʁE'],['Eɲi'],"['jɛ̃dʁ', 'ɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']","['aʁ', 'e']",['iʁa'],['Eɲe'],['o'],"['wa', 'jE']",['ɑ̃dʁ'],['Oly'],[''],"['y', 'ʁjɔ̃']","['fys', 'jɔ̃']",['dʁE'],"['uv', 'e']",['alam'],"['Et', 'e']","['z', 'je']",['Et'],['Ezɑ̃'],"['O', 'ʁt']",['ulys'],"['ɛ', 'əʁE']",['œv'],['oz'],"['kOOp', 'ʁ']"
ceinturer,"['z', 'ɔ̃']","['p', 'ɔ̃']",['œ'],"['uv', 'jɔ̃']","['O', 'ʁiʁE']",['z'],['akit'],"['ə', 'a']","['aɲ', 'isje']",['watʁije'],"['Odʁ', 'E']",['s'],"['uʁ', 'ɔ̃']",['miʁa'],"['e', 'as']",['ɛt'],['Eɲi'],['E'],"['y', 'jɔ̃']","['Eɲ', 'i']",['sE'],"['z', 'E']","['y', 'ʁ']",['ɔ'],"['v', 'a']","['ø', 'E']",['Eɲi'],"['ud', 'ʁ', 'ɔ̃']",['əvʁE'],"['viʁ', 'e']",['ivʁa'],"['e', 'E', 'e']",['ɛ'],['E'],['udʁ'],"['E', 'e']",['ʁ'],"['wj', 'wjEa', 'Eaʁjɔ̃']",['wajasjɔ̃'],"['Øv', 'ʁE']",['Ete'],['jim'],['je'],"['O', 'e']",['ɛt'],['uɑ̃'],"['ə', 'n']","['t', 'is']","['uv', 'ʁE']",['i'],['v'],['matEʁjaliz']
celer,['ɥɔ̃'],['wɔ̃'],['je'],"['Eʁ', 'jɔ̃']","['i', 'ʁE']",['ɥis'],['ɥat'],"['aɲ', 'i']",['lysje'],"['uʁj', 'e']",['EʁʁE'],"['O', 'as']","['waʁ', 'ɔ̃']",['ʁa'],['Olys'],['ɛ'],['Eky'],"['wa', 'jE']","['k', 'jɔ̃']","['k', 'i']",['alE'],"['al', 'E']","['e', 'Eʁ']",['ɔ̃'],['nan'],['ozE'],"['o', 'a']","['E', 'əʁ', 'ɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']","['ɛ', 'əʁ', 'e']",['ɛ̃dʁa'],"['l', 'je']",['s'],['aɲE'],['Eziʁ'],['ɛ'],['ʁ'],"['wa', 'ʁjɔ̃']","['ə', 'asjɔ̃']",['viʁE'],"['aʃ', 'e']",['m'],"['ø', 'e']","['ə', 'je']","['O', 'e']","['E', 'ɑ̃']",['ɛ̃t'],"['p', 'is']","['Ø', 'əʁE']",['m'],['ɛt'],"['ɛ̃pl', 'z']"
censurer,"['wEa', 'Ea', 'jɔ̃']","['yv', 'ɔ̃']","['ɥiø', 'ɥiø']","['t', 'jɔ̃']","['œ', 'əʁE']",['zz'],['ɥat'],"['aɲ', 'i']",['jisje'],['viʁje'],['ivʁE'],['as'],"['Etʁ', 'ɔ̃']",['əvʁa'],['jis'],['œv'],"['E', 'a']",['ʁ'],"['jɔ̃', 'v']","['p', 'i']",['ozE'],['yvE'],"['O', 'Eʁ']",['wa'],['jɛʁ'],"['av', 'E']",['ɛ̃'],"['vʁ', 'ɔ̃']","['i', 'ʁE']","['waʁ', 'e']","['u', 'ʁa']",['avje'],['jɛʁ'],"['ə', 'n', 'E']",['ɛʁ'],['je'],['aly'],"['Ø', 'əʁjɔ̃']","['Ekys', 'jɔ̃']",['OdʁE'],['nan'],"['aɲ', 'im']",['e'],"['ul', 'je']",['iz'],['ʁɑ̃'],"['ə', 'n']",['ɥas'],['EʁE'],['jɛʁ'],"['œ', 'j']","['klwaz', 'n']"
centraliser,"['Ez', 'ɔ̃']","['oz', 'ɔ̃']",['o'],['sisjɔ̃'],"['wj', 'wjEa', 'Eaʁ', 'E']",['E'],['fyt'],['wa'],"['zisj', 'e']","['uvʁij', 'e']","['udʁ', 'E']",['lys'],"['i', 'ʁ', 'ɔ̃']",['udʁa'],"['Eɲ', 'is']",['y'],"['Ø', 'a']","['v', 'a']","['Eɲ', 'ɔ̃']",['uE'],['aɲE'],"['o', 'E']","['e', 'Eʁ']",['oz'],"['E', 'ɛ']","['E', 'E']",['fy'],['nan'],"['Øv', 'ʁE']","['iʁ', 'e']",['Øvʁa'],"['iv', 'je']",['i'],['aɲE'],['nan'],"['e', 'e']",['vi'],"['y', 'ʁjɔ̃']",['Etisjɔ̃'],['ØvʁE'],"['Ez', 'e']",['m'],['ue'],"['i', 'je']","['ɥ', 'e']","['wa', 'jɑ̃']",['t'],"['t', 'is']","['waʁ', 'E']",['ɛz'],['d'],['ɛ̃fliʒ']
centrer,"['z', 'ɔ̃']","['E', 'ɔ̃']",['i'],"['uv', 'jɔ̃']","['əi', 'əiʁE']",['ɛn'],['wat'],['wa'],"['ɛ̃s', 'je']",['tiʁje'],['ɛ̃dʁE'],['alys'],['nan'],['əvʁa'],['Eɲis'],['u'],['Eky'],"['øœ', 'øœ', 'j']","['uv', 'jɔ̃']","['aɲ', 'i']",['EzE'],"['ø', 'E']",['Eʁ'],['d'],"['E', 'ɛ']","['wEa', 'Ea', 'jE']","['Ø', 'i']","['Etʁ', 'ɔ̃']","['iʁ', 'E']","['dʁ', 'e']","['wj', 'wjEa', 'Eaʁa']",['Eɲe'],"['ou', 'oulv']",['uE'],"['O', 'ʁiʁ']","['ə', 'e']","['o', 'e']","['Odʁi', 'jɔ̃']","['u', 'ysjɔ̃']",['EtʁE'],"['was', 'e']","['e', 'am']","['wEa', 'Ea', 'je']","['i', 'je']",['y'],['aɲɑ̃'],"['E', 'e']","['aɲ', 'is']","['e', 'E', 'əʁE']",['wa'],['wa'],['bɛʁn']
cercler,"['o', 'ɔ̃']","['k', 'ɔ̃']",['ɑ̃'],"['Et', 'jɔ̃']",['yəʁE'],['ɛ'],"['wa', 'jat']",['i'],"['ulys', 'je']","['wj', 'wjEa', 'Eaʁje']","['uv', 'ʁE']","['t', 'is']","['ɑ̃dʁ', 'ɔ̃']",['iʁa'],"['Ø', 'as']",['oz'],"['t', 'i']",['i'],"['ə', 'n', 'jɔ̃']",['uly'],"['p', 'E']","['e', 'E']","['ə', 'Eʁ']",['l'],['nan'],"['Eʁ', 'E']","['O', 'ʁi']","['Øv', 'ʁɔ̃']",['jɛ̃dʁE'],"['Etʁ', 'e']",['Etiʁa'],['nan'],['nan'],"['Øv', 'E']",['dʁ'],"['E', 'e']",['o'],"['vʁi', 'jɔ̃']","['o', 'asjɔ̃']","['O', 'ʁiʁE']","['o', 'e']","['zm', 'zmim']",['Ete'],"['z', 'je']",['k'],['ʁɑ̃'],['z'],['Eɲis'],['pʁE'],['ɛ'],['iv'],"['kab', 't']"
cerner,"['iv', 'ɔ̃']","['Ø', 'ɔ̃']",['sɥi'],"['Et', 'jɔ̃']",['ɑ̃dʁE'],['iz'],"['ʁi', 't']",['mi'],"['d', 'isje']",['yəʁje'],['ʁE'],['s'],"['Odʁ', 'ɔ̃']","['ɔ', 'əʁa']",['Ekys'],['v'],"['Ø', 'i']",['ɛ̃'],['izjɔ̃'],"['v', 'i']","['wEa', 'Ea', 'jE']","['z', 'E']","['p', 'iʁ']",['v'],['jɛ̃'],"['Eʁ', 'E']",['aly'],"['Eʁ', 'ʁɔ̃']",['iʁE'],"['wj', 'wjEa', 'Eaʁ', 'e']",['watʁa'],"['d', 'je']","['ou', 'oulv']","['o', 'E']",['Eziʁ'],['y'],"['e', 'e']","['tʁi', 'jɔ̃']","['e', 'asjɔ̃']",['dʁE'],"['ɥisj', 'e']",['ɥam'],['Eɲe'],['izje'],"['ə', 'n']",['zɑ̃'],['nan'],['mis'],['udʁE'],['je'],['aʃ'],['mɔʁtif']
certifier,"['Et', 'ɔ̃']","['O', 'ɔ̃']",['ø'],"['O', 'jɔ̃']","['œ', 'əʁE']","['wE', 'aj', 'aj']","['O', 'at']",['aly'],['ysje'],"['od', 'ʁ', 'je']","['O', 'ʁiʁE']","['p', 'is']","['Ø', 'əʁ', 'ɔ̃']","['ɛ̃d', 'ʁa']",['zis'],['wav'],"['Ø', 'i']","['v', 'a']",['nan'],['ti'],"['Eʁ', 'E']","['waE', 'jE']",['alEʁ'],['u'],['ʁ'],['ɔlvE'],['zi'],"['œ', 'əʁ', 'ɔ̃']",['jiʁE'],"['i', 'ʁe']","['y', 'ʁa']",['ozje'],['ɛ̃'],"['ɥ', 'E']","['ə', 'e']","['ə', 'e']",['e'],['jɛ̃dʁijɔ̃'],"['ɛ̃s', 'jɔ̃']",['ɑ̃dʁE'],"['ø', 'e']",['Olym'],"['o', 'e']",['ozje'],['d'],['ulɑ̃'],['ti'],['ulys'],"['Øv', 'ʁE']",['wa'],['p'],['pastij']
cesser,"['iz', 'ɔ̃']","['waE', 'jɔ̃']",['ɛ'],['izjɔ̃'],['waʁE'],['d'],"['zt', 'ztit']",['ti'],['jisje'],['oʁje'],"['ɛ̃d', 'ʁE']",['is'],"['Eʁ', 'ʁɔ̃']",['jiʁa'],"['ø', 'as']",['ɛt'],"['O', 'a']","['sw', 'a']",['zjɔ̃'],['ti'],"['w', 'E']","['waE', 'jE']",['Eʁ'],['z'],['o'],"['əv', 'E']","['k', 'i']","['O', 'ʁiʁ', 'ɔ̃']",['pʁE'],"['O', 'ʁiʁ', 'e']",['Eʁa'],"['ul', 'je']",['y'],"['u', 'E']",['ɛʁ'],['i'],['ue'],['uvʁijɔ̃'],['nan'],"['waE', 'waEʁE']",['ze'],['zizim'],"['ə', 'n', 'e']","['ə', 'n', 'je']","['w', 'e']","['E', 'jɑ̃']",['mi'],"['t', 'is']","['E', 'əʁE']",[''],['y'],['ʁadin']
chabler,"['al', 'ɔ̃']","['E', 'jɔ̃']",['jɛ̃'],['aʃjɔ̃'],['ɑ̃dʁE'],['E'],['Olyt'],['mi'],"['fys', 'je']","['Øvʁij', 'e']",['səʁE'],"['v', 'is']","['ɛ', 'əʁ', 'ɔ̃']","['iʁ', 'a']",['fys'],['ɔ'],['ua'],"['E', 'ɛ']","['was', 'jɔ̃']","['e', 'E']",['zE'],['EzE'],['yʁ'],['ɛɲ'],['a'],['EsE'],"['al', 'a']","['yəʁ', 'ɔ̃']","['y', 'ʁE']","['ɛ', 'əʁ', 'e']",['ʁa'],"['O', 'ʁi', 'je']",['u'],"['t', 'E']","['o', 'e']","['ə', 'e']",['k'],"['ɑ̃dʁi', 'jɔ̃']","['Ø', 'isjɔ̃']","['əi', 'əiʁE']","['iv', 'e']",['ulym'],"['ə', 'n', 'e']","['k', 'je']",['ɛt'],['əvɑ̃'],['ti'],"['d', 'is']",['nan'],['k'],"['sw', 'a']",['Egʁi']
chagriner,"['aʃ', 'ɔ̃']","['t', 'ɔ̃']",['jɛʁ'],['aʃjɔ̃'],"['wj', 'wjEa', 'Eaʁ', 'E']",['y'],['ulyt'],['aly'],"['E', 'asje']","['kʁi', 'je']",['OʁE'],['Etis'],"['wj', 'wjEa', 'Eaʁ', 'ɔ̃']",['dʁa'],['is'],['wa'],"['ə', 'a']",['ɛ̃'],['Øvjɔ̃'],"['v', 'i']","['av', 'E']","['Es', 'E']","['v', 'iʁ']",['E'],['jɛ̃'],"['al', 'E']","['Ø', 'i']","['əvʁ', 'ɔ̃']","['ɔ', 'əʁE']","['jɛ̃dʁ', 'e']","['ɛ', 'əʁa']",['yvje'],['œ'],['ɥE'],['tʁ'],['d'],['ti'],"['Odʁi', 'jɔ̃']","['k', 'isjɔ̃']","['ʁ', 'E']","['ə', 'n', 'e']",['im'],"['iv', 'e']","['z', 'j', 'e']",['ly'],"['ø', 'ɑ̃']","['O', 'ʁt']","['is', 'v']","['ɛ̃d', 'ʁE']",['ø'],['ɔlv'],['dEtʁak']
chahuter,"['aʃ', 'ɔ̃']","['l', 'ɔ̃']",['nan'],['aʃjɔ̃'],['əʁE'],['œv'],"['e', 'at']",['i'],"['ɛ̃s', 'je']","['e', 'E', 'əʁje']",['iʁE'],"['Eɲ', 'is']",['Eʁɔ̃'],['ʁiʁa'],['ys'],['jɛn'],"['O', 'ʁi']",['aʃ'],"['o', 'jɔ̃']",['E'],['EsE'],"['Eɲ', 'E']","['ə', 'Eʁ']",[''],[''],['lE'],"['k', 'i']","['aʁ', 'ɔ̃']",['ɛ̃dʁE'],"['dʁ', 'e']",['Odʁa'],"['u', 'je']","['ɔ', 'ʁ']","['O', 'ʁE']",['jiʁ'],['ɛ̃'],['je'],['viʁjɔ̃'],"['aɲ', 'isjɔ̃']","['uv', 'ʁE']","['aʃ', 'e']","['aɲ', 'im']","['e', 'v']","['p', 'je']",['Et'],['izɑ̃'],['oz'],['vis'],"['ʁ', 'E']",['oz'],['nan'],['titʁ']
challenger,"['p', 'ɔ̃']","['t', 'ɔ̃']",['E'],"['d', 'jɔ̃']","['əv', 'ʁE']",['wav'],['mit'],['zizi'],"['ys', 'je']",['miʁje'],"['Eʁ', 'ʁE']",['alas'],"['ɑ̃dʁ', 'ɔ̃']",['ɛ̃dʁa'],['ulys'],['i'],"['k', 'i']",['ɔ'],['uvjɔ̃'],"['d', 'i']",['jE'],"['d', 'E']","['Eky', 'ʁ']",['ɛn'],['ɑ̃'],"['O', 'sE']",['Eky'],['ʁɔ̃'],"['E', 'əʁE']","['u', 'ʁe']",['uvʁa'],"['o', 'je']",['o'],"['m', 'E']",['je'],['p'],[''],"['ɛ̃dʁi', 'jɔ̃']","['Ekys', 'jɔ̃']",['ivʁE'],"['aʃ', 'e']","['Ø', 'am']","['wEa', 'Ea', 'je']","['was', 'je']","['E', 'e']",['yvɑ̃'],"['ɥ', 'e']","['aɲ', 'is']",['əʁE'],"['a', 'j']",['aʃ'],"['ʁal', 'ʒ']"
chalouper,"['əz', 'ɔ̃']","['ə', 'ɔ̃']",['je'],['asjɔ̃'],['oʁE'],['j'],['ɥat'],['wa'],['nan'],['jɛ̃dʁije'],['EtʁE'],['zis'],"['ɔ', 'əʁ', 'ɔ̃']","['u', 'ʁa']","['d', 'is']",['E'],"['k', 'i']",['jɛ̃'],"['O', 'ʁi', 'jɔ̃']","['Eɲ', 'i']",['ozE'],"['ɥ', 'E']","['ø', 'Eʁ']",['p'],['wa'],"['wEa', 'Ea', 'jE']",['ji'],"['ʁ', 'ɔ̃']",['tiʁE'],"['wj', 'wjEa', 'Eaʁ', 'e']",['viʁa'],"['E', 'je']",['o'],['EɲE'],"['Ø', 'iʁ']","['e', 'e']","['ə', 'e']",['səʁjɔ̃'],"['aɲ', 'isjɔ̃']",['ØvʁE'],"['swa', 'je']",['zizim'],"['e', 'E', 'e']","['iv', 'je']","['e', 'e']",['alɑ̃'],['nan'],['alas'],"['udʁ', 'E']",['as'],['oz'],"['Eks', 'l']"
chamailler,"['iz', 'ɔ̃']","['al', 'ɔ̃']",['i'],"['uv', 'jɔ̃']",['kʁE'],['E'],['ulyt'],"['wa', 'ja']",['visje'],"['Øvʁij', 'e']","['e', 'E', 'əʁE']","['p', 'is']","['miʁ', 'ɔ̃']",['yəʁa'],['s'],['y'],['nan'],['u'],['yvjɔ̃'],['aki'],"['ɔlv', 'E']","['d', 'E']","['iʁ', 'v']",['y'],['jɛʁ'],['yvE'],['a'],"['e', 'E', 'əʁ', 'ɔ̃']","['əi', 'əiʁE']","['i', 'ʁ', 'e']","['u', 'ʁa']","['j', 'e']",['wa'],['EsE'],"['wa', 'ʁ']","['ə', 'n']",['vi'],['viʁjɔ̃'],['ysjɔ̃'],"['u', 'ʁE']","['yv', 'e']","['u', 'ym']","['O', 'e']","['t', 'je']",['mi'],['izɑ̃'],['Oly'],['was'],['uvʁE'],['ɔlv'],"['œ', 'j']",['sOnaj']
chambarder,"['Et', 'ɔ̃']","['iv', 'ɔ̃']",['ɑ̃'],['sjɔ̃'],['tʁE'],['ɔ'],['vit'],"['Ø', 'a']","['v', 'isje']",['Etʁije'],['OʁE'],['ulys'],['Eʁɔ̃'],['udʁa'],['jis'],['jɛʁ'],"['al', 'a']",['ɛ'],['ozjɔ̃'],['i'],['ʁE'],"['wa', 'jE']",['Eʁ'],['wav'],"['E', 'ɛ']","['wEa', 'Ea', 'jE']",['ly'],"['viʁ', 'ɔ̃']",['watʁE'],"['oʁ', 'e']","['u', 'ʁa']","['O', 'e']",['ɑ̃'],"['E', 'v']","['j', 'e']","['e', 'e']","['o', 'e']",['udʁijɔ̃'],['Etisjɔ̃'],['vʁE'],"['al', 'e']",['mim'],"['Et', 'e']",['je'],"['o', 'e']",['wasɑ̃'],"['j', 'e']","['O', 'ʁis']",['səʁE'],['wav'],['wav'],['tʁɑ̃spɔʁt']
chambouler,"['al', 'ɔ̃']",['sɔm'],['y'],"['wa', 'jɔ̃']",['tiʁE'],['l'],['alat'],"['d', 'i']","['Ekys', 'je']","['tʁi', 'je']",['kʁE'],"['aɲ', 'is']","['ɑ̃dʁ', 'ɔ̃']",['Eʁa'],"['O', 'ʁis']","['ɛ', 'j']",['ly'],['o'],['uvjɔ̃'],['uly'],"['əv', 'E']","['waE', 'jE']","['O', 'ʁiʁ']","['E', 'ɛ']",['wa'],['EɲE'],['zizi'],"['Eʁʁ', 'ɔ̃']","['udʁ', 'E']","['iʁ', 'e']",['Odʁa'],"['Øv', 'je']",['u'],"['u', 'E']","['al', 'e']",['o'],['Oly'],['Odʁijɔ̃'],"['Ø', 'isjɔ̃']","['jwa', 'jwaEʁ', 'E']","['t', 'e']","['Ø', 'am']","['ɔlv', 'e']",['e'],['mi'],"['Ø', 'ɑ̃']",['i'],"['Ø', 'as']","['Eʁ', 'ʁE']",['je'],['iv'],['kʁuni']
chambrer,"['z', 'ɔ̃']",['ɥɔ̃'],['ʁ'],"['aɲ', 'ɔ̃']",['waʁE'],['aɲ'],"['ø', 'at']",[''],['Olysje'],['Eʁje'],['jɛ̃dʁE'],"['O', 'ʁis']","['Etʁ', 'ɔ̃']",['səʁa'],"['p', 'is']",['k'],"['d', 'i']","['E', 'ɛ']","['i', 'jɔ̃']",['wE'],"['was', 'E']","['E', 'E']","['k', 'iʁ']",['al'],['i'],"['waE', 'jE']",['ʁi'],"['u', 'ʁ', 'ɔ̃']","['E', 'əʁE']",['Øvʁe'],['udʁa'],"['y', 'je']",['a'],"['E', 'jE']",['pʁ'],['d'],"['ə', 'e']","['ɑ̃dʁi', 'jɔ̃']",['jasjɔ̃'],"['ʁ', 'E']","['wa', 'je']","['E', 'am']","['ə', 'n', 'e']","['Øv', 'je']","['ə', 'n']","['wEa', 'Ea', 'jɑ̃']","['ø', 'e']",['is'],['EtʁE'],['oz'],['oz'],['kʁipt']
