,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
diminuer,['ɔ̃'],['ɔ̃'],[''],"['Eɲ', 'ɔ̃']",['əʁE'],['u'],['at'],['i'],"['O', 'asje']",['ʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],['E'],"['i', 'jɔ̃']","['O', 'E']","['ə', 'E']",['E'],['Eʁ'],['œ'],[''],['E'],"['O', 'a']","['ʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],"['ə', 'e']",['əʁjɔ̃'],['sjɔ̃'],['əʁE'],"['O', 'e']","['E', 'am']",['e'],['je'],"['ə', 'e']",['ɑ̃'],['ti'],['as'],['əʁE'],[''],[''],"['paʁaʃ', 'v']"
dinguer,['ɔ̃'],"['s', 'ɔ̃']",['ɔ'],['sjɔ̃'],"['ɔ', 'əʁE']",['s'],"['O', 'at']",['a'],['asje'],['əʁje'],['əʁE'],['is'],"['əʁ', 'ɔ̃']",['ʁa'],['as'],[''],"['O', 'a']",[''],"['O', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],['ɔ'],['ɛ'],"['O', 'E']",['a'],"['əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']","['œ', 'əʁa']",['je'],['ɛ'],['E'],['e'],['e'],"['E', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['m'],"['O', 'e']",['je'],"['O', 'e']",['ɑ̃'],['e'],"['O', 'as']",['ɛ̃dʁE'],[''],['y'],['tapin']
diplômer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],['i'],"['O', 'at']",['ɥa'],['asje'],['əʁje'],"['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['Eɲi'],['E'],"['O', 'E']",['Eʁ'],[''],['ɔ'],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['ʁa'],['je'],['ɔ'],['nan'],['je'],['e'],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']","['ɔ', 'əʁE']",['e'],['am'],['e'],['sje'],"['E', 'e']","['O', 'ɑ̃']",['e'],['as'],"['ɔ', 'əʁE']",[''],[''],['ɑ̃fɔ̃s']
dire,['ɔ̃'],['nan'],[''],['jɔ̃'],"['ɔ', 'əʁE']",['ɥis'],['at'],"['O', 'a']",['asje'],['əʁje'],['əʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']",['ʁa'],['as'],[''],['a'],[''],"['i', 'jɔ̃']",['E'],['jE'],['E'],['Eʁ'],[''],['ɔ'],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],"['e', 'E', 'E']","['O', 'e']",['e'],['e'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],['e'],['am'],"['O', 'e']",['je'],['e'],"['ə', 'ɑ̃']","['O', 'e']",['as'],['əʁE'],[''],[''],['sakaʒ']
diriger,['ɔ̃'],"['E', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],[''],"['O', 'at']",['ja'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['sjɔ̃'],['E'],"['E', 'E']","['ə', 'E']",['Eʁ'],[''],[''],['jE'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']","['ɔ', 'əʁa']",['sje'],[''],['E'],['e'],"['O', 'e']",['e'],"['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']",['əʁE'],"['Et', 'e']",['am'],"['E', 'e']",['je'],"['O', 'e']","['ə', 'ɑ̃']",['e'],['as'],['əʁE'],[''],[''],['ʁəvɑ̃dik']
discerner,"['O', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['t'],[''],['asje'],"['ɛ', 'əʁje']",['əʁE'],['s'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['ɛ'],['a'],['i'],['jɔ̃'],['E'],['E'],['jE'],['Eʁ'],['v'],[''],['E'],['a'],"['ʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['d'],['ɛ̃'],"['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],"['t', 'e']",['am'],"['E', 'e']",['je'],['je'],['ɑ̃'],"['O', 'e']",['as'],['əʁE'],['ɔ'],[''],['kɛ̃p']
discipliner,['jɔ̃'],['ɔ̃'],['ɛ'],['jɔ̃'],"['ɔ', 'əʁE']",['s'],['ɥat'],['a'],"['O', 'asje']",['əʁje'],"['ɛ', 'əʁE']",['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['ɔ'],['a'],[''],['jɔ̃'],['E'],['jE'],['sE'],['Eʁ'],[''],['ɔ'],"['ə', 'E']",['ji'],"['ʁ', 'ɔ̃']",['əʁE'],['Etʁe'],['tiʁa'],['je'],[''],"['O', 'E']",['e'],['e'],[''],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['e'],"['O', 'am']","['O', 'e']",['sje'],['e'],['ɑ̃'],['e'],['as'],"['ɔ', 'əʁE']",[''],[''],['asɛʁvi']
disconvenir,['ɔ̃'],"['O', 'ɔ̃']",[''],"['E', 'jɔ̃']","['y', 'ʁE']",[''],['at'],['ja'],"['E', 'asje']",['əʁje'],"['ɔ', 'əʁE']",['as'],"['ɛ', 'əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",[''],['a'],[''],"['O', 'jɔ̃']","['E', 'E']",['E'],"['E', 'E']",['Eʁ'],[''],['i'],"['E', 'E']",['zi'],"['əʁ', 'ɔ̃']",['əʁE'],"['ɔ', 'əʁ', 'e']","['ɛ', 'əʁa']",['je'],[''],['E'],['ʁ'],['e'],[''],['əʁjɔ̃'],"['O', 'asjɔ̃']","['iʁ', 'E']","['E', 'e']",['am'],['e'],"['E', 'je']",['t'],['ɑ̃'],"['O', 'e']",['as'],"['ɛ', 'əʁE']",[''],[''],['siʁ']
discourir,['ɔ̃'],"['s', 'ɔ̃']",['ɛ'],"['Eɲ', 'ɔ̃']",['jɛ̃dʁE'],[''],['yt'],['a'],['sje'],"['ɔ', 'əʁje']",['əʁE'],"['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']",['ʁa'],['as'],['d'],"['E', 'a']",[''],['jɔ̃'],['E'],"['d', 'E']",['E'],"['O', 'Eʁ']",['ɛ'],[''],['nan'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']",['ʁa'],"['i', 'je']",[''],"['O', 'E']",['e'],['e'],['e'],"['dʁi', 'jɔ̃']",['sjɔ̃'],['əʁE'],"['s', 'e']",['am'],['e'],['je'],['e'],"['O', 'ɑ̃']","['ɥ', 'e']",['as'],['əʁE'],['ɛ'],['u'],['spid']
discriminer,"['O', 'ɔ̃']","['s', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['ɛ'],['at'],['a'],['asje'],['iʁje'],['əʁE'],['s'],"['əʁ', 'ɔ̃']",['dʁa'],['as'],[''],['nan'],[''],"['O', 'jɔ̃']","['ə', 'E']","['Ø', 'E']","['O', 'E']",['tiʁ'],[''],['ɛ'],['E'],"['O', 'a']","['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],['E'],['je'],['je'],['je'],['ʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],"['E', 'am']","['O', 'e']",['je'],"['O', 'e']",['jɑ̃'],"['O', 'e']",['as'],['ʁE'],[''],[''],"['kʁɑ̃p', 'n']"
discréditer,"['O', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],['i'],['at'],['a'],['jasje'],['ʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],['y'],"['o', 'jɔ̃']","['O', 'E']","['E', 'E']","['uv', 'E']","['E', 'Eʁ']",['y'],[''],['avE'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['œ', 'əʁa']",['je'],[''],['E'],['e'],['e'],['je'],['əʁjɔ̃'],['asjɔ̃'],"['ɛ', 'əʁE']","['ɥ', 'e']",['am'],['e'],['je'],"['ɥ', 'e']","['E', 'ɑ̃']",[''],"['O', 'as']",['ʁE'],[''],['s'],['ap']
disculper,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],['s'],"['O', 'at']","['Ø', 'a']",['asje'],['əʁje'],['ʁE'],"['O', 'as']","['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],['i'],"['E', 'jɔ̃']","['ə', 'E']",['E'],"['d', 'E']","['O', 'Eʁ']",['wa'],[''],['E'],"['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['y', 'je']",[''],['E'],['e'],[''],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['s', 'e']",['ɥam'],['e'],['je'],"['O', 'e']",['ɑ̃'],['e'],"['E', 'as']",['əʁE'],['ɔ'],[''],['mɔʁtif']
discutailler,"['s', 'ɔ̃']","['d', 'ɔ̃']",['i'],['sjɔ̃'],['əʁE'],[''],['at'],"['d', 'i']","['O', 'asje']",['ʁje'],['əʁE'],"['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],['y'],['jɔ̃'],['E'],['E'],['wE'],['Eʁ'],[''],['ɔ'],['E'],['a'],"['ɛ̃dʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['O', 'je']",[''],['E'],['e'],['i'],['e'],"['dʁi', 'jɔ̃']",['asjɔ̃'],"['ɛ', 'əʁE']",['e'],['am'],"['O', 'e']",['je'],"['O', 'e']",['ɑ̃'],['e'],['as'],['əʁE'],[''],['œ'],"['pil', 'n']"
discuter,"['s', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],"['ɔ', 'əʁE']",[''],['t'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['Etʁ', 'ɔ̃']",['əʁa'],['as'],['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']",['E'],['E'],['jE'],['jEʁ'],['ɔ'],[''],['sE'],['a'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɛ', 'əʁa']",['sje'],['ɛ'],['E'],['e'],['t'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['je'],['am'],['e'],"['O', 'je']",['je'],"['E', 'ɑ̃']",['e'],['as'],['əʁE'],[''],['ɛ'],['dEpɑ̃s']
disgracier,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],"['ø', 'a']",['ɥasje'],['əʁje'],['dʁE'],"['E', 'as']","['əʁ', 'ɔ̃']",['ʁa'],['tis'],['ɛ'],['a'],[''],"['O', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],['ɛ'],[''],['E'],"['E', 'a']","['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['sE'],['e'],['e'],['e'],"['ɛ', 'əʁjɔ̃']",['isjɔ̃'],['əʁE'],['e'],['am'],"['v', 'e']",['je'],['e'],['ɑ̃'],['e'],['as'],"['ɛ', 'əʁE']",[''],[''],['Ebɔʁɲ']
disjoindre,['ɔ̃'],['jɔ̃'],[''],['jɔ̃'],['əʁE'],['aɲ'],"['E', 'at']",[''],['asje'],"['u', 'ʁje']","['ɛ', 'əʁE']",['as'],"['ʁ', 'ɔ̃']",['ʁa'],"['d', 'is']",[''],['a'],[''],"['O', 'jɔ̃']","['O', 'E']",['E'],['E'],['Eʁ'],[''],['ɔ'],"['O', 'E']",['a'],"['watʁ', 'ɔ̃']","['ɛ', 'əʁE']","['əʁ', 'e']",['əʁa'],['je'],['y'],['E'],['e'],"['O', 'e']",[''],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['je'],['ɥam'],['e'],['je'],['e'],['jɑ̃'],['e'],['as'],"['y', 'ʁE']",[''],['i'],['apaʁɑ̃t']
disjoncter,"['O', 'ɔ̃']",['ɔ̃'],[''],['sjɔ̃'],"['ɔ', 'əʁE']",[''],['at'],['aly'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['ʁa'],"['O', 'as']",['ɔ'],"['E', 'a']",[''],['jɔ̃'],['E'],['E'],"['O', 'E']",['Eʁ'],[''],[''],['E'],"['E', 'a']","['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['œ', 'əʁ', 'e']","['œ', 'əʁa']",['je'],[''],['E'],"['E', 'e']",[''],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['je'],"['ə', 'am']","['O', 'e']",['je'],['y'],"['E', 'ɑ̃']",['e'],['as'],"['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['baʃ', 't']"
disloquer,"['s', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],['ɔ'],"['o', 'at']","['E', 'a']",['asje'],"['ɔ', 'əʁje']",['ʁE'],"['O', 'as']","['əʁ', 'ɔ̃']",['əʁa'],['as'],['iv'],"['O', 'a']",['ɔ'],"['ə', 'jɔ̃']",['E'],['E'],['nan'],['Eʁ'],[''],[''],['jE'],['a'],"['ʁ', 'ɔ̃']",['dʁE'],"['iʁ', 'e']",['əʁa'],['je'],['ɛ'],['E'],['e'],"['ə', 'e']",['e'],['iʁjɔ̃'],['asjɔ̃'],"['ɔ', 'əʁE']",['Eɲe'],['wam'],"['d', 'e']",['je'],['e'],['ɑ̃'],['e'],"['O', 'as']",['əʁE'],[''],['ɔ'],"['kaʁ', 's']"
disparaître,"['ə', 'ɔ̃']","['O', 'ɔ̃']",[''],"['O', 'jɔ̃']","['ɔ', 'əʁE']",[''],['at'],"['ə', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']",['as'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],['ɛ'],"['O', 'a']",[''],"['E', 'jɔ̃']",['E'],['E'],['E'],['yʁ'],[''],['ɛ'],['E'],"['E', 'a']","['ʁ', 'ɔ̃']",['əʁE'],"['ɛ', 'əʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],['E'],['ʁ'],['je'],['e'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],"['ɛ̃d', 'ʁE']",['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['s'],"['ɔ', 'əʁE']",[''],['ɔ'],"['ʁat', 'l']"
dispatcher,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['ʁje'],"['ʁ', 'E']",['s'],"['ʁ', 'ɔ̃']",['ʁa'],['ys'],['i'],['a'],['ɛ'],['jɔ̃'],['E'],"['O', 'E']","['O', 'E']","['O', 'Eʁ']",[''],['ɔ'],['E'],['a'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['ɔ', 'əʁ', 'e']",['əʁa'],['je'],[''],['E'],['tiʁ'],['e'],['e'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],"['ɔ', 'əʁE']","['O', 'e']","['O', 'am']",['e'],"['ə', 'je']","['O', 'e']","['E', 'ɑ̃']",[''],['ɥas'],['ʁE'],['y'],[''],['kɔ̃tʁakt']
dispenser,['ɔ̃'],['ɔ̃'],[''],['sjɔ̃'],['əʁE'],[''],['at'],['a'],"['E', 'asje']",['ʁje'],['ʁE'],"['Eɲ', 'is']","['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],['ɛ'],['E'],"['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['iʁ', 'E']","['əʁ', 'e']",['əʁa'],"['o', 'je']",[''],['E'],"['O', 'e']","['O', 'e']",['e'],['Etʁijɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],"['O', 'je']",['e'],"['O', 'ɑ̃']",['y'],['as'],"['ɛ', 'əʁE']",[''],['i'],['dEbɑ̃d']
disperser,['jɔ̃'],"['s', 'ɔ̃']",[''],"['t', 'jɔ̃']","['ɔ', 'əʁE']",[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['s'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],['ʁis'],[''],['a'],['ʁ'],"['iv', 'jɔ̃']",['E'],['E'],['jE'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['ʁE'],"['ɔ', 'əʁ', 'e']",['əʁa'],"['i', 'je']",[''],['E'],['e'],"['O', 'e']",[''],['ʁjɔ̃'],['ɥasjɔ̃'],['OʁE'],"['s', 'e']",['am'],['e'],['je'],['e'],['ɑ̃'],['e'],"['E', 'as']",['tʁE'],[''],"['a', 'j']",['ʁəsɔʁti']
disposer,['ɔ̃'],"['s', 'ɔ̃']",[''],['jɔ̃'],"['y', 'ʁE']",[''],['t'],"['ə', 'a']",['sje'],"['y', 'ʁje']",['ʁE'],['as'],"['ʁ', 'ɔ̃']",['əʁa'],['as'],[''],['ja'],['ɛ'],['jɔ̃'],['E'],"['O', 'E']",['EzE'],"['ə', 'Eʁ']",[''],['œ'],['E'],"['aɲ', 'i']","['ɛ', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],['ɛ'],['E'],['je'],['e'],"['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['i'],['ɑ̃'],['e'],['Ekys'],"['ɛ', 'əʁE']",[''],[''],['bʁiz']
disputer,['ɔ̃'],"['O', 'ɔ̃']",['ɔ'],['jɔ̃'],['əʁE'],['ɛ'],['at'],['ɥa'],['asje'],['əʁje'],['əʁE'],"['O', 'as']","['əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",[''],[''],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],['ɛ'],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['ɔ', 'əʁ', 'e']","['ɛ', 'əʁa']","['i', 'je']",['ɛ'],['E'],['e'],['e'],"['O', 'e']",['əʁjɔ̃'],"['E', 'asjɔ̃']",['əʁE'],['e'],['jam'],['e'],"['O', 'je']",['e'],"['O', 'ɑ̃']",['e'],['jas'],['əʁE'],['i'],[''],"['ɛ̃v', 'k']"
disqualifier,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],"['ɛ', 'əʁE']",['ɔ'],"['O', 'at']",['a'],['asje'],"['ɛ', 'əʁje']",['əʁE'],['ɥas'],"['əʁ', 'ɔ̃']",['ʁa'],['as'],[''],"['E', 'a']",[''],"['E', 'jɔ̃']",['E'],['E'],['E'],['jEʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['dʁE'],"['əʁ', 'e']",['əʁa'],"['E', 'je']",['ɛ'],['E'],"['E', 'e']",['e'],['e'],['iʁjɔ̃'],['asjɔ̃'],['ʁE'],['e'],['m'],['e'],['je'],['e'],['ɑ̃'],['e'],['s'],['əʁE'],['ɔ'],[''],"['an', 't']"
disserter,"['O', 'ɔ̃']","['E', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['s'],"['O', 'at']",['i'],"['jas', 'je']","['u', 'ʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],[''],"['t', 'i']",[''],['jɔ̃'],"['E', 'E']","['ə', 'E']",['jE'],['Eʁ'],['ɔ'],[''],['E'],['a'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['u', 'ʁa']",['je'],[''],['jE'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],"['ɛ', 'əʁE']","['s', 'e']",['m'],"['O', 'e']",['je'],['ɛ̃t'],"['O', 'ɑ̃']","['E', 'e']",['s'],['əʁE'],[''],['ɔ'],['tʁɑ̃p']
dissimiler,['ɔ̃'],"['O', 'ɔ̃']",[''],"['O', 'jɔ̃']","['ɛ', 'əʁE']",['s'],['ɛ̃t'],['a'],['asje'],"['ɛ', 'əʁje']",['əʁE'],"['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['a'],[''],['jɔ̃'],"['O', 'E']",['E'],['E'],['Eʁ'],['ɛ'],['ɔ'],"['ə', 'E']",[''],"['y', 'ʁ', 'ɔ̃']","['ɛ', 'əʁE']","['əʁ', 'e']",['dʁa'],['je'],['ɛ'],['E'],"['ə', 'n', 'iʁ']",['e'],['nan'],['ʁjɔ̃'],"['d', 'isjɔ̃']",['əʁE'],['e'],['am'],['e'],['je'],['e'],['sɑ̃'],['e'],['as'],['əʁE'],[''],['ɔ'],['eksfOl']
dissimuler,"['s', 'ɔ̃']",['ɔ̃'],['i'],['sjɔ̃'],['əʁE'],['i'],['at'],['ja'],"['O', 'asje']",['ʁje'],"['iʁ', 'E']",['as'],"['əʁ', 'ɔ̃']",['əʁa'],['s'],[''],[''],[''],"['ə', 'jɔ̃']",['E'],['sE'],['E'],"['ə', 'Eʁ']",[''],[''],"['ə', 'n', 'E']","['d', 'i']","['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']",['ʁa'],['sje'],['nan'],['E'],['e'],['e'],['e'],"['ɔ', 'əʁjɔ̃']",['visjɔ̃'],['ʁE'],"['o', 'e']",['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['navʁ']
dissiper,['jɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['tiʁje'],['əʁE'],['as'],"['ʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],['ɔ'],['a'],[''],"['O', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],['ɔ'],"['O', 'E']","['O', 'a']","['ʁ', 'ɔ̃']","['iʁ', 'E']","['əʁ', 'e']",['əʁa'],"['ə', 'je']",[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['ɛ̃t'],['ɑ̃'],['je'],['as'],"['ɔ', 'əʁE']",[''],[''],"['Ep', 'l']"
dissocier,"['Eɲ', 'ɔ̃']","['E', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['y'],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['ɛ'],['a'],[''],"['E', 'jɔ̃']",['E'],['E'],['E'],['ɥEʁ'],[''],[''],"['O', 'E']",[''],"['ɔ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ʁ', 'e']",['əʁa'],['je'],[''],['E'],"['Ø', 'e']","['E', 'e']",[''],['əʁjɔ̃'],['nan'],['əʁE'],['e'],['am'],"['O', 'e']",['je'],['je'],"['O', 'ɑ̃']",['e'],"['O', 'as']",['əʁE'],[''],['ɛ'],['ɑ̃tiʃ']
dissoudre,['ɔ̃'],"['wEa', 'Ea', 'jɔ̃']",[''],"['i', 'jɔ̃']",['ʁE'],['ɔ'],['jat'],"['ə', 'a']",['asje'],['əʁje'],['əʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],['i'],"['O', 'ɔ̃']",['E'],['E'],"['O', 'E']","['O', 'Eʁ']",[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['ʁ'],['e'],"['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['aɲe'],['am'],"['z', 'e']",['je'],['e'],['ɑ̃'],['y'],['s'],['əʁE'],[''],['ɔ'],"['sOlysj', 'n']"
dissuader,['ɔ̃'],['ɔ̃'],['ɔ'],['jɔ̃'],"['ɛ', 'əʁE']",[''],"['o', 'at']",['zi'],['sje'],['iʁje'],['ʁE'],"['e', 'E', 'as']","['əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],['ɛ'],['a'],['i'],"['O', 'jɔ̃']",['E'],['jE'],['E'],['jEʁ'],[''],[''],['E'],"['d', 'i']","['ɔ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],"['o', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']",['asjɔ̃'],"['iʁ', 'E']",['e'],['am'],['e'],"['O', 'je']","['O', 'e']",['ɑ̃'],"['o', 'e']",['as'],['əʁE'],['ɛɲ'],['E'],"['ivʁ', 'ɲ']"
disséminer,['ɔ̃'],"['O', 'ɔ̃']",['ɔ'],['jɔ̃'],"['ʁ', 'E']",[''],['wat'],['a'],['asje'],"['ɔ', 'əʁje']",['ʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['ɛ'],"['E', 'a']",[''],['jɔ̃'],['i'],['E'],"['Ø', 'E']","['E', 'Eʁ']",['ɔ'],['ɛ'],['E'],['ja'],"['əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['əʁ', 'e']","['ɔ', 'əʁa']","['i', 'je']",[''],['E'],['e'],['e'],['e'],"['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['əvʁE'],"['ə', 'e']","['t', 'im']",['e'],"['O', 'je']",['e'],['ɑ̃'],['e'],"['is', 'v']",['əʁE'],[''],[''],['ɛ̃fɔʁm']
disséquer,"['s', 'ɔ̃']",['ɔ̃'],[''],"['O', 'jɔ̃']","['iʁ', 'E']",['s'],['at'],['a'],['asje'],"['ɔ', 'əʁje']",['əʁE'],"['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],['as'],['ɛ'],['a'],['ɛ'],"['O', 'jɔ̃']",['E'],"['ə', 'E']",['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']","['iʁ', 'E']","['əʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],['E'],['e'],['e'],"['O', 'e']",['iʁjɔ̃'],['asjɔ̃'],"['ɛ', 'əʁE']",['e'],['am'],['e'],['je'],"['ə', 'e']",['ɑ̃'],['e'],"['O', 'as']","['ɔ', 'əʁE']",[''],[''],['sinif']
