,ACC.PL,ACC.SG,DAT.PL,DAT.SG,GEN.PL,GEN.SG,INS.PL,NOM.PL,INS.SG,NOM.SG,VOC.PL,VOC.SG,STEM
cevanica,['he'],['hu'],['jima'],['ju'],"['hov', 'a']",,['tima'],['be'],['som'],,['u'],"['pč', 'e']",['jalovic']
cevka,['ce'],['tAc'],['jima'],['i'],"['dac', 'a']",['la'],['adi'],"['a', 'i']",['tom'],"['tk', 'a']",['lci'],['bo'],['nemogućnost']
cevovod,['Lude'],['d'],['lima'],['jelu'],['u'],[''],['ocima'],['ci'],['em'],['d'],['i'],['če'],['klaviristic']
cevčica,"['s', 'kove']",['žAk'],['ovima'],['ti'],"['c', 'a']",,['Ludima'],['ke'],"['le', 'm']",['L'],['ga'],"['lč', 'e']",['zvjezdoznanstv']
cezura,['se'],['er'],['cima'],['sti'],"['L', 'a']","['k', 'ca']","['jeli', 'ma']","['et', 'a']","['š', 'cem']","['p', 'e']",,['hu'],['skloništ']
ciL,[''],,['hama'],"['N', 'u']","['t', 'a']",['le'],['lovima'],['me'],"['p', 'em']",['k'],['ići'],['e'],['epentez']
cicija,['le'],['Ac'],['škama'],"['k', 'cu']",['iju'],['ca'],['ađu'],['ga'],['đu'],['Ac'],['sci'],['šče'],"['put', 'r']"
cifra,"['s', 'ke']",['Ac'],['hama'],"['N', 'u']",['i'],"['z', 'a']",['om'],"['a', 'i']",['eri'],['g'],['di'],['jele'],['značajnost']
cigara,['sti'],['Ak'],"['s', 'cima']",['ti'],"['s', 'a']",['ja'],['Ludima'],['Ludi'],"['s', 'cem']",['e'],['ri'],['še'],['eon']
cigareta,['tke'],"['š', 'c', 'a']",['bama'],['eri'],"['L', 'a']",,['vima'],['me'],['ocem'],['ka'],['ri'],"['p', 'e']",['sporazum']
cigla,"['t', 'a']","['s', 'a']",['Ludima'],['etu'],"['tac', 'a']",['ke'],"['p', 'cima']","['s', 'kovi']",['šću'],['lAc'],['lci'],['go'],['mirotvor']
ciglar,"['s', 'kove']","['A', 'm']",['vama'],['sli'],['a'],['e'],['ama'],['be'],"['ć', 'cem']",['čovek'],['kovi'],['ke'],['kompozitoric']
cijeđ,['čad'],,['rima'],"['s', 'cu']","['sac', 'a']","['oc', 'a']",['ćom'],"['p', 'a']",['li'],['k'],"['n', 'a']",['je'],['maslinovin']
cikla,"['p', 'e']",['bu'],['kovima'],['ma'],"['h', 'a']",['ve'],"['a', 'ima']",['dci'],"['č', 'em']",['dAc'],['ovi'],['jele'],['bor']
ciklama,['me'],['vu'],['vama'],[''],['ki'],['e'],['mama'],['zi'],,"['L', 'a']",['ke'],['ku'],['skolasti']
ciklon,['be'],['bA'],['mima'],"['l', 'ku']","['N', 'a']",['ke'],['vama'],['be'],"['p', 'cem']",['L'],['dci'],['le'],['ametist']
ciklona,"['N', 'e']",['zAk'],['dima'],"['N', 'u']","['v', 'a']",['be'],['ćom'],"['m', 'a']","['s', 'com']",['A'],['o'],['jele'],['venčić']
ciklus,['se'],['k'],"['ć', 'cima']",['li'],,['tke'],"['š', 'cima']","['s', 'kovi']",['i'],['ga'],"['v', 'a']",['tko'],"['grab', 'L']"
cilindAr,['tke'],['zAc'],['šima'],['mi'],"['zac', 'a']","['š', 'ka']",['kima'],['čad'],['em'],['e'],['adi'],['li'],['obuć']
cimer,['li'],['st'],"['p', 'ima']","['a', 'u']","['oc', 'a']",['eri'],['hama'],['sci'],"['s', 'com']","['šk', 'a']",['i'],"['p', 'e']",['pseudonim']
cimerica,['ti'],"['k', 'c', 'a']",['tima'],['Li'],"['s', 'kov', 'a']",['ške'],['ma'],"['c', 'a']","['s', 'com']",['ga'],"['et', 'a']",['jo'],['anatom']
cimet,,['t'],"['lci', 'ma']",['zi'],['ti'],"['s', 'a']",['rima'],['ci'],"['š', 'cem']",['va'],"['j', 'a']",['e'],['obiLeživač']
cinik,['tke'],['l'],['kima'],['di'],"['ić', 'a']",['ha'],['kovima'],"['m', 'a']",['bom'],"['s', 'k']","['m', 'a']",['di'],['osvajaN']
cinizAm,['di'],['je'],"['mi', 'a']",['ci'],"['čev', 'a']",['ve'],['hovima'],"['s', 'kovi']","['zo', 'm']",['v'],['lci'],"['p', 'e']",['granat']
cipela,['li'],['g'],"['mi', 'a']","['s', 'cu']","['ak', 'a']","['š', 'ca']","['z', 'ima']","['j', 'a']","['ć', 'cem']",['ko'],['Ludi'],"['lč', 'e']",['sof']
cirkulacija,['oce'],"['L', 'a']",['lovima'],['ku'],['a'],['tke'],"['ma', 'a']",['eri'],['lom'],['st'],['Li'],['šče'],['osuđeni']
cirkus,"['ć', 'ce']",['t'],['mama'],['cu'],['čadi'],"['s', 'ka']",['nima'],['si'],"['zo', 'm']",['žAk'],"['a', 'i']",['jo'],['skladb']
cirkusant,"['k', 'ce']",['ta'],['mama'],['vu'],"['tak', 'a']",['sli'],['stima'],['sli'],['vom'],['ho'],"['c', 'a']","['s', 'ku']",['tajkun']
cirkusantica,[''],['šku'],['Lima'],['Li'],"['s', 'a']","['p', 'ca']",['im'],"['v', 'a']",['lom'],['i'],['Ludi'],['me'],['siroče']
cisterna,"['v', 'a']",,['Lima'],"['š', 'ku']","['j', 'a']",['ca'],['ćom'],['dci'],['om'],['bA'],"['s', 'kovi']",['ko'],['tucet']
citoplazma,,['e'],['rima'],"['š', 'ku']","['et', 'a']","['t', 'ka']","['k', 'cima']",['ji'],['Lu'],['bA'],['ve'],['je'],['metal']
citra,['ške'],['gu'],"['dci', 'ma']","['š', 'ku']","['gac', 'a']",['eta'],"['mi', 'a']","['a', 'i']",['cetom'],"['p', 'e']","['j', 'a']",['šče'],['terzijan']
civil,"['v', 'a']",['l'],['cima'],['sti'],"['ić', 'a']",['sli'],['ađu'],['ši'],"['s', 'kom']",['l'],['evi'],['vo'],['nestrpLivost']
civilizacija,['i'],['bu'],['gama'],['li'],['Ludi'],['oga'],"['a', 'cima']",['lovi'],['ma'],['n'],['govi'],['e'],['zloćudnost']
civiliziranost,[''],"['h', 'a']",['kima'],"['š', 'ku']",['ti'],['sli'],"['sci', 'ma']",['šci'],['ju'],['je'],"['j', 'a']",['oče'],['špur']
ciča,"['v', 'a']","['š', 'c', 'a']",['tkama'],['jelu'],['li'],,['jima'],"['et', 'a']","['a', 'om']",['čovek'],['šci'],['ško'],['šunk']
col,"['d', 'ke']",['sAk'],['sima'],"['a', 'ku']",['ava'],['oga'],['tima'],['Li'],"['ć', 'cem']",['l'],"['k', 'ci']","['t', 'ku']","['tajanst', 'v']"
crep,"['m', 'a']",['Lu'],['govima'],['tu'],"['gov', 'a']",['ta'],['tima'],['lovi'],['mo'],['vo'],['a'],['i'],['pajzl']
crevo,"['k', 'ce']","['h', 'a']",['rima'],"['s', 'cu']","['ev', 'a']","['t', 'ka']",['kovima'],['ti'],['jem'],"['p', 'e']",['evi'],['je'],['poto']
crkva,"['a', 'ke']",,['etima'],['ti'],"['sac', 'a']",['čoveka'],['sima'],"['v', 'a']","['p', 'cem']",['c'],['Ludi'],['ško'],"['pčelarst', 'v']"
crkveNak,['gove'],"['p', 'e']",['kovima'],['Lu'],"['l', 'a']","['p', 'ca']",['ovima'],['sci'],"['š', 'cem']",['vo'],['ge'],['jele'],['bodLi']
crnAc,['tke'],['u'],['kovima'],['Li'],"['ba', 'a']",['ina'],['adi'],['zovi'],"['N', 'em']",['dAc'],"['et', 'a']",['ine'],['skolasti']
crnogorica,['čad'],['vu'],"['a', 'cima']","['š', 'ku']","['n', 'a']","['š', 'ca']",['tima'],['Ludi'],['čovekom'],['v'],['e'],"['p', 'e']",['Denaz']
crnokošuLaš,['ške'],"['k', 'a']","['mi', 'a']","['s', 'ku']","['k', 'a']","['L', 'a']",['škama'],['i'],['ma'],['Ak'],['oci'],,['racionalizacij']
crnorizAc,['tke'],['gu'],['jama'],['inu'],"['lac', 'a']",['le'],"['ma', 'a']","['h', 'a']",['gom'],['mo'],['eri'],['ne'],['kLuč']
crnčuga,['ke'],['žAc'],"['mi', 'a']",['jelu'],"['j', 'a']",['ge'],['lima'],['ovi'],"['s', 'kom']",['ka'],['čevi'],['oče'],['lai']
crta,['zove'],"['p', 'c', 'a']",['ocima'],['sti'],"['gac', 'a']",['la'],['ma'],"['n', 'a']","['l', 'kom']",['z'],['oci'],['o'],['ranic']
crtež,['oce'],['čoveka'],['Lama'],"['t', 'ku']","['dac', 'a']","['š', 'ka']","['k', 'cima']",['ci'],['i'],"['s', 'k']",['lci'],"['a', 'če']",['burk']
crtica,['ću'],['čoveka'],"['ići', 'ma']",['gu'],"['tac', 'a']","['š', 'ca']",['slima'],"['n', 'ovi']",['ri'],['n'],[''],"['ćč', 'e']",['raž']
crv,"['et', 'a']",['dAk'],['vama'],['vu'],['adi'],"['n', 'a']",['im'],"['p', 'ci']",,['sAk'],"['s', 'kovi']",['di'],['žet']
crvendać,['sti'],"['s', 'k']",['škama'],['cetu'],"['ac', 'a']","['L', 'a']","['p', 'cima']",['ti'],['mo'],['ka'],"['a', 'ci']","['pč', 'e']",['odmetni']
crvenperka,['se'],"['k', 'a']",['im'],"['š', 'cu']",['a'],['ina'],"['N', 'ima']",['dci'],['bom'],['ce'],['ćo'],['ine'],['dendrologij']
crvojedina,['ću'],"['a', 'a']",['tkama'],['mu'],"['dac', 'a']","['s', 'ca']",['om'],"['p', 'ci']",['ri'],['l'],['Li'],['e'],['rekonstrukcij']
crvotočina,"['s', 'kove']",['a'],['škama'],['ocu'],"['žac', 'a']",['ške'],['nima'],['je'],['i'],['A'],['zi'],['že'],['dlakavost']
cunami,['hove'],['e'],['dima'],['cetu'],['Ludi'],['ka'],['tima'],['oci'],['jom'],['vo'],['sci'],['sli'],['nemoć']
cura,['ga'],['ku'],['Lima'],['ci'],"['gac', 'a']",[''],"['š', 'cima']","['n', 'ovi']",[''],['Ak'],"['ć', 'ci']",['tko'],['rezbar']
curetAk,['eve'],['ta'],['cima'],['i'],['i'],['sli'],['jima'],['ri'],['lom'],['ćAc'],['sci'],['Ao'],['situacij']
curica,['oce'],['ko'],['ima'],['ju'],"['tak', 'a']",['ina'],['im'],['sli'],"['a', 'kom']",['ma'],['oci'],['ke'],['gusar']
cvat,"['s', 'ke']",['sAk'],"['dci', 'ma']",['gu'],['i'],['sli'],"['sci', 'ma']",['ići'],"['p', 'em']","['tk', 'a']",['jeli'],['sli'],['prin']
cvek,"['p', 'ce']","['s', 'a']",['govima'],['Li'],[''],['je'],['tkama'],['ke'],"['N', 'em']",['e'],['me'],['le'],['podnebL']
cvekla,['di'],['t'],['hovima'],['šci'],['sti'],"['č', 'ca']",['dima'],['ga'],"['s', 'com']",['tAc'],"['k', 'ci']",['ho'],['opštin']
cvet,['di'],['l'],"['jeli', 'ma']",['ku'],"['tac', 'a']",['i'],['škama'],['le'],['mom'],['bA'],"['p', 'a']",['ine'],['zgod']
cvetAk,['be'],['zAc'],['tima'],['mi'],['ga'],"['n', 'a']","['scim', 'a']",['ve'],['inom'],['L'],"['p', 'ci']",['ko'],['kaput']
cvetača,"['N', 'e']",['u'],"['ma', 'a']","['N', 'u']",['ti'],['a'],['hama'],[''],"['s', 'com']",['Ao'],['je'],"['t', 'ku']",['peteL']
cvećar,['čad'],"['g', 'a']","['šci', 'ma']",['vi'],"['čev', 'a']","['o', 'ka']",['em'],"['s', 'kovi']","['s', 'cem']",['vo'],"['et', 'a']","['pč', 'e']",['kupol']
cvećarstvo,['kove'],['šku'],['cima'],['Lu'],['di'],"['jel', 'a']","['a', 'ima']",['me'],"['ć', 'cem']","['tk', 'a']",['ići'],['ho'],['žag']
cviker,"['t', 'a']",['Ao'],['tkama'],['ci'],"['ov', 'a']",['la'],"['a', 'ima']",['ća'],"['ć', 'cem']",['Ak'],['tke'],['e'],['sebičNa']
cvilež,"['k', 'ce']",['k'],"['scim', 'a']","['š', 'ku']",['gu'],['li'],"['mi', 'a']",['si'],"['p', 'em']",['sAk'],['čevi'],['hu'],['svađ']
cvrčAk,"['a', 'ke']","['s', 'k']","['N', 'ima']",['oj'],"['N', 'a']",['eta'],"['z', 'ima']",['ge'],['ocem'],['io'],"['n', 'a']",['me'],['mešan']
daLina,['hove'],['h'],['bama'],['eri'],"['dac', 'a']",['he'],"['k', 'cima']",['eri'],"['p', 'cem']",['lAc'],['li'],['ri'],['akumulacij']
dabAr,['le'],"['L', 'a']",['ma'],"['t', 'ku']","['j', 'a']","['oc', 'a']","['dci', 'ma']","['et', 'a']",['šću'],['lAk'],"['k', 'ci']",[''],['motiv']
dadaist,['love'],"['p', 'c', 'a']",['sima'],['ma'],"['zak', 'a']","['k', 'ca']",['dima'],['li'],['čovekom'],['in'],['ši'],['ho'],['apozicij']
dadaizAm,['i'],['sAc'],['jima'],['lu'],['li'],['ca'],['adi'],['ad'],['li'],['zAc'],['eri'],['e'],['karton']
dadiLa,['ške'],"['N', 'a']",['ći'],"['a', 'u']",['staka'],"['jel', 'a']",['kama'],['tke'],['i'],['ho'],,['ri'],"['stanovništ', 'v']"
dagNa,"['p', 'a']",['Ac'],"['ć', 'cima']","['š', 'cu']",['staka'],['ve'],['mima'],['šci'],"['a', 'om']",['go'],['me'],['ke'],['suglasni']
dah,['ge'],"['A', 'm']",['vama'],['ku'],"['ov', 'a']","['š', 'ka']",['slima'],"['a', 'i']",['gom'],['ma'],['ga'],['te'],['žiteL']
dahtaj,"['t', 'a']",['tAk'],"['dci', 'ma']",['oj'],['će'],['he'],"['lci', 'ma']",['me'],['mo'],['L'],['čadi'],"['a', 'u']",['mod']
daiDa,['čad'],['d'],"['a', 'ima']","['a', 'u']","['t', 'a']","['a', 'ka']","['s', 'kovima']",['ići'],['u'],['k'],['si'],['a'],['prolaz']
daiDinica,"['d', 'ke']",['bA'],['mima'],"['s', 'ku']",[''],['eta'],['mima'],['ci'],['tkom'],['go'],['a'],['ku'],['detonacij']
daire,['ši'],['mo'],['kama'],['ju'],"['gac', 'a']",['di'],['lovima'],['tke'],['li'],['tac'],['li'],['di'],['kNigovodstv']
daktil,['eve'],"['a', 'a']","['mi', 'a']",['di'],"['a', 'a']","['jel', 'a']","['a', 'cima']",['ši'],['ma'],['gAc'],['eri'],"['s', 'ku']",['prLav']
daktilograf,['e'],['bu'],['mima'],['nu'],['će'],"['o', 'ka']",['em'],"['m', 'a']",['bom'],['ga'],['hovi'],['ko'],['samur']
daktilografkiNa,[''],"['L', 'a']",['škama'],['sli'],,['ma'],['šima'],['me'],['som'],['A'],['be'],['ško'],['brbLivost']
dalekovod,['zove'],['gu'],['govima'],['u'],"['zov', 'a']",[''],['kima'],"['p', 'i']","['l', 'kom']",['io'],"['m', 'a']",['Lu'],"['heroiz', 'm']"
dalekozor,['ke'],['žAk'],"['a', 'cima']",['hu'],"['ac', 'a']",[''],['kama'],['tke'],"['s', 'cem']",['sAc'],"['t', 'a']","['pč', 'e']",['kupler']
daltonist,['he'],"['s', 'k']",['kovima'],"['a', 'u']",['će'],['le'],"['šci', 'ma']",['evi'],['om'],['h'],['ri'],['Ao'],['sumNiv']
dama,"['p', 'a']",['e'],"['s', 'kovima']",['jelu'],"['dac', 'a']",['ha'],['slima'],['he'],['vom'],['st'],['Ludi'],['lu'],['jasmin']
dan,['ke'],['go'],"['lci', 'ma']",['lu'],['ava'],['tke'],['im'],['sci'],['ću'],['k'],"['N', 'i']",['eri'],['nevinost']
današNica,"['p', 'e']","['s', 'c', 'a']",['stima'],['cetu'],"['et', 'a']",['he'],['ćom'],"['j', 'a']","['k', 'cem']","['s', 'k']",['ga'],['li'],['otklon']
daoizAm,"['a', 'e']",['ho'],"['s', 'kovima']",['cetu'],['staka'],['ta'],['lovima'],['sli'],"['jel', 'om']",['dAk'],['govi'],['ti'],['katedral']
dar,['je'],['žAc'],['nima'],"['l', 'ku']","['zov', 'a']",['čoveka'],['ocima'],['ri'],['bom'],"['tk', 'a']",['ga'],['i'],['arbun']
darivalAc,['jele'],['tAk'],['mama'],"['l', 'ku']",['ama'],['eta'],['nima'],['ri'],['ću'],['st'],,['jele'],"['akcen', 't']"
darodavAc,['ke'],['l'],['čadi'],['di'],['i'],"['š', 'ca']","['šci', 'ma']",['dci'],"['le', 'm']",['ho'],['dci'],['sli'],['nerealnost']
darovitost,['ke'],['ne'],['etima'],['ome'],"['dac', 'a']",['je'],['rima'],['me'],"['č', 'em']",['bA'],['hovi'],['oče'],"['pleć', 'k']"
darvinist,['le'],['ku'],['Lama'],['ri'],['sti'],['ške'],['bama'],"['n', 'ovi']","['s', 'kom']",['žAc'],"['p', 'i']",['če'],['baht']
daska,['love'],['čoveka'],['im'],['sli'],"['zac', 'a']","['L', 'a']",['kovima'],['šci'],['tom'],['c'],['zovi'],,['strpLeN']
dativ,['hove'],"['N', 'a']","['sci', 'ma']",['mi'],['a'],"['N', 'a']",,['a'],['ma'],['bAc'],['zi'],['šče'],['seps']
datoteka,"['s', 'ce']",['dAc'],['jama'],['Li'],"['zov', 'a']","['s', 'ka']",['čađu'],['eri'],"['k', 'cem']",['st'],['ke'],"['p', 'e']",['lubaN']
datuLa,['sti'],"['k', 'c', 'a']",['dima'],['bi'],"['et', 'a']",['me'],['erima'],['sci'],[''],['čovek'],"['t', 'a']",['u'],['kritičnost']
datum,"['ć', 'ce']",['ko'],['rima'],['ocu'],['ri'],['a'],['vama'],"['p', 'i']",['inom'],['tAk'],['di'],"['ćč', 'e']",['cestarin']
davalAc,['Lude'],"['a', 'a']","['sci', 'ma']",['eri'],"['lak', 'a']","['s', 'a']","['p', 'cima']",['ve'],['Lom'],['g'],"['s', 'kovi']","['ćč', 'e']",['ptić']
davnina,['jele'],['ta'],"['zi', 'ma']",['ci'],['ti'],"['v', 'a']","['N', 'ima']",['si'],['hom'],['z'],['le'],['u'],['kom']
daščica,['eve'],['a'],['ma'],"['l', 'ku']","['s', 'kov', 'a']","['p', 'a']","['šci', 'ma']",['ga'],['mom'],"['tk', 'a']",['tke'],['tko'],['turbopauz']
dažbina,"['p', 'ce']",['mo'],['ma'],['ku'],['ama'],"['š', 'ca']",['ćom'],['evi'],"['š', 'cem']",['tAk'],"['k', 'ci']",['bo'],['derivacij']
dažd,['ke'],['ho'],"['ma', 'a']",['hu'],['di'],"['v', 'a']",['čevima'],"['p', 'i']","['š', 'cem']",['zAc'],['govi'],['ri'],['grupNa']
daždevNak,['jele'],['t'],['Lama'],['Li'],['li'],['je'],['Lama'],['ve'],['som'],['ma'],['čevi'],['me'],['sirotišt']
debLina,"['a', 'e']",[''],['Ludima'],['Lu'],"['ić', 'a']",['i'],['nima'],['Ludi'],['šLu'],['stAk'],['ke'],['ri'],['homofonij']
debata,['di'],"['j', 'a']",['mama'],['sti'],"['sac', 'a']","['jel', 'a']",['vima'],['ke'],['ću'],['sAo'],"['p', 'ci']",['li'],['kraniologij']
debeLko,['ge'],['Ac'],['Ludima'],"['a', 'ku']","['k', 'a']",['oga'],"['sci', 'ma']",['i'],"['N', 'em']",['va'],['ke'],['jele'],['cenzur']
debelokožAc,"['a', 'ke']",['ko'],['hama'],['sli'],"['lov', 'a']",['ha'],['Lima'],['be'],['ma'],['zAc'],['ki'],['le'],"['konstruktiviz', 'm']"
debi,[''],['Ac'],['jama'],['ocu'],"['c', 'a']",['li'],['zovima'],['ke'],"['p', 'om']",[''],"['h', 'a']","['pč', 'e']",['rodoLub']
deblo,['sti'],['l'],['čadi'],['ome'],"['ba', 'a']","['s', 'ca']",['cima'],"['v', 'a']",['šLu'],['Ao'],['ge'],['tko'],['istinoLubL']
deceleracija,['eri'],['lAk'],['šima'],['si'],"['hov', 'a']",['čoveka'],['ađu'],"['m', 'a']",['đu'],,"['p', 'ci']",,['poslani']
decembAr,['le'],['dAc'],['Ludima'],"['a', 'u']",['ki'],['tke'],['zovima'],['ke'],"['jel', 'om']",['ce'],['ši'],['sli'],['lijev']
decenija,"['N', 'e']",,"['mi', 'a']","['p', 'u']","['s', 'a']",['a'],"['dci', 'ma']","['c', 'a']",['ma'],"['j', 'a']","['n', 'a']",['e'],['cimet']
decigram,['ve'],"['L', 'a']","['sci', 'ma']","['p', 'u']","['zov', 'a']",['eri'],['slima'],['ad'],['mo'],['ho'],['li'],['ce'],['inćun']
decimetAr,"['a', 'ke']",['sAo'],['kima'],['inu'],"['a', 'ak', 'a']","['L', 'a']",['gama'],['si'],['u'],['dAc'],['čevi'],,['tela']
ded,['e'],['k'],['bama'],['ku'],['sti'],['ve'],['ovima'],['ad'],"['jel', 'om']",['c'],"['ć', 'ci']",['še'],['odrod']
deda,['hove'],"['g', 'a']",['hovima'],['Li'],['staka'],"['L', 'a']",['im'],['lovi'],['kom'],"['h', 'a']","['j', 'a']",['če'],['paleontolo']
dedukcija,['li'],['st'],['škama'],['bi'],"['hov', 'a']",['ke'],['lovima'],['lovi'],['ću'],"['tk', 'a']",['čevi'],['bo'],['učiteLic']
def,['me'],"['A', 'm']",,"['a', 'ku']",['ci'],"['N', 'a']",['kima'],['ci'],"['l', 'kom']",['a'],,['jo'],['artiLerij']
defekt,"['v', 'a']",['ne'],"['ići', 'ma']",['di'],"['t', 'a']",['i'],"['jeli', 'ma']","['h', 'a']","['p', 'cem']",['tac'],['je'],['i'],['šipar']
defetist,['ke'],['gu'],"['ć', 'cima']","['t', 'ku']",,"['s', 'a']",['cima'],"['č', 'ci']",['vom'],,['ve'],['ine'],['uvid']
defetistkiNa,['ove'],"['k', 'c', 'a']",['kama'],['ti'],"['tak', 'a']",['di'],['erima'],"['m', 'a']",['u'],['ce'],['si'],"['pč', 'e']",['napadač']
defetizAm,['ove'],"['z', 'a']",['tkama'],['hu'],"['jel', 'a']","['n', 'a']",['vima'],['oci'],['ma'],['zAk'],['he'],['Lu'],['zaštitnic']
deficit,['ce'],['vu'],"['lci', 'ma']","['N', 'u']",['ju'],"['š', 'ca']",['Lima'],"['k', 'ci']",['eri'],['je'],"['a', 'i']",['u'],['šLa']
defile,['tke'],"['t', 'k', 'a']",['kama'],['ocu'],"['hov', 'a']","['t', 'ka']",['dima'],[''],['inom'],['go'],['di'],['oče'],['ratobornost']
definicija,"['n', 'a']","['t', 'k', 'a']","['jeli', 'ma']",['li'],"['s', 'kov', 'a']","['š', 'ca']","['zi', 'ma']",['jeli'],['tom'],['žAk'],['di'],['li'],['neistin']
deflacija,['tke'],['ku'],['stima'],['bi'],"['n', 'a']","['k', 'ca']","['šci', 'ma']","['t', 'a']",['đu'],['lAc'],['he'],"['t', 'ku']",['sramot']
degenek,['čad'],['o'],"['š', 'cima']",['tu'],['čadi'],"['o', 'ka']",['dima'],['je'],['šLu'],['zAk'],"['t', 'a']",['sli'],['međic']
degenerik,['kove'],['d'],['kovima'],['mu'],['ju'],['ga'],"['sci', 'ma']",['a'],['nom'],['Ac'],,['ju'],['simpatičnost']
deizAm,"['s', 'ce']",['ta'],,['di'],"['c', 'a']",['ta'],['sima'],['ad'],"['a', 'kom']","['s', 'k']",['ške'],['ne'],['pekar']
dekada,['ri'],['mo'],['i'],"['s', 'cu']",['daka'],['ve'],"['N', 'ima']","['j', 'a']",['cem'],['i'],"['n', 'a']","['ćč', 'e']",['boravišt']
dekagram,['li'],"['oc', 'a']",['Lama'],['su'],['ava'],"['n', 'a']","['a', 'cima']",['ići'],['inom'],['z'],"['n', 'a']",['ho'],['trovateL']
dekan,['sti'],['ne'],"['p', 'cima']",['etu'],"['oc', 'a']",['ta'],['slima'],['si'],['etom'],"['s', 'k']","['h', 'a']",['ke'],['usisivač']
deklaracija,"['v', 'a']",['dAc'],"['s', 'kovima']","['k', 'cu']","['al', 'a']",['he'],"['a', 'ima']",['di'],"['s', 'kom']",['sAk'],['di'],['ku'],['cirkusantic']
deklinacija,['a'],['ćAc'],"['jeli', 'ma']",['bi'],"['a', 'a']",['le'],['rima'],['ji'],['cem'],"['p', 'e']",['i'],['Lu'],['noćeN']
dekontaminacija,"['ć', 'ce']",['lAk'],"['ma', 'a']",['šci'],"['tac', 'a']",,"['zi', 'ma']","['m', 'a']",['gom'],['tac'],['ke'],"['ćč', 'e']",['suruDij']
dekret,['le'],"['A', 'm']","['ć', 'cima']",['inu'],"['s', 'a']",['ti'],"['dci', 'ma']","['p', 'a']","['p', 'om']",['in'],"['s', 'kovi']",['če'],['žag']
delatnica,"['h', 'a']","['A', 'm']",['nima'],"['a', 'ku']","['k', 'a']","['š', 'ca']",['ađu'],,"['p', 'om']",['sAo'],['me'],"['pč', 'e']",['verač']
delatnik,['ri'],"['j', 'a']",['evima'],['ti'],['sti'],['ca'],['ima'],['ci'],['i'],['vo'],['sli'],['le'],['čeLade']
delatnost,['gove'],['st'],['dima'],['zi'],"['al', 'a']",['eri'],['ađu'],"['n', 'a']",['ocem'],['vo'],['kovi'],['bo'],['akromegalij']
delegacija,['eri'],['tAc'],"['jeli', 'ma']",['ri'],"['s', 'a']",['ge'],['slima'],['evi'],['em'],['ga'],"['p', 'a']",['je'],['vinar']
delfin,,['sAk'],['evima'],['čoveku'],['sti'],"['š', 'ca']",['Lama'],"['c', 'a']","['a', 'om']",['A'],['ove'],['di'],['omladin']
delikatesa,['čeve'],['šku'],['evima'],['etu'],"['t', 'a']",['ri'],"['jeli', 'ma']",['Ludi'],['lom'],['h'],"['et', 'a']",['ju'],['tamburaš']
delikatnost,['he'],['ju'],['mima'],['hu'],['sli'],['ga'],['mima'],['si'],['đu'],"['p', 'e']",['lovi'],['a'],['pekar']
delikt,['čeve'],['čoveka'],['erima'],['Li'],['ti'],['ve'],['om'],['ća'],"['jel', 'om']",['lAk'],['ki'],['sti'],['zamenic']
delinkvent,['ti'],['l'],"['N', 'ima']",['oj'],['ga'],['je'],['govima'],['je'],['mo'],"['šk', 'a']",['ji'],['ju'],['jargovan']
delić,"['h', 'a']",['sAc'],['govima'],['cetu'],"['j', 'a']",['a'],['dima'],"['m', 'a']",['com'],['Ac'],['je'],['eri'],['odštet']
delo,"['p', 'e']","['A', 'm']",['lima'],['si'],"['a', 'a']",['sti'],['kima'],['le'],"['s', 'cem']",['g'],"['n', 'a']","['ćč', 'e']",['ruševnost']
delta,['iće'],"['k', 'c', 'a']",['nima'],['zu'],"['oc', 'a']",['sli'],['erima'],['ga'],['ju'],['o'],['jeli'],['Ao'],['čav']
demagog,"['k', 'ce']",['ina'],"['scim', 'a']",['vi'],"['sak', 'a']",['i'],"['s', 'kovima']",['ke'],['lom'],['sAo'],['jeli'],['še'],['futur']
demagogija,"['c', 'a']","['j', 'a']",['lima'],['ju'],"['tac', 'a']",['ka'],['tkama'],['si'],['etom'],['go'],['ji'],['te'],['brest']
demanti,"['ć', 'ce']",['dAk'],['ovima'],['Lu'],['ri'],"['a', 'ka']",['ađu'],['ci'],"['a', 'om']",['tac'],"['N', 'i']",['me'],"['samoubojst', 'v']"
demilitarizacija,"['s', 'kove']",['zAk'],['škama'],['oj'],"['tak', 'a']","['oc', 'a']","['mi', 'a']",['sli'],"['s', 'cem']",['n'],['o'],['a'],['toLa']
deminutiv,['li'],['sAc'],['kama'],['di'],"['žak', 'a']",['ve'],,['ge'],['gom'],['ga'],['ji'],['še'],['imam']
demižon,['kove'],"['p', 'e']",['kovima'],"['p', 'u']",['u'],"['s', 'ka']",['adi'],['ti'],"['jel', 'om']",['stAk'],['i'],['ne'],['otvor']
demokracija,['ši'],"['s', 'c', 'a']",['slima'],['nu'],['ti'],['ve'],"['z', 'ima']",['ke'],['tom'],['sAo'],['govi'],['mo'],['praistorij']
demokrat,"['s', 'ce']",['bu'],"['ići', 'ma']",['cu'],['ju'],"['t', 'ka']","['ć', 'cima']","['et', 'a']",['i'],['čovek'],"['p', 'i']",['ine'],"['neologiz', 'm']"
demokratija,,['st'],['zovima'],['oj'],"['oc', 'a']",['ve'],['lima'],"['k', 'ci']",['tom'],['tac'],['u'],['o'],"['manev', 'r']"
