,ACC.PL,ACC.SG,DAT.PL,DAT.SG,GEN.PL,GEN.SG,INS.PL,NOM.PL,INS.SG,NOM.SG,VOC.PL,VOC.SG,STEM
fakin,['e'],['ina'],['ama'],['u'],['a'],['a'],['ima'],['e'],['om'],[''],['e'],['že'],['šLivovic']
fakinarija,['ke'],['u'],['mama'],['ku'],['a'],['ke'],['ama'],['i'],['om'],['o'],['e'],['če'],['zor']
fakinaža,['e'],['u'],"['mi', 'a']",['i'],"['j', 'a']",['e'],['stima'],['ci'],['kom'],[''],,['i'],['motrišt']
fakinka,,['h'],['ama'],['ku'],['a'],['sti'],['ima'],['e'],['mo'],['a'],['ci'],['e'],['inat']
fakinčić,,[''],['ima'],"['s', 'ku']",['a'],['a'],['vama'],['zovi'],['om'],['a'],['e'],['vo'],['cevovod']
fakir,['ke'],['u'],['ima'],['ci'],"['k', 'a']",['ka'],['ima'],,['i'],['a'],['e'],['o'],['keL']
fakt,['e'],[''],['ima'],['u'],['ga'],['a'],['ima'],['a'],['cem'],['k'],['ovi'],['e'],['monotonij']
faktor,['i'],['d'],['ama'],['i'],,['a'],['ama'],['e'],['om'],[''],['e'],[''],['titraj']
fakultet,['e'],"['c', 'a']",['ima'],['u'],['a'],['a'],['cima'],['ci'],['om'],['a'],['e'],['e'],['izlečivost']
fala,['e'],[''],['ima'],['i'],['a'],['a'],['ama'],['ci'],['om'],['a'],['e'],['u'],['ceremonijal']
falos,['ke'],['u'],['ocima'],['u'],['a'],['a'],['ima'],,['om'],[''],['e'],['e'],['kovče']
falset,['e'],['o'],['ama'],['i'],['a'],['a'],['erima'],['e'],['kom'],[''],['zi'],['o'],['verand']
falsifikacija,['ove'],['u'],['stima'],['u'],['sti'],['a'],['ama'],,['etom'],[''],['ci'],['e'],['đilkoš']
falsifikat,['e'],['a'],['ima'],['i'],,['e'],['ima'],['a'],['em'],['a'],['i'],['o'],['štafelaj']
falsifikator,['ke'],['e'],['kama'],['ku'],['a'],['a'],['ama'],['i'],['i'],['k'],['tke'],['o'],['podsvest']
falus,['ke'],['a'],['im'],['u'],"['ac', 'a']",['a'],['ima'],['i'],['om'],['a'],['ke'],['o'],['usisivač']
familija,['e'],[''],['cima'],['i'],['a'],['ma'],['ima'],['i'],['om'],['k'],['a'],['sti'],"['ekskremen', 't']"
fanatik,['ge'],['a'],['cima'],['i'],,['e'],['kama'],['ci'],['om'],['a'],['i'],['če'],['žohar']
fanta,['e'],['A'],['ima'],['i'],"['ov', 'a']",['i'],['ama'],['i'],['om'],['o'],['sti'],['ko'],['anglisti']
fantazija,['eve'],[''],['ama'],['i'],['ava'],['e'],,['e'],['mo'],[''],['e'],['o'],['ručni']
fantazma,['ke'],['A'],,['li'],['a'],['ca'],['ama'],['e'],['cem'],['A'],,['o'],['banan']
fantazmagorija,['sti'],[''],['ima'],['i'],,['ka'],['ima'],['i'],['em'],['a'],['ovi'],['če'],['lovokradic']
fantiteL,['e'],['o'],['cima'],['u'],['a'],['e'],['ima'],,['em'],[''],['i'],['sti'],['autostrad']
fantom,['e'],[''],['ama'],['i'],['a'],['ga'],['ima'],['e'],['i'],['sAk'],['e'],['u'],['bov']
faraon,['e'],['u'],['ima'],['i'],['a'],['a'],,['i'],['om'],['A'],['e'],['o'],['zmijurin']
farba,,"['c', 'a']",['ama'],['i'],"['a', 'a']",['e'],['ima'],['ke'],['om'],[''],['i'],['če'],['vetrić']
farma,['e'],['u'],['ima'],['ku'],"['ev', 'a']",['e'],['cima'],['ke'],['om'],['A'],['e'],['go'],['vozil']
farmakolog,['a'],['u'],['cima'],['u'],['a'],['i'],['ama'],['i'],['om'],['a'],['i'],['e'],['deponij']
farmer,['e'],['u'],['lima'],['i'],['a'],['e'],['ovima'],['e'],['Lom'],[''],['ke'],['i'],['dekad']
fasada,['e'],['k'],,['gu'],['a'],['ca'],['ama'],['ci'],['om'],['k'],,['e'],"['očinst', 'v']"
fascikl,['e'],[''],['ima'],['u'],['a'],['a'],['ama'],['ovi'],['gom'],[''],,['o'],"['ves', 'l']"
fascinacija,['e'],['u'],['ama'],['i'],['a'],['e'],['cima'],['e'],['gom'],[''],['i'],['če'],['popularizacij']
fatalist,,[''],['ama'],['ci'],['a'],['a'],['ama'],['i'],['om'],[''],['ci'],['o'],['voja']
fatalizAm,['ke'],['u'],['evima'],['u'],['a'],['e'],['ima'],['i'],['cem'],[''],['ke'],['u'],['stagnacij']
fatum,['ove'],['a'],['ima'],['i'],['a'],['a'],['ama'],,['om'],['a'],['e'],['e'],['jez']
favorit,['e'],['u'],,['i'],['a'],['e'],,['ci'],['om'],[''],['i'],['o'],['bezbo']
fazan,['ove'],[''],['ima'],['i'],['a'],['e'],,,['šću'],[''],['si'],['če'],['balans']
fašist,['a'],[''],['ovima'],['u'],['a'],['e'],['kama'],['e'],['kom'],['tAk'],['ci'],['če'],['autentično']
fašizAm,['e'],[''],['ima'],['u'],"['h', 'a']",['e'],['ama'],['ci'],['cem'],[''],['e'],['u'],['dalekovidnost']
fašnik,['e'],['u'],['cima'],['i'],['a'],['e'],,['i'],['em'],['a'],['zovi'],['e'],['radN']
feLton,['e'],[''],['ima'],['u'],"['ac', 'a']",['a'],['ama'],['ci'],['om'],[''],['ci'],['o'],['krtic']
feNer,['e'],"['k', 'a']",,['i'],['di'],['a'],['ama'],['i'],['om'],['a'],['e'],['o'],['polen']
februar,['ve'],['o'],"['dci', 'ma']",['i'],['a'],['a'],['ima'],['e'],['om'],[''],['ovi'],['o'],['ptic']
feder,['a'],['u'],['ovima'],['u'],"['ac', 'a']",['e'],['ima'],,['om'],['a'],['ci'],['če'],['gubi']
federacija,['e'],['tAk'],['cima'],['gu'],['a'],['a'],['ama'],['e'],['kom'],['ka'],['i'],['e'],['korisni']
federalist,['ke'],[''],['ima'],['i'],"['ov', 'a']",['ka'],"['sci', 'ma']",['i'],['om'],[''],['i'],['e'],['smol']
fekalije,['e'],['a'],['ima'],['i'],['a'],['e'],['ama'],['ovi'],['om'],['a'],['e'],['če'],['prohibicij']
fen,['le'],['o'],['kama'],['ku'],"['ac', 'a']",['ka'],['ama'],,['om'],['a'],['sci'],['če'],"['individualiz', 'm']"
feniks,,[''],['ima'],['i'],['a'],['a'],['ovima'],['e'],['mo'],['a'],,['o'],['svetiteL']
fenomen,['e'],"['c', 'a']",['ama'],['i'],['a'],['a'],,['e'],['om'],['e'],['a'],['e'],['kriminolo']
ferije,['e'],"['k', 'a']",['ima'],['u'],['a'],"['n', 'a']",['ama'],['i'],['lom'],[''],['i'],['če'],"['magist', 'r']"
festival,['e'],[''],['ama'],['cu'],"['ak', 'a']",['a'],['ima'],['e'],['kom'],[''],['e'],['o'],['ispitivaN']
feta,['sti'],['u'],['ocima'],['u'],['a'],['e'],['ama'],['i'],['cem'],['a'],['ci'],['o'],['pristojnost']
fetiš,['e'],['e'],['ima'],['ku'],"['ov', 'a']",['a'],['ima'],['e'],['om'],[''],,['o'],['tovar']
fetus,['e'],[''],['ama'],['u'],['a'],['a'],['ama'],['i'],['com'],['a'],,['i'],['očaj']
feudalAc,,[''],['cima'],['ci'],,['ca'],['ima'],,['om'],['a'],['ci'],['o'],['duN']
fešta,['e'],['u'],['cima'],['u'],['a'],['e'],,['e'],['om'],['a'],['i'],['ko'],['polutam']
fibula,['e'],[''],['ama'],['i'],"['ak', 'a']",['a'],['ama'],['e'],['om'],['k'],['i'],['sti'],['bezobrazlu']
figura,['e'],['e'],['ama'],['i'],"['ov', 'a']",['a'],,['e'],['om'],['a'],['a'],['o'],['februar']
figurica,['e'],['o'],['ama'],['i'],"['t', 'a']",['a'],['ima'],['e'],['om'],[''],['ci'],['e'],['astrobiologij']
fijaker,['e'],['u'],['ovima'],['u'],['a'],['a'],['ama'],['i'],['em'],['a'],['i'],['i'],['milion']
fijasko,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['i'],['gom'],[''],['e'],['o'],['bezrazložnost']
fijola,['e'],['Ac'],['ama'],['cu'],['a'],['e'],,['ci'],['om'],['d'],['e'],['e'],['akupunktur']
fikcija,['e'],[''],['ama'],['u'],"['ac', 'a']",['a'],['ima'],['e'],['om'],[''],['e'],['o'],['grandioznost']
fil,['e'],['u'],['ovima'],['i'],['a'],['a'],['ima'],['i'],['om'],['Ac'],['i'],['ko'],['virolo']
filDan,,[''],,['u'],"['a', 'a']",['a'],['ima'],['ci'],['kom'],[''],['e'],['o'],['racionalizacij']
filantrop,['e'],[''],['ovima'],['i'],['a'],['i'],,['ci'],['kom'],['a'],,['u'],['stan']
filantropija,['ke'],['u'],,['i'],['a'],['a'],,['e'],['om'],[''],['i'],['če'],"['pjes', 'n']"
filantropkiNa,['e'],"['k', 'a']",['ama'],['u'],,['a'],['ima'],['ovi'],['om'],[''],,['o'],['akceleracij']
filc,['e'],['u'],['ama'],['u'],,['a'],['ima'],['a'],['om'],[''],['i'],['u'],['elektron']
film,,['a'],['ama'],['i'],['a'],['a'],['ama'],['ci'],['cem'],['a'],,['e'],['blagostaN']
filogeneza,['e'],['k'],['ima'],['u'],['a'],['ga'],['cima'],['e'],['om'],['A'],['e'],['o'],['toplic']
filogenija,['ke'],[''],['ovima'],['cu'],"['a', 'a']",['e'],['ima'],['e'],['om'],"['A', 'm']",['i'],['e'],['sve']
filolog,['ke'],[''],['kama'],['u'],['a'],['ha'],['ima'],['e'],['nom'],[''],['i'],['e'],['završe']
filozof,['e'],[''],"['mi', 'a']",['cu'],['a'],['ka'],['ovima'],['i'],['om'],['a'],['i'],['e'],['mrež']
filozofija,,['u'],,['i'],['a'],['a'],['ama'],['ci'],['om'],[''],['ci'],['i'],['palatal']
filtAr,['e'],[''],['cima'],['u'],"['k', 'a']","['z', 'a']",,['e'],['om'],[''],,['e'],['propagand']
finDan,['e'],['o'],['ovima'],['gu'],['a'],['ke'],,['e'],['om'],[''],,['go'],['donator']
final,['e'],['mu'],['ima'],['u'],['a'],['a'],['ama'],['e'],['om'],['a'],['ci'],['e'],['bogoslov']
finale,,['e'],"['mi', 'a']",['i'],['a'],['e'],['ama'],['i'],['om'],['ka'],['i'],['u'],['radič']
finalist,['e'],[''],['evima'],['ci'],['a'],['a'],,['ci'],['om'],[''],['evi'],['še'],['tromost']
financije,['e'],['u'],,['ku'],"['k', 'a']",['a'],['ama'],['e'],['i'],['Ac'],['i'],['o'],['staric']
finansije,['e'],['gu'],['ima'],['i'],['a'],['e'],['ima'],['e'],['kom'],['a'],['e'],['u'],['kazan']
finiš,['ad'],['o'],"['mi', 'a']",['hu'],['a'],['ka'],,['e'],['em'],['k'],['e'],['e'],['pučkoškol']
firma,['e'],['a'],['ama'],['i'],['a'],['ca'],['ama'],['i'],['om'],[''],['i'],['u'],['mnogostrukost']
fisija,['ove'],['e'],['ima'],['cu'],['a'],['e'],,['e'],['i'],[''],['e'],['ko'],['sprav']
fitiL,['e'],['u'],,['u'],['a'],['a'],['im'],,['om'],['k'],['ci'],['u'],['kamil']
fizika,['e'],[''],,['u'],['a'],['e'],['vama'],,['kom'],['e'],['i'],['u'],['izli']
fiziolog,['e'],['ku'],['ama'],['i'],['a'],['a'],['ima'],['ci'],['em'],['a'],['e'],['u'],['istomišLeni']
fizioterapeut,['e'],['a'],['ama'],['u'],['a'],['e'],['ima'],['ci'],['i'],['a'],,['e'],['zakletv']
fizioterapeutkiNa,['a'],['a'],['ama'],['i'],"['a', 'a']",['a'],['ima'],['ci'],['om'],['a'],['i'],['i'],['podoficir']
fizioterapija,['e'],['u'],['kovima'],['i'],['a'],['e'],['ama'],['i'],['om'],['o'],,['o'],['aforist']
fizičar,['a'],"['k', 'a']",['ama'],['cu'],['a'],['e'],['ama'],,['om'],['lAc'],['e'],['o'],['mrk']
fizičarka,['i'],"['k', 'a']",['ama'],['u'],['a'],['e'],['ama'],['e'],['om'],['a'],['e'],['e'],['ustav']
fišek,['e'],['st'],['ama'],['u'],,['ga'],['cima'],['zi'],['om'],['e'],,['še'],['frižider']
fiškal,['e'],"['oc', 'a']",['ama'],['u'],['a'],"['jel', 'a']",['ama'],['i'],['om'],['st'],['i'],['u'],['atlet']
fjord,,['u'],['ima'],['u'],['a'],['a'],['ovima'],['i'],['cem'],[''],['e'],['če'],['trN']
flaster,['e'],[''],['cima'],['cu'],['a'],['a'],['ama'],['i'],['vom'],['a'],['i'],['i'],['pomast']
flatulencija,['e'],['u'],['ovima'],['i'],['a'],['a'],['ima'],['e'],['om'],['a'],['ke'],['e'],['bacaN']
flautAš,['e'],['a'],['ima'],['i'],['a'],['a'],['ama'],['zi'],['om'],[''],,['e'],['naraštaj']
flauta,['e'],['ku'],['ama'],['gu'],"['ov', 'a']",['e'],,['i'],['om'],['A'],['e'],['o'],['adut']
flautist,['e'],['a'],['ama'],['ku'],['a'],['a'],,['e'],['om'],['a'],,['e'],['fotoreportaž']
flaša,['e'],[''],,['gu'],,['a'],"['s', 'cima']",['e'],['om'],['ka'],['i'],['če'],['kakvoć']
flebitis,,['a'],"['zi', 'ma']",['u'],['a'],['a'],['ima'],['i'],['om'],[''],['ci'],['u'],['pasoš']
flegma,['e'],['u'],['ima'],['i'],['a'],['i'],['ima'],['e'],['om'],[''],['e'],['u'],['drskost']
fleka,['e'],['e'],['ima'],['u'],"['j', 'a']",['e'],,['di'],['om'],['a'],['i'],['o'],['iritacij']
fleksija,['a'],['u'],['ovima'],['u'],"['k', 'a']",['e'],['ama'],,['om'],['a'],,['o'],['koagulacij']
flert,['e'],[''],['ima'],['u'],['a'],['i'],['ima'],['ci'],['om'],['a'],['ovi'],['e'],['punoletni']
flora,['e'],['u'],['ovima'],['i'],"['sak', 'a']",['e'],['ama'],['i'],['om'],[''],['e'],['e'],['slatin']
floskula,,['u'],['ama'],['u'],"['ov', 'a']",['e'],['ima'],['e'],['i'],['a'],['i'],['e'],['tirki']
flota,['e'],"['k', 'a']","['zi', 'ma']",['u'],,['a'],,['i'],['om'],['A'],['ci'],['u'],['punomoć']
fluid,['e'],['e'],['ima'],['i'],['a'],['ka'],['ima'],['i'],['om'],[''],,['o'],['ikonostas']
fluktuacija,['e'],['a'],['ama'],['i'],['ga'],['a'],['ima'],['e'],['em'],"['tk', 'a']",['ovi'],['o'],['koščic']
fluor,['e'],['u'],['ama'],['u'],['a'],['ge'],['ama'],['e'],['om'],['e'],,"['t', 'ku']",['fatalist']
fluorid,['e'],[''],,['u'],"['l', 'a']",['e'],,['e'],['om'],['a'],['i'],['o'],"['historiciz', 'm']"
foaje,['e'],"['c', 'a']",['ima'],['u'],['a'],['a'],,,['em'],['k'],['i'],['e'],"['recep', 't']"
fobija,['e'],['a'],,['i'],['a'],['a'],,['i'],['tkom'],['A'],['ovi'],['o'],['okupacij']
foka,['e'],"['k', 'a']",,['i'],['a'],['a'],,['e'],['om'],['o'],,['e'],['stogodišNic']
fokus,['e'],['u'],,['u'],"['h', 'a']",['e'],['ama'],['e'],['em'],['a'],['i'],['e'],['čudotvork']
folio,['e'],['A'],['ovima'],['u'],,['ka'],['adi'],['i'],['om'],['a'],['i'],['e'],"['apsolutiz', 'm']"
folklor,['eve'],[''],['ima'],['i'],"['ac', 'a']",['a'],['ima'],,['om'],[''],['i'],['e'],['blic']
folklorist,['e'],['a'],['ima'],['i'],['a'],['ca'],['ima'],['e'],['om'],['ka'],,['u'],['anatem']
fond,['e'],['u'],['ima'],['u'],['a'],['e'],['ima'],['i'],['gom'],[''],['e'],['če'],['izazov']
fondacija,['e'],['a'],['ama'],['ku'],"['a', 'a']",['a'],['ama'],['e'],['om'],['a'],['e'],['o'],['hrč']
fonem,['a'],[''],['ima'],['u'],['a'],['a'],['ama'],['i'],['vom'],['ka'],['e'],['o'],['kotlovnic']
fonetika,['e'],[''],"['zi', 'ma']",['u'],['i'],['a'],['cima'],,['cem'],[''],['i'],['o'],['dalekozor']
fonetičar,['e'],['u'],,['u'],['a'],['a'],['ocima'],['e'],['om'],['a'],['ovi'],['u'],['gangster']
fonograf,['e'],['u'],['ama'],['ocu'],,['a'],,['e'],['om'],['a'],['i'],['e'],['predigr']
fonolog,['e'],['a'],,['i'],"['tak', 'a']",['e'],,['i'],['om'],['o'],['i'],['e'],['impulzivnost']
fonologija,['ove'],['u'],['kama'],['i'],['a'],['a'],['ima'],['e'],['etom'],[''],['ovi'],['e'],['žardinijer']
fonon,['e'],['u'],['ama'],['u'],"['k', 'a']",['a'],['ama'],['sci'],['om'],['a'],['e'],['ko'],['teroriz']
fontana,['e'],['A'],['ima'],['ku'],['a'],['a'],['kama'],['sti'],['om'],['g'],['e'],['e'],['umaNenic']
forinta,['e'],[''],['ama'],['i'],['a'],['e'],['ama'],['e'],['mo'],['o'],['i'],['e'],['novin']
forma,['e'],[''],['kovima'],['u'],['a'],['e'],['ama'],['e'],['om'],[''],['e'],['o'],['gravitacij']
formacija,['e'],['e'],['ama'],['i'],,['ka'],['ima'],['i'],['em'],['ka'],['evi'],['e'],['kažiprst']
formalist,['e'],['u'],['ama'],['u'],"['k', 'a']",['i'],['ama'],['e'],['em'],['k'],['ci'],['ko'],['zlonamernost']
formalizAm,['ce'],[''],,['i'],['a'],['e'],['ama'],['e'],['em'],['o'],['e'],['o'],['trombon']
formalnost,['e'],[''],['ima'],['di'],['a'],['ke'],['ima'],['ge'],['hom'],['a'],['e'],['o'],['cvekl']
formant,,['e'],['ima'],['i'],['a'],['a'],['ama'],['e'],['om'],['gAc'],,['o'],['orgij']
formula,,['Ak'],['ama'],['i'],['a'],['a'],['cima'],['e'],['cem'],[''],['i'],['e'],['oštrin']
formulacija,,['a'],['ima'],['i'],['a'],['ke'],['ima'],['e'],['om'],['k'],['a'],['e'],['povetar']
fortifikacija,['e'],['a'],['jima'],['i'],['a'],"['s', 'ka']",['gama'],['i'],['i'],[''],['i'],['u'],['vra']
forum,['ge'],[''],['ama'],['u'],"['a', 'a']",['di'],['ama'],['i'],['om'],['e'],['ci'],['e'],['ofenzivnost']
fosil,['ve'],['u'],"['mi', 'a']",['u'],['a'],['e'],['ama'],['ci'],['mo'],['Ac'],['e'],['e'],['la']
fotka,['e'],"['k', 'a']",['ima'],['i'],"['ev', 'a']",['e'],"['mi', 'a']",['i'],['kom'],[''],['ci'],['u'],['bab']
fotoaparat,['e'],['a'],['ama'],['i'],['a'],['e'],['ama'],['je'],['om'],['a'],['i'],['ine'],['aplikacij']
fotograf,['e'],[''],,['i'],['a'],['e'],['ama'],['i'],['i'],[''],['e'],['u'],['ovčarstv']
fotografija,,['u'],['ima'],['u'],['a'],['ma'],['ama'],,['om'],['a'],['a'],['e'],['blud']
fotomontaža,['e'],['gu'],['ima'],['i'],['a'],['i'],['ama'],['si'],['om'],['a'],['a'],['o'],['briD']
foton,['ce'],['u'],['ama'],['u'],['a'],['e'],['ima'],['e'],['om'],[''],['e'],['že'],['metil']
fotoreportaža,['e'],[''],['ama'],['i'],['a'],['a'],['ima'],['e'],['om'],[''],,['go'],['oču']
fotoreporter,['e'],[''],['ama'],['u'],['sti'],['a'],['ima'],,['om'],['A'],['i'],['e'],['nerealnost']
fotosinteza,['e'],[''],,['u'],"['lac', 'a']",['a'],,['i'],['om'],['Ak'],['e'],['e'],['odla']
fotoćelija,['a'],['a'],"['zi', 'ma']",['u'],['a'],['ka'],['stima'],['i'],['om'],['a'],['zi'],['e'],['dijalektologij']
fragment,['e'],['u'],"['mi', 'a']",['i'],['a'],['a'],['ama'],['e'],['om'],['a'],['a'],['o'],['crnokošuLaš']
frajer,['e'],['a'],['ama'],['lu'],['a'],"['t', 'ka']",,['a'],['om'],['a'],,['i'],['kiseoni']
framason,['ove'],['u'],['ama'],['cu'],"['ov', 'a']",['a'],['ama'],['ci'],['om'],['a'],['a'],['o'],['vježbeni']
fratAr,['e'],['u'],['ima'],['u'],['a'],['a'],['ama'],['i'],['om'],['a'],['e'],['o'],['diN']
fraza,['e'],['u'],['ima'],['i'],['a'],['e'],['jima'],['i'],['om'],['h'],['i'],['tko'],['predgrađ']
fregata,['e'],['u'],['ama'],['u'],['a'],['a'],['ama'],['i'],['em'],['a'],['ke'],['o'],['filantropij']
frekvencija,['e'],[''],['ima'],['ku'],"['ak', 'a']",['e'],['ama'],['i'],['om'],['a'],['e'],['ko'],['autekologij']
frend,['ke'],['u'],['ama'],['etu'],['a'],['e'],['ima'],,['kom'],['A'],['e'],['e'],['indolencij']
frendica,['i'],[''],['ima'],['u'],"['a', 'a']",['e'],['ima'],['i'],['om'],[''],,['o'],['ledeNa']
freska,['e'],['Ak'],['cima'],['u'],['a'],['a'],['ama'],['ke'],['cetom'],['k'],['sti'],['e'],['gla']
frikativ,"['s', 'ke']",['a'],,['i'],['a'],['a'],['ama'],['i'],['om'],['o'],,['e'],['obešeni']
frizura,['e'],['st'],,['i'],"['a', 'a']",['e'],"['mi', 'a']",['ci'],['om'],[''],['i'],['u'],['sedmoric']
frižider,['e'],[''],['ima'],['i'],['a'],['e'],['ama'],['i'],['om'],[''],['i'],['e'],['zased']
front,['e'],[''],,['i'],"['ov', 'a']",['e'],['cima'],['e'],['om'],[''],['e'],['o'],['košćel']
frumantin,['ke'],['u'],,['u'],['i'],['e'],['ima'],['e'],['om'],['zAk'],['i'],['če'],['nad']
frustracija,['e'],['k'],['ima'],['u'],['i'],['i'],['ima'],['e'],['om'],['o'],['e'],['e'],['budal']
fruštik,['ke'],[''],['ima'],['u'],['a'],['a'],['ama'],['oci'],['om'],[''],['oci'],['e'],['smelo']
fruštuk,['e'],[''],['ima'],['u'],['a'],['e'],['ama'],['i'],['om'],['a'],,['i'],['gospod']
fudbaler,['e'],[''],['ima'],['u'],['a'],['e'],['ovima'],,['cem'],[''],,['e'],"['pluć', 'a']"
fundamentalizAm,['ce'],['u'],['ima'],['i'],['i'],['e'],['ama'],['ke'],['om'],['a'],['ci'],['u'],['uzvrat']
funkcija,['e'],[''],['sima'],['u'],"['lac', 'a']",['e'],['ima'],['e'],['om'],['Ac'],['i'],['če'],['baštinic']
funkcionalizAm,,[''],['ama'],['u'],['a'],['e'],,['e'],['om'],['a'],['i'],['če'],['učeN']
funta,['e'],[''],['ama'],['u'],['a'],['e'],['cima'],['a'],['om'],[''],['i'],['e'],['fotomontaž']
furnir,['e'],['u'],['ima'],['u'],['a'],['e'],,['e'],['om'],[''],['e'],['e'],['potpukovni']
furunDija,['e'],['u'],['ima'],['i'],['a'],['e'],['ima'],['i'],['kom'],['e'],['e'],['o'],['određivaN']
fusnota,['i'],['k'],['ima'],['ku'],['a'],['a'],,['i'],['i'],['a'],['e'],['e'],['fok']
futur,['ke'],['A'],['ama'],['i'],"['k', 'a']",['e'],['stima'],['ge'],['om'],['o'],['e'],['e'],['šunk']
futurist,['eve'],['u'],,['u'],"['k', 'a']",['a'],['ima'],['i'],['om'],['k'],['oci'],['o'],"['mastodon', 't']"
gLiva,['e'],['u'],['ima'],['hu'],['a'],['a'],,['ovi'],['om'],[''],['i'],['o'],['ropkiN']
gLivar,['e'],['u'],['ima'],['u'],['a'],['i'],['cima'],['e'],['om'],['ka'],,['oče'],['dvor']
gNat,['e'],['u'],['ama'],['u'],,['e'],['cima'],['i'],['om'],['k'],['evi'],['o'],['pčeliNa']
gNavator,,[''],['ima'],['i'],['a'],['e'],['ama'],['i'],['om'],[''],['e'],['u'],['teletin']
gNida,['ce'],"['k', 'a']",['ama'],['u'],,['a'],"['ići', 'ma']",['e'],['om'],['a'],['i'],['e'],['otorinolaringolo']
gNilež,,[''],['cima'],['u'],['a'],['a'],['ama'],['i'],['om'],['a'],['ci'],['i'],['slučajno']
gNurAc,['e'],['u'],['ama'],['u'],"['ov', 'a']",['a'],['ama'],['i'],['kom'],['a'],['i'],['e'],['hinduiz']
gaNAk,,['u'],['ima'],['i'],['a'],['e'],,['i'],['cem'],[''],['ge'],['e'],['gušterač']
gablec,['ke'],['st'],['ima'],['u'],"['lac', 'a']",['a'],['ima'],['ci'],['om'],['A'],['a'],[''],"['telen', 'c']"
gabula,['e'],[''],['cima'],['i'],"['ac', 'a']",['e'],['cima'],['e'],['em'],['a'],['i'],['e'],['spavač']
gad,['ce'],['k'],['ama'],['i'],['a'],['a'],['ama'],['ge'],['om'],['Ak'],['ci'],['o'],['omofor']
gaj,['gove'],['u'],['ama'],['u'],['a'],['a'],"['sci', 'ma']",['i'],['om'],['a'],['e'],['ine'],['pra']
gajba,['e'],['k'],['cima'],['i'],['i'],['a'],['ama'],['a'],['kom'],[''],['i'],['e'],['kozar']
gajica,['ove'],[''],['ima'],['u'],['a'],['ka'],['ovima'],,['om'],['Ac'],"['p', 'ci']",['e'],['bolesni']
galaksija,['ove'],['u'],['ima'],['u'],['a'],['a'],['ima'],['e'],['om'],[''],['e'],['e'],['prekretnic']
galaktika,['ge'],['h'],['ama'],['i'],['a'],['a'],['ama'],['e'],['om'],['lAc'],['i'],['e'],['prevoz']
galama,['a'],['a'],['ima'],['ku'],['a'],['a'],['cima'],['i'],['om'],['a'],['i'],['i'],['akrobacij']
galeb,['e'],['a'],,['u'],['a'],['e'],['ama'],['a'],['i'],['a'],['i'],['o'],['fijaker']
galebica,['a'],[''],['ima'],['u'],['a'],['a'],['ima'],['e'],['kom'],['e'],,['o'],['sadašNo']
galerija,['a'],[''],['cima'],['u'],,['i'],"['mi', 'a']",['e'],['om'],['a'],['i'],['e'],['klaonic']
galija,['e'],[''],['ama'],['i'],['a'],['a'],['ama'],['e'],['om'],['a'],['e'],['o'],['primitivnost']
galon,['e'],['u'],['ima'],['ku'],['a'],['a'],['ima'],['e'],['om'],[''],['evi'],['e'],['propa']
galop,,['ku'],['cima'],['i'],['a'],['ka'],['cima'],['e'],['om'],['Ac'],['ci'],['če'],['specifikacij']
gama,['e'],['k'],['cima'],['u'],"['ov', 'a']",['e'],['ima'],['e'],['i'],[''],['e'],['o'],['neuspelost']
gangster,['ke'],"['k', 'a']",['ama'],['i'],['a'],['a'],['ima'],,['em'],['k'],['a'],['i'],['fibul']
garancija,['oce'],['vo'],,['u'],['a'],['e'],['ama'],['e'],['om'],['a'],['ovi'],"['t', 'ku']",['improvizator']
garant,,['o'],['ama'],['ku'],,['i'],['ama'],['a'],['ocem'],['Ac'],['i'],['o'],['tragičar']
garaža,['e'],[''],['ama'],['i'],,['a'],['ama'],['ovi'],['om'],['a'],['e'],['o'],['relativnost']
garda,['ke'],['u'],['ama'],['u'],"['žak', 'a']",['a'],['cima'],['e'],['kom'],[''],['zi'],['o'],['odrod']
garderoba,['e'],[''],['ima'],['i'],"['j', 'a']",['e'],['ima'],['i'],['om'],['a'],,['Lu'],['zavodLivost']
garnitura,,['u'],,['u'],['a'],['ke'],['ima'],['e'],['om'],['a'],,['e'],['hiragan']
gas,['e'],[''],['ima'],['u'],['a'],['a'],['ima'],['e'],['om'],['o'],['e'],['e'],['hemičar']
gastarbajter,['e'],['ku'],['nima'],['u'],['a'],['a'],['ima'],['ci'],['om'],['k'],['i'],['e'],['bakšiš']
gat,['a'],['u'],['ama'],['u'],['sti'],['ke'],,['a'],['om'],['k'],,['e'],['anglikan']
gavez,['ge'],['u'],['ama'],['i'],['a'],['e'],['ima'],['i'],['om'],[''],['i'],['o'],['gad']
gavran,['e'],['e'],['ama'],['i'],['a'],['a'],['ima'],['i'],['om'],[''],['e'],['i'],['voN']
gaz,['e'],['u'],,['u'],['a'],['a'],['ima'],,['kom'],['a'],['i'],['e'],['anđel']
gaza,['e'],['u'],['ama'],['i'],['a'],['a'],['ama'],['e'],['om'],[''],['a'],['e'],['borovnic']
gazda,['e'],"['c', 'a']",['ama'],['lu'],,['e'],['ama'],['i'],['em'],['a'],,['e'],['krmčić']
gazela,['e'],['a'],['ima'],['i'],"['ev', 'a']",['a'],['ama'],['i'],['om'],[''],['i'],['i'],['efikasno']
