,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
décrocher,['ɔ̃'],"['E', 'ɔ̃']",['œ'],['jɔ̃'],['ʁE'],[''],['at'],"['O', 'a']","['ə', 'asje']",['ʁje'],['əʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],['i'],"['O', 'a']",['ɛ'],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],"['E', 'a']","['əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ʁ', 'e']",['əʁa'],['je'],[''],['jE'],['e'],"['E', 'e']",['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],"['s', 'e']",['sje'],['je'],"['O', 'ɑ̃']",['p'],['as'],['əʁE'],[''],['ɔ'],['ɑ̃kʁist']
décroiser,['ɔ̃'],['ɥɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],"['tʁi', 'je']",['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],"['O', 'a']",[''],['jɔ̃'],['E'],"['O', 'E']","['O', 'E']",['jEʁ'],['ɔ'],[''],"['O', 'E']",['a'],"['əʁ', 'ɔ̃']",[nan],"['əʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],"['E', 'jE']",['e'],['e'],[''],['ʁjɔ̃'],['asjɔ̃'],"['iʁ', 'E']",['e'],"['O', 'am']",['e'],['je'],['e'],['sɑ̃'],[''],['as'],"['ɔ', 'əʁE']",[''],[''],"['fʁ', 'n']"
décrotter,['ɔ̃'],"['E', 'ɔ̃']",['ɛ'],"['O', 'jɔ̃']",['əʁE'],[''],"['ə', 'at']",['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['ɥas'],[''],['a'],['ɛ'],['jɔ̃'],"['O', 'E']",['E'],['E'],['Eʁ'],['ɛ'],[''],['E'],['a'],"['ʁ', 'ɔ̃']","['ɛ', 'əʁE']","['əʁ', 'e']",['ʁa'],['je'],[''],['E'],['je'],"['O', 'e']",['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['Et', 'e']","['E', 'am']",['e'],['je'],['ʁt'],['ɑ̃'],['je'],['as'],"['ɔ', 'əʁE']",[''],[''],"['gʁ', 'v']"
décroître,[nan],['ɔ̃'],[''],"['O', 'jɔ̃']",['əʁE'],[''],['ɥat'],['a'],['asje'],"['u', 'ʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']","['y', 'ʁa']",['as'],[''],['a'],['ɛ'],[nan],['E'],"['O', 'E']",['E'],"['E', 'Eʁ']",[''],[''],['E'],"['O', 'a']","['ʁ', 'ɔ̃']",['əʁE'],"['ɔ', 'əʁ', 'e']",['əʁa'],[nan],['ɔ'],['sE'],['e'],['e'],['je'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],['e'],['am'],['e'],"['o', 'je']",['e'],['ɥɑ̃'],"['E', 'e']","['Ø', 'as']",['əʁE'],[''],[''],['dEnyd']
décrypter,['ɔ̃'],['ɔ̃'],[''],"['y', 'jɔ̃']",['əʁE'],[''],['at'],[''],['asje'],['əʁje'],['əʁE'],['is'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['v'],['a'],[''],"['E', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],['ʁ'],[''],['E'],['a'],"['dʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],['e'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']",['ʁE'],"['s', 'e']",['am'],['e'],['je'],['e'],['sɑ̃'],['e'],['as'],"['ɔ', 'əʁE']",[''],['i'],['Ebaʁb']
décrédibiliser,['ɥɔ̃'],"['ə', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['ɔ'],['at'],['a'],['asje'],['əʁje'],['ʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['ɛ̃s'],[''],['a'],['ɑ̃'],['jɔ̃'],"['O', 'E']","['ɥ', 'E']",['jE'],"['E', 'Eʁ']",['ɔ'],['E'],"['O', 'E']",['a'],"['ɛ', 'əʁ', 'ɔ̃']",['əʁE'],"['ɔ', 'əʁ', 'e']",['əʁa'],['je'],[''],"['ə', 'n', 'E']","['O', 'e']","['w', 'e']","['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],['ʁE'],"['ə', 'n', 'e']",['im'],['e'],['je'],['e'],['Esɑ̃'],['je'],['as'],"['ɛ', 'əʁE']",['d'],[''],"['ʁəmEm', 'ʁ']"
décrépir,"['E', 'ɔ̃']",['ɔ̃'],['jɛ̃'],['jɔ̃'],"['ɛ', 'əʁE']",[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['s'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['a'],[''],"['E', 'jɔ̃']","['E', 'E']",['E'],['E'],"['O', 'Eʁ']",[''],[''],"['m', 'E']",['i'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['o', 'je']",[''],"['ə', 'E']","['ə', 'e']",['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['ə', 'e']",['am'],['e'],"['O', 'je']",['je'],['ɑ̃'],[''],"['O', 'ʁis']","['u', 'ʁE']",[''],[''],['dəvɑ̃s']
décréter,['ɔ̃'],['jɔ̃'],[''],"['Eɲ', 'ɔ̃']",['əʁE'],['ɔ'],['at'],"['E', 'a']",['sje'],['əʁje'],['yəʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],"['E', 'E']",['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']","['ɔ', 'əʁa']","['j', 'e']",['ɔ'],['E'],['e'],['e'],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['e'],['am'],['e'],"['m', 'je']",['e'],['ɑ̃'],"['O', 'e']",['as'],['ʁE'],[''],[''],['vwatyʁ']
décrêper,['ɔ̃'],"['O', 'ɔ̃']",['ø'],['jɔ̃'],['əʁE'],[''],['at'],"['o', 'a']",['asje'],['əʁje'],"['ɛ̃d', 'ʁE']",['s'],"['ɛ', 'əʁ', 'ɔ̃']",['ʁa'],['as'],['ɔ'],['a'],[''],['ɔ̃'],[''],['E'],['E'],['Eʁ'],[''],[''],['E'],"['O', 'a']","['əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']",['əʁa'],"['E', 'je']",[''],['E'],"['O', 'e']",['e'],['je'],"['ɔ', 'əʁjɔ̃']",['asjɔ̃'],"['ɛ', 'əʁE']",['e'],['m'],['e'],['je'],['e'],"['o', 'ɑ̃']","['O', 'e']",['jas'],['əʁE'],[''],[''],['ʁadub']
déculotter,"['Ø', 'ɔ̃']",['ɔ̃'],[''],"['u', 'jɔ̃']","['ɔ', 'əʁE']",[''],"['E', 'at']",['a'],"['E', 'asje']",['əʁje'],['ʁiʁE'],"['O', 'as']","['ɛ', 'əʁ', 'ɔ̃']",['əʁa'],['as'],[''],"['j', 'a']",[''],['jɔ̃'],"['O', 'E']",['E'],"['O', 'E']",['Eʁ'],['ɛ'],[''],['sE'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],['ɔ'],['E'],['e'],['e'],['e'],"['ɔ', 'əʁjɔ̃']","['E', 'asjɔ̃']",['əʁE'],['e'],['am'],['e'],['sje'],['e'],['ɑ̃'],['ɛ̃t'],['was'],['əʁE'],"['a', 'j']",['u'],['ɑ̃vənim']
déculpabiliser,['jɔ̃'],"['O', 'ɔ̃']",[''],"['j', 'ɔ̃']",['əʁE'],['ɛ'],['at'],['a'],"['E', 'asje']",['ʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['is'],['ɛɲ'],['a'],[''],['jɔ̃'],"['ə', 'E']",['E'],['E'],['Eʁ'],['jɛn'],[''],['E'],[''],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['Eʁa'],"['O', 'je']",[''],['E'],['ʁ'],['e'],['e'],"['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['ʁE'],['je'],['am'],"['ə', 'n', 'e']",['je'],['e'],['ɑ̃'],['t'],['as'],['dʁE'],[''],[''],['ʁamas']
décupler,['jɔ̃'],"['s', 'ɔ̃']",['o'],['jɔ̃'],['əʁE'],[''],['at'],"['O', 'a']","['O', 'asje']",['əʁje'],['əʁE'],"['O', 'as']","['əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],[''],['a'],[''],['jɔ̃'],['E'],['sE'],['E'],"['O', 'Eʁ']",[''],[''],"['w', 'E']","['O', 'a']","['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['ʁa'],"['O', 'je']",[''],['E'],['dʁ'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['ə', 'e']",['am'],[nan],"['u', 'je']",['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['tɔʁpij']
décuver,['ɔ̃'],['ɔ̃'],['ɔ'],['sjɔ̃'],['əʁE'],[''],['at'],[''],"['O', 'asje']","['ɛ', 'əʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",[''],['a'],[''],"['E', 'jɔ̃']",['E'],"['E', 'E']","['ə', 'E']","['O', 'Eʁ']",[''],['ɛ'],"['O', 'E']",['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɛ', 'əʁa']",['je'],[''],['sE'],['e'],"['O', 'e']",['e'],['ʁjɔ̃'],['asjɔ̃'],"['ʁ', 'E']",['e'],['am'],"['s', 'e']","['E', 'je']","['O', 'e']","['O', 'ɑ̃']","['E', 'e']",['as'],"['ɛ̃d', 'ʁE']",[''],['s'],['ɛ̃tɛʁfas']
décéder,['jɔ̃'],['ɔ̃'],['ɛ'],"['ə', 'n', 'jɔ̃']",['ʁE'],[''],['at'],[''],"['jas', 'je']",['ʁje'],['ʁE'],"['v', 'is']","['əʁ', 'ɔ̃']",['əʁa'],['as'],['ɔ'],"['E', 'a']",['ɔ'],"['O', 'jɔ̃']",['E'],"['O', 'E']",['E'],['Eʁ'],[''],['i'],['sE'],[''],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['d', 'je']",['ɛ'],['E'],"['O', 'e']","['O', 'e']",['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],"['O', 'e']",['im'],['e'],['je'],['e'],['ɥɑ̃'],['e'],['as'],['dʁE'],[''],[''],['ɛ̃kylk']
décélérer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],['s'],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['E', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['s'],['ɛ'],['a'],[''],['jɔ̃'],['E'],"['E', 'E']",['E'],['ɥEʁ'],[''],['ɔ'],"['ə', 'E']",['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",[''],"['E', 'E']",['je'],['i'],"['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['s', 'e']",['am'],['je'],"['O', 'je']","['O', 'e']",['ɑ̃'],['e'],['as'],['əʁE'],['ɔ'],['jɛn'],['akyz']
décérébrer,['ɔ̃'],"['v', 'ɔ̃']",['ɔ'],"['E', 'jɔ̃']",['əʁE'],[''],['jat'],['a'],"['Eɲ', 'isje']","['ɛ', 'əʁje']",['əʁE'],['jas'],['ʁɔ̃'],"['ɛ', 'əʁa']",['as'],[''],['a'],[''],['ɔ̃'],['E'],['E'],['E'],"['E', 'Eʁ']",['i'],[''],"['E', 'E']",['y'],"['ʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɛ', 'əʁ', 'e']",['əʁa'],['je'],['ɔ'],"['O', 'E']","['O', 'e']","['ɥ', 'e']",['e'],['əʁjɔ̃'],['asjɔ̃'],['ɑ̃dʁE'],"['O', 'e']","['O', 'am']",['je'],['je'],"['E', 'e']",['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['ɛ̃pɔʁt']
dédaigner,"['O', 'ɔ̃']","['O', 'ɔ̃']",['œ'],['jɔ̃'],['ʁE'],['ɔ'],['t'],[''],['asje'],['əʁje'],['əʁE'],['ɥas'],"['ʁ', 'ɔ̃']",['əʁa'],"['E', 'as']",[''],['a'],[''],"['d', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['ɛ', 'əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],"['O', 'E']",['e'],['e'],['e'],['əʁjɔ̃'],['sjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['n']
dédicacer,['ɔ̃'],['ɔ̃'],[''],['ɔ̃'],['əʁE'],[''],['at'],"['E', 'a']","['O', 'asje']","['ɛ', 'əʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']","['iʁ', 'a']",['s'],['ɛ'],['a'],[''],"['O', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],['ɔ'],['y'],"['v', 'E']",['a'],"['Etʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɔ', 'əʁa']",['je'],['œ'],"['ə', 'E']","['E', 'e']",['e'],[''],['əʁjɔ̃'],['asjɔ̃'],"['iʁ', 'E']",['aɲe'],['am'],"['O', 'e']",['je'],"['E', 'e']","['ɑ̃', 'v']",['e'],"['O', 'as']",['tiʁE'],['ɔ'],[''],['ɑ̃buʃ']
dédier,['ɔ̃'],"['E', 'ɔ̃']",[''],"['Ø', 'jɔ̃']",['əʁE'],['ɔ'],"['d', 'it']",['a'],['asje'],['ʁje'],"['iʁ', 'E']","['E', 'as']","['əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],[''],['a'],[''],"['i', 'jɔ̃']",['E'],['E'],['E'],['ʁ'],[''],[''],['E'],"['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['tiʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],['E'],['ʁ'],"['E', 'e']",['e'],['ʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['jam'],"['O', 'e']",['je'],['e'],"['E', 'ɑ̃']",['y'],['as'],['ʁiʁE'],['y'],[''],"['m', 'ʃ']"
dédire,"['O', 'ɔ̃']",['ɔ̃'],['i'],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['dʁE'],"['O', 'as']","['əʁ', 'ɔ̃']",['əʁa'],['s'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],"['O', 'Eʁ']",['y'],['ɛ'],"['O', 'E']",[''],"['ɔ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['əʁ', 'e']",['əʁa'],['sje'],[''],['E'],['e'],"['ə', 'e']",['e'],['ʁjɔ̃'],['asjɔ̃'],['əʁE'],"['s', 'e']",['m'],"['s', 'e']",['je'],"['O', 'e']",['ɑ̃'],['e'],['as'],"['ɛ', 'əʁE']",['ɔ'],['s'],['ɑ̃tuʁlup']
dédommager,['jɔ̃'],['ɔ̃'],[''],['jɔ̃'],"['iʁ', 'E']",[nan],['at'],['a'],['asje'],['əʁje'],['dʁE'],['s'],"['əʁ', 'ɔ̃']",['əʁa'],"['o', 'as']",[''],['a'],[''],['jɔ̃'],"['E', 'E']",['sE'],['E'],['Eʁ'],['ɛ'],['wa'],['E'],[''],"['ɔ', 'əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']",['əʁa'],"['O', 'je']",[''],['uE'],['e'],"['O', 'e']",[''],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],"['ə', 'je']",['e'],['ɑ̃'],"['E', 'e']",['as'],"['ɔ', 'əʁE']",[''],['s'],['mEdit']
dédouaner,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['ʁE'],[''],"['E', 'at']","['E', 'a']",['asje'],['əʁje'],['əʁE'],['vis'],"['iʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],"['E', 'jɔ̃']",['jE'],['E'],"['ə', 'E']",['Eʁ'],[''],['ɔ'],['E'],['a'],"['ʁ', 'ɔ̃']",['əʁE'],"['iʁ', 'e']","['ɔ', 'əʁa']","['y', 'je']",['wa'],['E'],['e'],[''],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['E', 'e']",['am'],"['s', 'e']","['E', 'je']",['e'],['ɑ̃'],['e'],['ɥas'],['əʁE'],['ɛ'],['s'],['vilipɑ̃d']
dédoubler,"['O', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],"['E', 'əʁE']",['ɔ'],['at'],['a'],['asje'],"['ɔ', 'əʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['s'],"['O', 'a']",[''],['jɔ̃'],"['E', 'E']",['E'],"['E', 'E']","['E', 'Eʁ']",[''],[''],"['O', 'E']",['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']",['əʁa'],['je'],['ɔ'],['E'],['e'],[''],['e'],['əʁjɔ̃'],['asjɔ̃'],"['ɔ', 'əʁE']","['O', 'e']",['m'],['e'],"['O', 'je']","['w', 'e']",['ɑ̃'],['e'],['as'],['əʁE'],['jɛn'],[''],"['sufl', 't']"
dédramatiser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",['ɔ'],['a'],[''],['ɔ̃'],['E'],"['E', 'E']","['E', 'E']",['Eʁ'],[''],['ɔ'],['E'],['a'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']",['əʁa'],"['o', 'je']",[''],"['Es', 'E']","['O', 'e']","['E', 'e']","['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],"['ɛ', 'əʁE']",['e'],[nan],['e'],['je'],['e'],['ɑ̃'],"['E', 'e']",['as'],['əʁE'],[''],['ɔ'],['sək']
déduire,['ɔ̃'],"['E', 'ɔ̃']",[''],['sjɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['ʁE'],['as'],"['Etʁ', 'ɔ̃']",['əʁa'],['as'],[''],['ja'],['ɛ'],['ɔ̃'],[''],['E'],['E'],['Eʁ'],[''],[''],"['E', 'E']",['ja'],"['ʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['ʁa'],"['i', 'je']",['i'],['sE'],['je'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['dʁE'],['e'],['am'],"['O', 'e']","['əv', 'j', 'e']",['ti'],['jɑ̃'],['e'],['as'],['əʁE'],[''],[''],"['ʁəʃ', 's']"
défaillir,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],['ɛ'],['at'],['ɥa'],"['ə', 'asje']",['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],"['d', 'is']",['as'],['a'],[''],['jɔ̃'],['E'],['jE'],['E'],['Eʁ'],['i'],[''],"['E', 'E']",['i'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],"['O', 'je']",['ɛ'],['E'],"['E', 'e']","['O', 'e']",['e'],"['œ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɛ', 'əʁE']",['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['je'],['as'],['əʁE'],[''],[''],['galOpin']
défaire,['jɔ̃'],"['E', 'ɔ̃']",['jɛ̃'],"['O', 'jɔ̃']",['əʁE'],['ɔ'],"['E', 'at']",['a'],['asje'],['iʁje'],['ʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],"['E', 'jɔ̃']",['E'],"['O', 'E']","['Eɲ', 'E']",['Eʁ'],['ɛɲ'],[''],['E'],"['d', 'i']","['əʁ', 'ɔ̃']","['y', 'ʁE']","['əʁ', 'e']",['əʁa'],['sje'],['ɔ'],"['E', 'E']",['e'],['y'],['je'],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['e'],['am'],['e'],"['ə', 'je']",['e'],['ɑ̃'],"['O', 'e']","['O', 'as']",['əʁE'],[''],[''],['Eksp']
défalquer,"['s', 'ɔ̃']",['ɥɔ̃'],['ɔ'],['sjɔ̃'],['ʁE'],[''],"['E', 'at']",['a'],"['O', 'asje']",['əʁje'],['əʁE'],['jas'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['s'],['wa'],[''],"['o', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],['ɛ'],['E'],[''],"['ʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']",['dʁa'],"['i', 'je']",[''],"['ə', 'E']",['e'],[''],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],"['O', 'am']",['je'],"['i', 'je']",['e'],['ɑ̃'],"['j', 'e']","['j', 'as']",['əʁE'],[''],[''],['pOml']
défarguer,['ɔ̃'],['ɔ̃'],['ɛ'],['jɔ̃'],['əʁE'],['d'],['at'],['a'],['asje'],"['ɛ', 'əʁje']",['ʁE'],['as'],"['ɛ', 'əʁ', 'ɔ̃']",['Etʁa'],['as'],['ɔ'],['a'],['i'],"['E', 'jɔ̃']",['E'],['E'],"['Ø', 'E']",['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['y', 'je']",[''],['aɲE'],"['O', 'e']",['d'],"['O', 'e']","['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],['e'],['am'],"['z', 'e']",['je'],[''],"['E', 'ɑ̃']",['e'],['as'],['əʁE'],[''],[''],"['bul', 'n']"
défausser,"['ə', 'ɔ̃']","['O', 'ɔ̃']",['E'],"['Ø', 'jɔ̃']",['ʁE'],[''],['at'],['a'],['sje'],['ʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['ʁa'],"['E', 'as']",[''],['a'],[''],"['O', 'jɔ̃']","['E', 'E']",['jE'],"['o', 'E']",['ʁ'],['ɛ'],['ɛ'],['E'],[''],"['əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']","['ɛ̃d', 'ʁa']",['je'],[''],['E'],"['E', 'e']",['e'],['e'],['əʁjɔ̃'],['zisjɔ̃'],['əʁE'],['e'],['am'],"['d', 'e']",['je'],"['E', 'e']",['ɑ̃'],['e'],"['ə', 'as']",['əʁE'],['ɔ'],['ɔ'],['sij']
défendre,"['E', 'ɔ̃']",['ɔ̃'],[''],['sjɔ̃'],['əʁE'],[''],['ɛ̃t'],['a'],"['o', 'asje']",['əʁje'],['əʁE'],"['E', 'as']","['əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],['i'],['a'],[''],['jɔ̃'],"['O', 'E']","['O', 'E']",['E'],['Eʁ'],[nan],[''],"['O', 'E']",['a'],"['ʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],[''],['e'],['ʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],"['ə', 'e']",['je'],"['O', 'e']",['ɑ̃'],['je'],['as'],['əʁE'],['i'],['i'],['kati']
défenestrer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],['jɛn'],"['o', 'at']",['a'],['asje'],"['ɔ', 'əʁje']","['ɔ', 'əʁE']",['jas'],"['ʁ', 'ɔ̃']",['əʁa'],['as'],[''],[''],[''],['ɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],"['E', 'E']",['a'],"['ɛ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],"['O', 'e']",['p'],['Etʁijɔ̃'],['asjɔ̃'],['EtʁE'],['e'],['am'],['je'],['je'],['e'],"['E', 'ɑ̃']",['e'],['as'],['əʁE'],[''],[''],['klOdik']
déferler,['ɔ̃'],"['O', 'ɔ̃']",[''],['jɔ̃'],"['iʁ', 'E']",['ɔ'],['it'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['Eti'],[''],['jɔ̃'],['E'],['E'],"['O', 'E']",['ʁ'],[''],['ɛ'],"['E', 'E']",['a'],"['əʁ', 'ɔ̃']","['iʁ', 'E']","['ɛ', 'əʁ', 'e']",['Etʁa'],['sje'],['ɛ'],['E'],"['E', 'e']",['e'],"['O', 'e']",['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['e'],['m'],['e'],"['E', 'je']","['ə', 'e']",['ɑ̃'],[''],['as'],['əʁE'],[''],['i'],['bafuj']
déficeler,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['zit'],"['E', 'a']","['o', 'asje']",['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],"['O', 'E']","['E', 'E']",['Eʁ'],['s'],['ɛ'],"['O', 'E']",['ja'],"['ʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['i', 'je']",[''],['E'],"['E', 'e']",['e'],"['E', 'e']",['əʁjɔ̃'],['ysjɔ̃'],['əʁE'],"['ə', 'n', 'e']",['am'],['e'],"['Eʁ', 'je']",['je'],['sɑ̃'],['e'],['ys'],['əʁE'],['y'],['ɔ'],['dEzɑ̃buʁb']
