,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
chuinter,"['l', 'ɔ̃']","['E', 'ɔ̃']",['wa'],['jɔ̃'],"['ʁ', 'E']",['iv'],"['d', 'it']",['ɛ̃'],"['aɲ', 'isje']","['waE', 'waEʁje']","['E', 'əʁE']","['wa', 'jas']","['Eʁ', 'ʁɔ̃']",['jɛ̃dʁa'],['tis'],['oz'],['zizi'],[nan],"['ən', 'jɔ̃']","['t', 'i']",['ozE'],"['waE', 'jE']",['jiʁ'],[nan],['ʁ'],"['av', 'E']","['Ø', 'i']","['tiʁ', 'ɔ̃']","['iʁ', 'E']",['pʁe'],['watʁa'],"['O', 'je']",['ʁ'],"['ø', 'E']",['ɛ̃dʁ'],"['Et', 'e']","['wa', 'je']","['ɛ', 'əʁjɔ̃']",['wasjɔ̃'],['pʁE'],"['ɔlv', 'e']","['k', 'im']","['Eʁ', 'e']","['ø', 'je']","['e', 'e']",['Ejɑ̃'],['t'],"['is', 'v']",['jEʁE'],['y'],['ɛt'],['dɑ̃din']
chuter,"['O', 'ʁ', 'ɔ̃']","['Ez', 'ɔ̃']",['ʁ'],"['Et', 'jɔ̃']","['i', 'ʁE']",['E'],['jit'],['ti'],"['Ekys', 'je']",['jiʁje'],['dʁE'],"['k', 'is']","['Eʁ', 'ʁɔ̃']",['əvʁa'],"['E', 'as']","['sw', 'a']",['ly'],['ɛ'],"['z', 'jɔ̃']",['ti'],['zE'],"['Eɲ', 'E']",['alEʁ'],['u'],['i'],['EsE'],['Eɲi'],"['jwa', 'jwaEʁ', 'ɔ̃']","['i', 'ʁE']","['dʁ', 'e']","['od', 'ʁa']","['Eʁ', 'je']",['jɛʁ'],['EɲE'],['Eziʁ'],['aly'],['uly'],['ʁjɔ̃'],['Eɲisjɔ̃'],"['ɔ', 'əʁE']","['waE', 'je']",['zizim'],"['yv', 'e']",['aʃje'],"['Ø', 'i']",['əvɑ̃'],['t'],['ys'],['EtiʁE'],"['ɔ', 'ʁ']","['ɛ', 'j']",['avaliz']
châtaigner,"['Ez', 'ɔ̃']","['wEa', 'Ea', 'jɔ̃']",['je'],['yvjɔ̃'],"['u', 'ʁE']",['wav'],"['O', 'at']",[nan],['jisje'],['Etʁije'],"['E', 'əʁE']",['Etis'],"['Etiʁ', 'ɔ̃']","['ɛ', 'əʁa']","['k', 'is']",['ɛt'],"['t', 'i']",['ø'],"['E', 'ɔ̃']",['aki'],"['ɥ', 'E']","['Eʁ', 'E']",['lyʁ'],['ø'],['ɑ̃'],"['k', 'E']","['k', 'i']","['uvʁ', 'ɔ̃']",['jɛ̃dʁE'],"['ɛ', 'əʁ', 'e']",['ʁiʁa'],"['ɔlv', 'je']",['jɛ̃'],['lE'],['waʁ'],['k'],['e'],"['ʁ', 'jɔ̃']",['ʁisjɔ̃'],['OʁE'],"['tz', 'tz', 'e']","['O', 'am']","['ø', 'e']","['wa', 'je']","['al', 'e']",['zɑ̃'],['ɛ̃t'],['jas'],['jɛ̃dʁE'],"['ɛ', 'j']",['u'],['bʁiz']
châtier,"['u', 'ɔ̃']","['u', 'ɔ̃']",['wa'],"['e', 'E', 'ɔ̃']","['Eʁ', 'E']",['j'],"['wa', 'jat']",['ʁi'],['lysje'],"['wj', 'wjEa', 'Eaʁje']",['jɛ̃dʁE'],"['ø', 'as']","['dʁ', 'ɔ̃']","['əi', 'əiʁa']",['vis'],['ɛs'],['zi'],[''],"['Eɲ', 'ɔ̃']",['Eɲi'],['izE'],"['ɥ', 'E']",['ziʁ'],['ɔlv'],['u'],"['E', 'v']","['t', 'i']","['vʁ', 'ɔ̃']",['pʁE'],"['əv', 'ʁe']","['Oʁ', 'a']","['ø', 'je']","['v', 'a']",['tE'],"['w', 'e']","['Et', 'e']","['j', 'e']","['Eʁ', 'jɔ̃']","['d', 'isjɔ̃']","['e', 'E', 'əʁE']","['ø', 'e']","['u', 'ym']","['v', 'e']","['v', 'je']",['ɛt'],"['u', 'ɑ̃']",['p'],['as'],['ivʁE'],['aj'],['t'],"['kʁap', 't']"
châtrer,"['k', 'ɔ̃']","['Eʁ', 'ɔ̃']",['u'],['Ezjɔ̃'],['oʁE'],['ɔ'],"['O', 'ʁi', 't']","['O', 'ʁi']","['akis', 'je']","['Odʁi', 'je']",['EʁʁE'],"['Eɲ', 'is']","['ɛ̃dʁ', 'ɔ̃']","['i', 'ʁa']",['ɛ̃s'],['ø'],"['O', 'ʁi']",['ɛ̃'],['Ezjɔ̃'],"['al', 'E']",['ənE'],"['Et', 'E']","['Ø', 'Eʁ']",['k'],['o'],"['e', 'E']","['Eɲ', 'i']","['Eʁ', 'ʁɔ̃']","['E', 'əʁE']","['u', 'ʁe']","['Eʁ', 'a']","['u', 'je']","['v', 'a']","['wa', 'jE']","['Ø', 'e']","['ə', 'e']","['wa', 'je']","['ʁj', 'ɔ̃']",['visjɔ̃'],['watʁE'],"['v', 'e']",['mim'],"['l', 'e']","['ə', 'je']","['O', 'e']",['aɲɑ̃'],"['ə', 'e']","['aɲ', 'is']","['iʁ', 'E']",['v'],['was'],['Ekʁi']
chérir,['ɔ̃'],"['d', 'ɔ̃']",['sɥi'],"['ø', 'jɔ̃']","['ud', 'ʁE']",['al'],"['ʁi', 't']",['ti'],"['zisj', 'e']",['ivʁije'],"['uv', 'ʁE']",[nan],"['aʁ', 'ɔ̃']",['miʁa'],"['e', 'as']",['y'],['Eti'],"['E', 'ɛ']","['wEa', 'Ea', 'jɔ̃']","['Ø', 'E']",['zE'],"['Es', 'E']",['jEʁ'],['s'],"['Ew', 'Ewa']","['O', 'ʁE']",[nan],"['uvʁ', 'ɔ̃']","['Eʁ', 'ʁE']","['Odʁ', 'e']",['uvʁa'],['izje'],"['v', 'a']","['o', 'E']",['ɛtʁ'],"['ə', 'e']",['ɛ̃'],"['i', 'ʁjɔ̃']","['ulys', 'jɔ̃']",['jɛ̃dʁE'],"['ə', 'n', 'e']","['v', 'im']",['ale'],"['k', 'je']","['al', 'e']","['e', 'E', 'ɑ̃']",['ut'],"['e', 'as']",['əʁE'],"['wE', 'aj', 'aj']",['i'],['ɑ̃pwal']
chômer,"['o', 'ɔ̃']","['ɔlv', 'ɔ̃']","['ɥiø', 'ɥiø']","['ən', 'jɔ̃']",['EʁʁE'],['wav'],['lyt'],['aly'],['ysje'],"['wj', 'wjEa', 'Eaʁje']","['ɛ', 'əʁE']",['tis'],"['ʁ', 'ɔ̃']",['əʁa'],['Etis'],['l'],['mi'],"['wa', 'jE']","['ɔlv', 'jɔ̃']","['Ø', 'E']","['Øv', 'E']",['ʁE'],"['u', 'yʁ']",['œ'],['œ'],"['z', 'E']",['Eti'],"['watʁ', 'ɔ̃']",['pʁE'],"['E', 'əʁ', 'e']",['oʁa'],['ozje'],['a'],"['uv', 'E']",['ɛ̃dʁ'],['y'],"['ø', 'e']",['uvʁijɔ̃'],['uasjɔ̃'],"['ɔ', 'əʁE']","['yv', 'e']",['uam'],"['Es', 'e']","['waE', 'je']",['uly'],[nan],['t'],['as'],['EtiʁE'],"['wE', 'aj', 'aj']",['ɔlv'],['ɛskagas']
cibler,"['uv', 'ɔ̃']","['əz', 'ɔ̃']",['ɛ̃'],"['ɔlv', 'jɔ̃']",['ɑ̃dʁE'],['oz'],['jit'],['mi'],"['is', 'je']",['watʁije'],"['jwa', 'jwaEʁ', 'E']","['d', 'is']","['e', 'E', 'əʁ', 'ɔ̃']",['udʁa'],['fys'],['aɲ'],"['e', 'a']",['E'],"['ø', 'jɔ̃']","['wa', 'jE']",['aɲE'],['EzE'],['alyʁ'],['ɔlv'],['œ'],"['p', 'E']",['Eɲi'],[nan],['miʁE'],"['waE', 'waEʁ', 'e']","['uv', 'ʁa']","['E', 'je']",[nan],['ɥE'],"['wa', 'je']",['Eky'],"['j', 'e']",['jɛ̃dʁijɔ̃'],['ʁisjɔ̃'],['oaʁE'],"['z', 'e']","['zm', 'zmim']","['ɥ', 'e']",['Ezje'],"['e', 'E', 'e']",['pɑ̃'],['je'],['tis'],['miʁE'],['ɛ'],['was'],"['Emj', 't']"
cicatriser,"['l', 'ɔ̃']",['wɔ̃'],['ɔ'],"['k', 'jɔ̃']",['vʁE'],['ɛz'],['alat'],['Eɲi'],['uasje'],['oaʁje'],['səʁE'],['tis'],"['miʁ', 'ɔ̃']",['pʁa'],['Etis'],['p'],['y'],['ɥis'],"['Ø', 'jɔ̃']","['ø', 'E']","['w', 'E']","['z', 'E']","['Eɲ', 'iʁ']",[''],['i'],"['əv', 'E']","['aɲ', 'i']","['əvʁ', 'ɔ̃']",['ɑ̃dʁE'],"['viʁ', 'e']",['ɛ̃dʁa'],"['O', 'sje']",['je'],"['o', 'E']",['Øvwaʁ'],['d'],"['v', 'i']","['e', 'E', 'əʁjɔ̃']",['wasjɔ̃'],"['ʁ', 'E']","['ɥisj', 'e']",['Eɲim'],['ze'],"['ɥisj', 'e']",['uly'],['Etɑ̃'],['p'],['Eɲis'],['ʁiʁE'],[''],['œv'],['dEvis']
cigler,"['m', 'ɔ̃']","['əv', 'ɔ̃']",[''],['sjɔ̃'],['ɛ̃dʁE'],['ɛn'],"['e', 'E', 'at']",['ja'],['alasje'],['viʁje'],"['ɔ', 'əʁE']",['jas'],"['ʁiʁ', 'ɔ̃']",['oʁa'],"['p', 'is']","['waE', 'j']","['i', 'v']",['je'],['əzjɔ̃'],['Eti'],['aɲE'],['sE'],['jEʁ'],['d'],['ɑ̃'],"['p', 'E']","['Eɲ', 'i']","['ud', 'ʁ', 'ɔ̃']",['pʁE'],"['Eʁ', 'ʁe']",['oʁa'],"['j', 'e']",['ɛ̃'],"['av', 'E']",['dʁ'],"['al', 'e']",['o'],['Eʁʁjɔ̃'],"['u', 'ysjɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']",['e'],['uam'],['e'],"['swa', 'je']","['ə', 'n']","['wa', 'jɑ̃']",['mi'],['jas'],"['əv', 'ʁE']",['je'],['y'],['kafaʁd']
ciller,"['e', 'ɔ̃']","['ən', 'ɔ̃']",['je'],"['p', 'jɔ̃']",['əʁE'],['k'],"['k', 'it']","['O', 'a']",['sje'],[nan],"['wj', 'wjEa', 'Eaʁ', 'E']",[nan],"['E', 'əʁ', 'ɔ̃']",['Eʁa'],"['ə', 'as']","['ɛ', 'j']",['E'],['ɛ̃'],"['uv', 'jɔ̃']","['wa', 'jE']",['zE'],['yvE'],"['k', 'iʁ']",['ɛ'],"['v', 'a']","['o', 'E']","['j', 'a']","['səʁ', 'ɔ̃']","['ud', 'ʁE']","['tiʁ', 'e']",['ɛ̃dʁa'],"['Ø', 'je']",['ɛ̃'],"['ə', 'n', 'E']",['kʁ'],"['ə', 'e']",['t'],['Eʁʁjɔ̃'],['wajasjɔ̃'],"['y', 'ʁE']","['aʃ', 'e']",['alym'],"['Eʁ', 'e']",['asje'],['t'],"['ə', 'nɑ̃']",['vi'],"['Ø', 'as']","['iʁ', 'E']","['a', 'j']",[nan],['ʁipaj']
cimenter,"['E', 'jɔ̃']",['ɥɔ̃'],['jɛʁ'],"['l', 'jɔ̃']","['ud', 'ʁE']",['d'],['vit'],"['v', 'i']","['u', 'ysje']","['vʁi', 'je']","['əv', 'ʁE']","['u', 'ys']",[nan],"['E', 'əʁa']","['o', 'as']",['iz'],"['d', 'i']",['ø'],"['av', 'jɔ̃']","['j', 'E']",['jE'],"['O', 'ʁE']",['Eɲiʁ'],"['s', 'ɔ̃']",['je'],['alE'],"['aɲ', 'i']","['tʁ', 'ɔ̃']","['Eʁ', 'E']","['iʁ', 'e']",['əvʁa'],"['u', 'je']",['u'],"['u', 'E']",['miʁ'],['aly'],"['w', 'e']","['ʁ', 'jɔ̃']","['o', 'asjɔ̃']",['oaʁE'],"['ən', 'e']",['lym'],[nan],"['Et', 'je']","['O', 'ʁt']",['sɑ̃'],['ʁt'],['zis'],['əvʁE'],['oz'],['oz'],['kɔ̃fin']
cingler,"['o', 'ɔ̃']","['O', 'ʁ', 'ɔ̃']",['y'],"['u', 'jɔ̃']","['uv', 'ʁE']","['ɛ', 'j']",['tit'],['aly'],"['Ø', 'asje']",['əvʁije'],['ʁiʁE'],['lys'],"['ud', 'ʁ', 'ɔ̃']",['ɛ̃dʁa'],"['ø', 'as']",['l'],['Oly'],['je'],['əzjɔ̃'],['zizi'],['sE'],['jE'],"['aɲ', 'iʁ']",['d'],['ø'],"['E', 'jE']",['ua'],"['Odʁ', 'ɔ̃']",['oʁE'],['Odʁe'],['jiʁa'],"['ø', 'je']",['ɑ̃'],"['O', 'ʁE']","['wa', 'ʁ']","['O', 'ʁ']",['ly'],"['u', 'ʁjɔ̃']",['ysjɔ̃'],"['ɛ̃d', 'ʁE']","['ə', 'e']","['u', 'ym']",[nan],"['O', 'e']","['wa', 'je']","['O', 'sɑ̃']","['v', 'i']",['Eɲis'],['OʁE'],"['wE', 'aj', 'aj']",['ɔlv'],['paʁazit']
cintrer,"['wa', 'jɔ̃']","['əz', 'ɔ̃']",['œ'],['Ezjɔ̃'],['miʁE'],"['œ', 'j']","['wa', 'jat']","['O', 'a']",['wasje'],"['u', 'ʁje']",['jiʁE'],['uas'],"['ɛ̃dʁ', 'ɔ̃']","['əi', 'əiʁa']",['fys'],['E'],"['al', 'a']",['ɛ̃'],"['waE', 'jɔ̃']","['ɥ', 'E']","['k', 'E']","['ø', 'E']",['alEʁ'],['jɛʁ'],['je'],"['O', 'ʁE']","['ə', 'a']","['u', 'ʁ', 'ɔ̃']",['jɛ̃dʁE'],['ɛ̃dʁe'],['vʁa'],"['E', 'e']",['E'],"['ø', 'E']",[''],['uly'],"['w', 'e']",['tiʁjɔ̃'],['asjɔ̃'],['ivʁE'],"['wa', 'je']","['d', 'im']","['ul', 'e']",['izje'],['p'],"['E', 'jɑ̃']",[''],"['d', 'is']","['waʁ', 'E']","['waE', 'j']",['u'],['syʁplɔ̃b']
circoncire,"['l', 'ɔ̃']",[nan],['je'],"['l', 'jɔ̃']","['iʁ', 'E']",['wa'],"['e', 'at']","['O', 'ʁi']",['uasje'],"['ɔ', 'əʁje']",['oʁE'],"['is', 'v']","['ʁiʁ', 'ɔ̃']",['aʁa'],['s'],['oz'],['Eɲi'],"['ɔ', 'ʁ']","['av', 'jɔ̃']",['mi'],['ʁE'],['jE'],"['O', 'ʁiʁ']",['wa'],['o'],"['O', 'sE']","['e', 'a']","['əi', 'əiʁ', 'ɔ̃']","['jwa', 'jwaEʁ', 'E']","['jɛ̃dʁ', 'e']",['jiʁa'],"['wEa', 'Ea', 'je']",['o'],['EsE'],"['w', 'e']",['ly'],[''],"['vʁi', 'jɔ̃']","['o', 'asjɔ̃']",['viʁE'],"['was', 'e']","['aɲ', 'im']","['Et', 'e']","['uv', 'je']","['e', 'e']","['o', 'ɑ̃']","['ə', 'e']",['Etis'],"['Eʁ', 'ʁE']",['zz'],['s'],['ʁəbʁɑ̃ʃ']
circonscrire,"['E', 'ɔ̃']","['əz', 'ɔ̃']",['u'],['ɔ̃'],['tiʁE'],['t'],['Eɲit'],"['Ø', 'a']",['tisje'],"['ɛ', 'əʁje']",['udʁE'],[nan],"['aʁ', 'ɔ̃']","['əi', 'əiʁa']","['ø', 'as']","['E', 'ɛ']",['Eky'],['o'],['Ezjɔ̃'],['Oly'],"['d', 'E']",['izE'],"['t', 'iʁ']",['p'],['jɛʁ'],['ozE'],['Eky'],"['Ø', 'əʁ', 'ɔ̃']",['iʁE'],"['i', 'ʁe']",['vʁa'],['ozje'],['je'],"['ɥ', 'E']",['uvwaʁ'],['Eky'],"['Ø', 'e']",['oaʁjɔ̃'],['visjɔ̃'],"['əv', 'ʁE']","['Øv', 'e']","['v', 'im']","['O', 'ʁe']","['Es', 'je']","['ə', 'n']","['O', 'ʁɑ̃']",['aly'],['ulys'],['jɛ̃dʁE'],['ʁ'],"['sw', 'a']",['baz']
circonvenir,['wɔ̃'],['wɔ̃'],['œ'],['sisjɔ̃'],"['Øv', 'ʁE']",['z'],"['E', 'at']","['i', 'v']",['alysje'],"['E', 'əʁje']",['udʁE'],['ɥas'],"['œ', 'əʁ', 'ɔ̃']",[nan],['ys'],['al'],"['Ø', 'i']",[''],"['Es', 'jɔ̃']","['e', 'E']","['v', 'E']","['Øv', 'E']",['Etiʁ'],['ɛn'],"['ɔ', 'ʁ']","['m', 'E']",['ja'],"['oʁ', 'ɔ̃']",['pʁE'],['kʁe'],"['iʁ', 'a']",['je'],['wa'],"['iv', 'E']",['tiʁ'],['vi'],"['w', 'e']",['tiʁjɔ̃'],['wajasjɔ̃'],"['waʁ', 'E']","['ən', 'e']","['j', 'am']","['z', 'e']","['wEa', 'Ea', 'je']",[''],"['e', 'ɑ̃']",['je'],['jas'],['tiʁE'],['y'],"['ɛ', 'j']",['ɛ̃tɛʁsEpt']
circuler,"['Ez', 'ɔ̃']","['s', 'ɔ̃']",['ɛ̃'],['jɔ̃'],['dʁE'],[nan],['tit'],['uly'],"['Ø', 'asje']",['ʁje'],['ʁE'],['s'],"['aʁ', 'ɔ̃']","['od', 'ʁa']",['zis'],"['E', 'ɛ']","['al', 'a']","['wa', 'jE']","['ul', 'jɔ̃']","['O', 'E']","['e', 'E']","['z', 'E']",['uEʁ'],['u'],[nan],['əzE'],['aki'],['ʁɔ̃'],"['waE', 'waEʁE']","['səʁ', 'e']",['ʁiʁa'],[nan],['œ'],['uE'],['Øvwaʁ'],"['ɥ', 'e']","['Ø', 'i']",['Øvʁijɔ̃'],['visjɔ̃'],['jiʁE'],"['tz', 'tz', 'e']","['aɲ', 'im']","['O', 'e']",[nan],['p'],"['O', 'ɑ̃']","['e', 'E', 'e']",['was'],['jɛ̃dʁE'],['oz'],['ɛn'],['kɔ̃tʁib']
cirer,"['Et', 'ɔ̃']","['p', 'ɔ̃']",['ɑ̃'],"['l', 'jɔ̃']",['tiʁE'],"['œ', 'j']",['at'],['Eky'],"['Eɲ', 'isje']","['vʁi', 'je']",['OʁE'],['was'],"['i', 'ʁ', 'ɔ̃']","['waE', 'waEʁa']",['ɛ̃s'],['d'],['a'],['wa'],"['i', 'jɔ̃']",['ji'],"['uv', 'E']","['e', 'E', 'E']",['Eɲiʁ'],['œv'],"['Ew', 'Ewa']",['ənE'],['zi'],"['kʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɛ̃d', 'ʁ', 'e']","['Eʁ', 'a']","['Ø', 'e']",['u'],"['d', 'E']",['pʁ'],['d'],['je'],"['pʁi', 'jɔ̃']","['ə', 'asjɔ̃']","['Eʁ', 'ʁE']",['Eɲe'],"['e', 'E', 'am']","['p', 'e']","['v', 'je']","['ɥ', 'e']",['Etɑ̃'],['uly'],"['Ø', 'is']",['ivʁE'],"['ɔ', 'ʁ']",['d'],['tɛʁni']
cisailler,['ɔ̃'],"['d', 'ɔ̃']",['jɛ̃'],"['Øv', 'jɔ̃']",['əvʁE'],['ɔlv'],['zit'],"['p', 'i']","['ə', 'asje']","['vʁi', 'je']",['səʁE'],"['Ø', 'as']","['miʁ', 'ɔ̃']",['viʁa'],"['O', 'ʁis']",['k'],['ly'],['jɛ̃'],"['ə', 'n', 'jɔ̃']",['ly'],['E'],['E'],['yʁ'],[''],[''],['izE'],"['Ø', 'i']","['Oʁ', 'ɔ̃']",['ɛ̃dʁE'],"['wj', 'wjEa', 'Eaʁ', 'e']","['Eʁ', 'a']",['ozje'],[nan],"['əv', 'E']",[''],"['j', 'e']",['ɛ̃'],['watʁijɔ̃'],"['O', 'ʁisjɔ̃']",['watʁE'],"['ə', 'e']","['e', 'E', 'am']","['t', 'e']","['ə', 'je']","['Ø', 'i']",['mɑ̃'],['mi'],['akis'],"['ʁ', 'E']",['z'],['iz'],['satyʁ']
ciseler,"['t', 'ɔ̃']","['j', 'ɔ̃']",['ɛ'],"['Eɲ', 'ɔ̃']",['ʁiʁE'],"['wE', 'aj', 'aj']",['Eɲit'],['ʁi'],['sje'],[nan],['jɛ̃dʁE'],['was'],"['E', 'əʁ', 'ɔ̃']",['jɛ̃dʁa'],['as'],['i'],"['i', 'v']","['øœ', 'øœ', 'j']","['ul', 'jɔ̃']","['i', 'v']",['aɲE'],['avE'],"['E', 'Eʁ']",['s'],"['v', 'a']","['ul', 'E']",['a'],"['Ø', 'əʁ', 'ɔ̃']",['jɛ̃dʁE'],"['watʁ', 'e']","['əi', 'əiʁa']","['e', 'E', 'e']","['v', 'a']",['zE'],['iʁ'],['z'],['Eky'],['jɛ̃dʁijɔ̃'],"['akis', 'jɔ̃']",['iʁE'],"['aʃ', 'e']",['Etim'],"['E', 'je']","['was', 'je']","['ɥ', 'e']","['wEa', 'Ea', 'jɑ̃']",['mi'],"['j', 'as']",['ɑ̃dʁE'],['j'],['jɛʁ'],"['pɛʁkizisj', 'n']"
citer,"['aʃ', 'ɔ̃']",[nan],['ʁ'],"['uv', 'jɔ̃']",['kʁE'],"['wE', 'aj', 'aj']",['mit'],['zizi'],"['ys', 'je']",['ʁiʁje'],"['waʁ', 'E']","['aɲ', 'is']","['Etiʁ', 'ɔ̃']",['vʁa'],"['j', 'as']","['waE', 'j']",['ly'],['jɛʁ'],['jɔ̃'],"['k', 'i']",['aɲE'],"['wa', 'jE']",['Etiʁ'],['u'],['u'],"['O', 'sE']","['Ø', 'a']","['e', 'E', 'əʁ', 'ɔ̃']",['ɛ̃dʁE'],"['əi', 'əiʁ', 'e']",['Odʁa'],"['Ø', 'e']",['ɔ'],"['j', 'E']","['e', 'e']",['je'],"['ɥ', 'e']","['udʁi', 'jɔ̃']","['Ø', 'isjɔ̃']",[nan],"['Es', 'e']",['Olym'],"['əv', 'e']","['O', 'e']",['ti'],['uvɑ̃'],['ut'],"['aɲ', 'is']",['səʁE'],['l'],"['waE', 'j']",['pʁOnɔstik']
civiliser,['ɥɔ̃'],"['aɲ', 'ɔ̃']","['ɔ', 'ʁ']","['al', 'jɔ̃']",['miʁE'],['v'],"['zt', 'ztit']",[nan],['Olysje'],['udʁije'],['uvʁE'],['ulys'],"['Eʁʁ', 'ɔ̃']","['od', 'ʁa']","['O', 'ʁis']","['sw', 'a']",['Eɲi'],['jɛ̃'],"['ø', 'jɔ̃']",['fy'],"['Eʁ', 'E']",['aɲE'],"['iʁ', 'v']",['ɛɲ'],['E'],['lE'],['y'],"['jɛ̃dʁ', 'ɔ̃']",['ʁiʁE'],"['waE', 'waEʁ', 'e']",['pʁa'],"['Et', 'je']",['E'],"['k', 'E']",['viʁ'],"['ə', 'e']","['O', 'ʁ']","['ud', 'ʁijɔ̃']",['ɥasjɔ̃'],"['Øv', 'ʁE']",['e'],"['j', 'am']","['əɛ', 'əɛzt', 'zt', 'e']","['y', 'je']","['e', 'e']","['wa', 'jɑ̃']","['o', 'e']",['ɛ̃s'],"['Odʁ', 'E']",['ɔlv'],['d'],"['ʁab', 't']"
clabauder,"['t', 'ɔ̃']","['o', 'ɔ̃']",['ɔ'],"['swa', 'jɔ̃']",['səʁE'],['aɲ'],['Ekyt'],"['al', 'a']",['Etisje'],"['ud', 'ʁije']","['iʁ', 'E']",['lys'],"['ivʁ', 'ɔ̃']","['Odʁ', 'a']",[nan],['as'],"['Ø', 'i']",['ɔ'],"['l', 'jɔ̃']","['ə', 'E']",['E'],"['p', 'E']","['ə', 'Eʁ']",['œ'],[nan],['uE'],"['d', 'i']","['Eʁ', 'ɔ̃']",['ʁiʁE'],['dʁe'],"['ud', 'ʁa']","['al', 'je']",['œ'],['zE'],['waʁ'],"['j', 'e']",['Eky'],['udʁijɔ̃'],['ɥasjɔ̃'],"['uv', 'ʁE']","['e', 'e']","['Ø', 'am']","['ə', 'n', 'e']","['al', 'je']","['O', 'ʁt']",['mɑ̃'],['t'],['jas'],"['waE', 'waEʁE']",['ɥis'],['ɛn'],"['ɛ̃tɛʁʒ', 't']"
claboter,"['aɲ', 'ɔ̃']","['O', 'ɔ̃']",['i'],['ɥisjɔ̃'],"['ud', 'ʁE']",['oz'],"['o', 'at']",[''],['ʁisje'],['Oʁje'],['əʁE'],"['E', 'as']","['O', 'ʁiʁ', 'ɔ̃']",['miʁa'],['vis'],"['a', 'j']",['ua'],['aʃ'],"['jɔ̃', 'v']","['i', 'v']","['Øv', 'E']","['Es', 'E']",['tiʁ'],['ɛz'],['u'],['EzE'],['i'],"['vʁ', 'ɔ̃']",['ɛ̃dʁE'],"['jwa', 'jwaEʁ', 'e']",['vʁa'],"['wEa', 'Ea', 'je']",['ɛ̃'],['əzE'],['vʁ'],['u'],['ti'],['tiʁjɔ̃'],"['ulys', 'jɔ̃']","['i', 'ʁE']","['yv', 'e']","['O', 'ʁim']","['oz', 'e']","['d', 'je']",[''],['ɥɑ̃'],['p'],"['Eɲ', 'is']","['ʁ', 'E']",['was'],"['wE', 'aj', 'aj']","['abʁ', 'v']"
claironner,"['o', 'ɔ̃']","['t', 'ɔ̃']",['ɑ̃'],"['əv', 'jɔ̃']",[nan],['aɲ'],"['zt', 'ztit']",[''],['sje'],['Eʁje'],"['wj', 'wjEa', 'Eaʁ', 'E']",['s'],"['od', 'ʁ', 'ɔ̃']","['wj', 'wjEa', 'Eaʁa']","['d', 'is']",['E'],['ji'],['ɛ̃'],"['O', 'ʁi', 'jɔ̃']",['y'],"['ɔlv', 'E']","['Eʁ', 'E']","['E', 'Eʁ']",[''],['jɛʁ'],"['Ø', 'E']",['zi'],"['Odʁ', 'ɔ̃']","['əi', 'əiʁE']","['jwa', 'jwaEʁ', 'e']","['E', 'əʁa']",['e'],['s'],"['w', 'E']",['dʁ'],"['al', 'e']","['ø', 'e']",['Etiʁjɔ̃'],"['zisj', 'ɔ̃']",['iʁE'],"['z', 'e']",['im'],"['ɔlv', 'e']",['je'],"['w', 'e']","['ə', 'nɑ̃']",['Et'],['ulys'],"['əi', 'əiʁE']",['y'],['k'],['dEnyd']
